,No.U,CONT,IGSS0,IGSS1,IGSSR1,VTH,BVDSS1,BVDSS2,IDSS1,IDSS2,IGSS2,IGSSR2,Wafer_ID,Seq,X,Y,Bin,Lot_ID
693,9.0,1e-08,1e-10,3e-10,3.205,129.5,129.7,1.11e-08,2.24e-08,1.6e-09,3e-10,,5,126,17,1,1.0,FA54-5339-327A-250501@203
694,10.0,0.0,1e-09,1.4e-09,3.194,129.5,129.7,1.01e-08,2.11e-08,3.4e-09,2e-09,,5,127,17,1,1.0,FA54-5339-327A-250501@203
695,11.0,0.0,5e-10,1e-09,3.231,129.4,129.5,1.25e-08,2.05e-08,2.6e-09,2e-09,,5,128,17,1,1.0,FA54-5339-327A-250501@203
696,12.0,1e-08,1.2e-09,6e-10,3.221,129.3,129.6,1.14e-08,2.18e-08,4e-10,7e-10,,5,129,17,1,1.0,FA54-5339-327A-250501@203
697,13.0,1e-08,1.1e-09,0.0,3.295,129.7,129.8,9.7e-09,1.97e-08,5.4e-09,5e-10,,5,130,17,1,1.0,FA54-5339-327A-250501@203
698,14.0,1e-08,7e-10,0.0,3.205,129.6,129.7,1.14e-08,1.92e-08,4e-09,0.0,,5,131,17,1,1.0,FA54-5339-327A-250501@203
699,15.0,0.0,1.6e-09,2.7e-09,3.165,129.4,129.7,1.13e-08,1.98e-08,4.2e-09,2e-10,,5,132,17,1,1.0,FA54-5339-327A-250501@203
700,14.0,0.0,2e-10,1.5e-09,3.24,129.4,129.6,1.13e-08,1.99e-08,2.6e-09,1.5e-09,,5,133,18,1,1.0,FA54-5339-327A-250501@203
701,13.0,0.0,0.0,2.6e-09,3.295,129.4,129.6,1.43e-08,999.9,,,,5,134,18,10,1.0,FA54-5339-327A-250501@203
702,12.0,0.0,3.4e-09,0.0,3.263,129.3,129.6,1.19e-08,2.25e-08,4.1e-09,3.3e-09,,5,135,18,1,1.0,FA54-5339-327A-250501@203
703,11.0,0.0,3.7e-09,2.3e-09,3.206,129.5,129.6,1.05e-08,2.17e-08,7.2e-09,3.3e-09,,5,136,18,1,1.0,FA54-5339-327A-250501@203
704,10.0,0.0,2e-09,5.3e-09,3.154,129.5,129.7,1.19e-08,2.07e-08,4.8e-09,4e-09,,5,137,18,1,1.0,FA54-5339-327A-250501@203
705,9.0,0.0,2e-10,3.4e-09,3.19,129.6,129.8,1.09e-08,2.17e-08,5.1e-09,3.3e-09,,5,138,18,1,1.0,FA54-5339-327A-250501@203
706,8.0,0.0,3.3e-09,8e-10,3.217,129.9,130.1,1.03e-08,2.03e-08,4.6e-09,3.8e-09,,5,139,18,1,1.0,FA54-5339-327A-250501@203
707,10.0,1e-08,7e-10,2.6e-09,3.177,129.7,129.9,1.28e-08,2.42e-08,2.8e-09,1.4e-09,,5,140,19,1,1.0,FA54-5339-327A-250501@203
708,11.0,1e-08,2.9e-09,2.4e-09,3.215,129.6,129.6,1.23e-08,2.46e-08,1.2e-09,2.4e-09,,5,141,19,1,1.0,FA54-5339-327A-250501@203
709,12.0,0.0,1.2e-09,4.3e-09,3.235,129.5,129.7,1.44e-08,2.48e-08,2.2e-09,5.2e-09,,5,142,19,1,1.0,FA54-5339-327A-250501@203
710,11.0,0.0,6e-10,4e-10,3.203,129.6,130.0,1.08e-08,1.88e-08,2e-09,5e-10,,6,1,5,1,1.0,FA54-5339-327A-250501@203
711,14.0,0.0,2.8e-09,4.3e-09,3.191,129.1,129.3,9.7e-09,1.91e-08,8e-09,1.4e-09,,6,2,6,1,1.0,FA54-5339-327A-250501@203
712,13.0,2e-08,1e-09,2.9e-09,3.154,129.7,130.0,1.04e-08,1.71e-08,4.1e-09,7e-09,,6,3,6,1,1.0,FA54-5339-327A-250501@203
713,12.0,99.99,,,,,,,,,,,6,4,6,3,1.0,FA54-5339-327A-250501@203
714,11.0,0.0,4e-10,1.9e-09,3.119,130.5,130.7,1.14e-08,1.67e-08,6.3e-09,5.6e-09,,6,5,6,1,1.0,FA54-5339-327A-250501@203
715,10.0,0.0,1.6e-09,1.8e-09,3.134,130.7,130.9,1.01e-08,1.82e-08,2.9e-09,4.6e-09,,6,6,6,1,1.0,FA54-5339-327A-250501@203
716,9.0,0.0,4e-10,2.2e-09,3.14,130.7,130.9,1.01e-08,1.8e-08,4.7e-09,2e-09,,6,7,6,1,1.0,FA54-5339-327A-250501@203
717,7.0,0.0,1.4e-09,3.9e-09,3.106,130.5,130.9,1.01e-08,1.44e-08,4.7e-09,4.5e-09,,6,8,7,1,1.0,FA54-5339-327A-250501@203
718,8.0,0.0,4.2e-09,4.9e-09,3.179,130.7,130.9,9.6e-09,1.73e-08,4.5e-09,2.3e-09,,6,9,7,1,1.0,FA54-5339-327A-250501@203
719,9.0,0.0,0.0,1.3e-09,3.105,130.6,130.8,9.9e-09,1.58e-08,4.5e-09,5.9e-09,,6,10,7,1,1.0,FA54-5339-327A-250501@203
720,10.0,0.0,3e-09,3.3e-09,3.122,130.3,130.6,1.04e-08,1.77e-08,2.3e-09,2.6e-09,,6,11,7,1,1.0,FA54-5339-327A-250501@203
721,11.0,2e-08,1.4e-09,3.4e-09,3.149,129.9,130.3,9.4e-09,1.74e-08,6e-09,2.3e-09,,6,12,7,1,1.0,FA54-5339-327A-250501@203
722,12.0,0.0,1.1e-09,3.3e-09,3.095,129.8,130.0,1.14e-08,1.79e-08,3e-09,1.4e-09,,6,13,7,1,1.0,FA54-5339-327A-250501@203
723,13.0,0.0,2.1e-09,1e-09,3.178,129.8,129.9,1.05e-08,1.66e-08,6.3e-09,5.7e-09,,6,14,7,1,1.0,FA54-5339-327A-250501@203
724,14.0,2e-08,4.9e-09,4.9e-09,3.132,129.9,130.1,9e-09,1.83e-08,2.8e-09,1.8e-09,,6,15,7,1,1.0,FA54-5339-327A-250501@203
725,15.0,0.0,3e-10,2.3e-09,3.152,129.2,129.5,8.3e-09,1.81e-08,2.3e-09,2.2e-09,,6,16,7,1,1.0,FA54-5339-327A-250501@203
726,16.0,0.0,2e-10,2.8e-09,3.194,129.2,129.6,8.6e-09,1.75e-08,5.7e-09,6e-10,,6,17,8,1,1.0,FA54-5339-327A-250501@203
727,15.0,0.0,1e-10,2.1e-09,3.158,129.5,129.8,9.8e-09,1.65e-08,3.6e-09,3.5e-09,,6,18,8,1,1.0,FA54-5339-327A-250501@203
728,14.0,0.0,2e-09,2e-09,3.132,129.6,129.9,9.3e-09,1.79e-08,1e-09,9e-10,,6,19,8,1,1.0,FA54-5339-327A-250501@203
729,13.0,0.0,8e-10,1.2e-09,3.232,128.9,129.3,9.2e-09,1.87e-08,3.5e-09,1.7e-09,,6,20,8,1,1.0,FA54-5339-327A-250501@203
730,12.0,1e-08,4e-10,8e-10,3.177,129.1,129.4,1.16e-08,1.89e-08,3.6e-09,3e-10,,6,21,8,1,1.0,FA54-5339-327A-250501@203
731,11.0,1e-08,3.6e-09,3.1e-09,3.169,129.2,129.4,1.09e-08,1.98e-08,5.4e-09,3.2e-09,,6,22,8,1,1.0,FA54-5339-327A-250501@203
732,10.0,0.0,1.4e-09,1e-09,3.127,129.6,129.8,9.6e-09,1.83e-08,3.4e-09,3.2e-09,,6,23,8,1,1.0,FA54-5339-327A-250501@203
733,9.0,1e-08,2.4e-09,6.3e-09,3.137,130.1,130.4,1.06e-08,1.65e-08,4.7e-09,4e-10,,6,24,8,1,1.0,FA54-5339-327A-250501@203
734,8.0,0.0,1.6e-09,4.1e-09,3.203,130.5,130.7,9.3e-09,1.73e-08,4.4e-09,5.2e-09,,6,25,8,1,1.0,FA54-5339-327A-250501@203
735,7.0,0.0,3e-10,3.4e-09,3.142,130.9,131.0,9.4e-09,1.61e-08,5e-09,7.1e-09,,6,26,8,1,1.0,FA54-5339-327A-250501@203
736,6.0,1e-08,2.1e-09,1.5e-09,3.177,130.9,131.2,9.3e-09,1.69e-08,2.3e-09,3e-10,,6,27,9,1,1.0,FA54-5339-327A-250501@203
737,7.0,0.0,3.9e-09,1.2e-09,3.134,130.7,130.8,8.2e-09,1.68e-08,2.3e-09,2.9e-09,,6,28,9,1,1.0,FA54-5339-327A-250501@203
738,8.0,0.0,2.3e-09,4.9e-09,3.234,129.9,130.2,9.2e-09,1.69e-08,1.9e-09,2e-09,,6,29,9,1,1.0,FA54-5339-327A-250501@203
739,9.0,0.0,8e-10,1.9e-09,3.118,129.6,129.8,1.16e-08,1.79e-08,2.7e-09,3.1e-09,,6,30,9,1,1.0,FA54-5339-327A-250501@203
740,10.0,1e-08,7e-10,2.6e-09,3.215,129.4,129.6,1.05e-08,1.75e-08,4.6e-09,7.3e-09,,6,31,9,1,1.0,FA54-5339-327A-250501@203
741,11.0,0.0,1.9e-09,2.1e-09,3.217,129.3,129.5,1.04e-08,1.93e-08,3.3e-09,2e-10,,6,32,9,1,1.0,FA54-5339-327A-250501@203
742,12.0,1e-08,4e-10,3.2e-09,3.163,129.3,129.6,9e-09,1.87e-08,4.8e-09,4e-10,,6,33,9,1,1.0,FA54-5339-327A-250501@203
743,13.0,0.0,1.4e-09,1.1e-09,3.284,128.8,129.1,1.08e-08,1.71e-08,4.6e-09,4.3e-09,,6,34,9,1,1.0,FA54-5339-327A-250501@203
744,14.0,0.0,2.9e-09,2e-09,3.154,129.1,129.3,9.2e-09,1.85e-08,4.1e-09,2.4e-09,,6,35,9,1,1.0,FA54-5339-327A-250501@203
745,15.0,0.0,1.5e-09,3.7e-09,3.174,128.8,129.2,9e-09,1.74e-08,5.8e-09,8e-10,,6,36,9,1,1.0,FA54-5339-327A-250501@203
746,16.0,0.0,1e-09,2.2e-09,3.199,129.4,129.7,9.6e-09,1.72e-08,1.5e-09,2.7e-09,,6,37,9,1,1.0,FA54-5339-327A-250501@203
747,17.0,0.0,6e-10,2.8e-09,3.21,129.6,129.8,9.1e-09,1.86e-08,3.6e-09,2e-10,,6,38,10,1,1.0,FA54-5339-327A-250501@203
748,16.0,0.0,2.3e-09,6e-10,3.201,129.0,129.4,8e-09,1.74e-08,7.2e-09,2e-10,,6,39,10,1,1.0,FA54-5339-327A-250501@203
749,15.0,1e-08,1.4e-09,2.3e-09,3.186,128.4,128.6,1e-08,1.76e-08,3.9e-09,7.4e-09,,6,40,10,1,1.0,FA54-5339-327A-250501@203
750,14.0,0.0,2.7e-09,6e-10,3.222,129.0,129.3,9.6e-09,1.79e-08,2.4e-09,3.7e-09,,6,41,10,1,1.0,FA54-5339-327A-250501@203
751,13.0,1e-08,8e-10,5.1e-09,3.248,129.3,129.6,1.09e-08,1.73e-08,5e-09,7e-10,,6,42,10,1,1.0,FA54-5339-327A-250501@203
752,12.0,1e-08,1.5e-09,1.6e-09,3.268,129.6,129.8,1.05e-08,1.91e-08,4.3e-09,1e-10,,6,43,10,1,1.0,FA54-5339-327A-250501@203
753,11.0,0.0,4e-09,1.4e-09,3.179,129.7,129.9,1.05e-08,1.82e-08,1.6e-09,3.6e-09,,6,44,10,1,1.0,FA54-5339-327A-250501@203
754,10.0,1e-08,3e-10,2e-10,3.158,129.8,129.9,1.04e-08,1.88e-08,5e-09,8e-10,,6,45,10,1,1.0,FA54-5339-327A-250501@203
755,9.0,0.0,3e-10,2.2e-09,3.199,129.6,129.9,9.3e-09,1.81e-08,5e-09,4e-10,,6,46,10,1,1.0,FA54-5339-327A-250501@203
756,8.0,0.0,1.2e-09,6.5e-09,3.218,129.5,129.9,1.04e-08,1.75e-08,2.6e-09,1.9e-09,,6,47,10,1,1.0,FA54-5339-327A-250501@203
757,7.0,0.0,0.0,9e-10,3.213,130.4,130.6,1.03e-08,1.56e-08,4.7e-09,5.8e-09,,6,48,10,1,1.0,FA54-5339-327A-250501@203
758,6.0,0.0,8e-10,7e-10,3.174,130.8,131.0,8.7e-09,1.74e-08,2e-09,1e-10,,6,49,10,1,1.0,FA54-5339-327A-250501@203
759,5.0,2e-08,4.8e-09,2.8e-09,3.227,130.4,130.7,8.7e-09,1.66e-08,1.8e-09,3.1e-09,,6,50,11,1,1.0,FA54-5339-327A-250501@203
760,6.0,2e-08,2.4e-09,2.4e-09,3.165,130.7,130.9,8.2e-09,1.65e-08,5.7e-09,1.8e-09,,6,51,11,1,1.0,FA54-5339-327A-250501@203
761,7.0,0.0,1e-10,4.7e-09,3.206,130.3,130.6,8.8e-09,1.69e-08,4.6e-09,2e-09,,6,52,11,1,1.0,FA54-5339-327A-250501@203
762,8.0,0.0,2.3e-09,6.5e-09,3.204,129.6,130.0,1.1e-08,1.76e-08,5.5e-09,1.8e-09,,6,53,11,1,1.0,FA54-5339-327A-250501@203
763,9.0,0.0,1.9e-09,3.3e-09,3.217,129.9,130.2,1.08e-08,1.68e-08,4.9e-09,5.6e-09,,6,54,11,1,1.0,FA54-5339-327A-250501@203
764,10.0,0.0,2.2e-09,1.6e-09,3.186,129.7,129.9,1.12e-08,1.94e-08,3.1e-09,8e-10,,6,55,11,1,1.0,FA54-5339-327A-250501@203
765,11.0,0.0,3.7e-09,1.3e-09,3.182,129.4,129.6,9.7e-09,1.83e-08,4e-10,1.4e-09,,6,56,11,1,1.0,FA54-5339-327A-250501@203
766,12.0,1e-08,1.8e-09,1.3e-09,3.25,129.5,129.7,9.8e-09,1.85e-08,6.2e-09,5.2e-09,,6,57,11,1,1.0,FA54-5339-327A-250501@203
767,13.0,0.0,2e-09,1.7e-09,3.24,129.2,129.6,1.06e-08,1.89e-08,4.4e-09,4.9e-09,,6,58,11,1,1.0,FA54-5339-327A-250501@203
768,14.0,0.0,3.2e-09,4e-09,3.232,129.1,129.4,1.02e-08,1.64e-08,4.5e-09,7.4e-09,,6,59,11,1,1.0,FA54-5339-327A-250501@203
769,15.0,0.0,5.4e-09,2.5e-09,3.208,128.4,128.6,9e-09,1.96e-08,2.5e-09,3.9e-09,,6,60,11,1,1.0,FA54-5339-327A-250501@203
770,16.0,1e-08,4e-10,5e-09,3.202,128.9,129.2,8.8e-09,1.78e-08,4.4e-09,4.2e-09,,6,61,11,1,1.0,FA54-5339-327A-250501@203
771,17.0,0.0,2.8e-09,6e-10,3.201,129.6,129.8,9.1e-09,1.81e-08,2.4e-09,8e-10,,6,62,11,1,1.0,FA54-5339-327A-250501@203
772,17.0,0.0,1.1e-09,4.7e-09,3.211,129.7,129.9,9.2e-09,1.79e-08,4e-10,5e-10,,6,63,12,1,1.0,FA54-5339-327A-250501@203
773,16.0,2e-08,3e-09,9e-10,3.21,128.7,129.1,1.03e-08,1.72e-08,3.6e-09,4.6e-09,,6,64,12,1,1.0,FA54-5339-327A-250501@203
774,15.0,1e-08,1.8e-09,6.2e-09,3.209,128.4,128.7,1.03e-08,1.91e-08,4.9e-09,2.1e-09,,6,65,12,1,1.0,FA54-5339-327A-250501@203
775,14.0,0.0,3e-10,8e-10,3.216,129.2,129.5,1.04e-08,1.78e-08,2.8e-09,8e-10,,6,66,12,1,1.0,FA54-5339-327A-250501@203
776,13.0,0.0,1.3e-09,1.4e-09,3.293,129.1,129.4,1.01e-08,2.02e-08,1.7e-09,1e-09,,6,67,12,1,1.0,FA54-5339-327A-250501@203
777,12.0,1e-08,4e-09,2.5e-09,3.21,129.3,129.4,1.13e-08,1.94e-08,4.3e-09,3.6e-09,,6,68,12,1,1.0,FA54-5339-327A-250501@203
778,11.0,1e-08,5e-10,3.3e-09,3.205,129.2,129.5,1.04e-08,1.87e-08,4.1e-09,1.2e-09,,6,69,12,1,1.0,FA54-5339-327A-250501@203
779,10.0,0.0,1.3e-09,3.1e-09,3.188,129.7,130.0,1.02e-08,1.85e-08,5.3e-09,1e-09,,6,70,12,1,1.0,FA54-5339-327A-250501@203
780,9.0,1e-08,2.4e-09,5.4e-09,3.165,130.1,130.3,1.23e-08,1.84e-08,3.9e-09,1e-09,,6,71,12,1,1.0,FA54-5339-327A-250501@203
781,8.0,0.0,1.2e-09,6e-10,3.267,129.9,130.0,1.15e-08,1.77e-08,2.5e-09,1.6e-09,,6,72,12,1,1.0,FA54-5339-327A-250501@203
782,7.0,0.0,0.0,5e-10,3.146,130.2,130.5,1.13e-08,1.75e-08,2.3e-09,1.8e-09,,6,73,12,1,1.0,FA54-5339-327A-250501@203
783,6.0,0.0,0.0,4.1e-09,3.131,130.8,131.0,9.4e-09,1.57e-08,5.3e-09,7.1e-09,,6,74,12,1,1.0,FA54-5339-327A-250501@203
784,5.0,1e-08,2.1e-09,2e-10,3.197,130.4,130.7,9.5e-09,1.8e-08,5e-10,2e-09,,6,75,12,1,1.0,FA54-5339-327A-250501@203
785,5.0,0.0,4.9e-09,3.5e-09,3.279,130.4,130.7,8.9e-09,1.8e-08,3.9e-09,1.7e-09,,6,76,13,1,1.0,FA54-5339-327A-250501@203
786,6.0,0.0,7e-10,1.7e-09,3.198,130.7,130.9,9.3e-09,1.69e-08,3e-10,4e-10,,6,77,13,1,1.0,FA54-5339-327A-250501@203
787,7.0,1e-08,1.3e-09,2.7e-09,3.177,130.4,130.5,9.7e-09,1.76e-08,5.3e-09,2.8e-09,,6,78,13,1,1.0,FA54-5339-327A-250501@203
788,8.0,0.0,2.6e-09,7e-10,3.258,129.9,130.1,1.09e-08,1.81e-08,2.8e-09,2.6e-09,,6,79,13,1,1.0,FA54-5339-327A-250501@203
789,9.0,2e-08,3.4e-09,1e-10,3.167,130.1,130.3,1.09e-08,1.8e-08,4e-10,2.8e-09,,6,80,13,1,1.0,FA54-5339-327A-250501@203
790,10.0,99.99,,,,,,,,,,,6,81,13,3,1.0,FA54-5339-327A-250501@203
791,11.0,0.0,0.0,2.7e-09,3.221,129.4,129.6,1.21e-08,1.88e-08,2.9e-09,2.3e-09,,6,82,13,1,1.0,FA54-5339-327A-250501@203
792,12.0,1e-08,3e-10,3.2e-09,3.226,129.4,129.6,1.07e-08,1.9e-08,5.2e-09,5.4e-09,,6,83,13,1,1.0,FA54-5339-327A-250501@203
793,13.0,0.0,2.9e-09,5e-10,3.297,129.2,129.5,1.03e-08,1.86e-08,1.7e-09,4.6e-09,,6,84,13,1,1.0,FA54-5339-327A-250501@203
794,14.0,0.0,2.1e-09,2e-10,3.201,129.4,129.7,9.6e-09,1.81e-08,1.1e-09,3e-09,,6,85,13,1,1.0,FA54-5339-327A-250501@203
795,15.0,0.0,1.5e-09,6e-09,3.189,128.5,128.9,9.2e-09,1.87e-08,7.5e-09,3.9e-09,,6,86,13,1,1.0,FA54-5339-327A-250501@203
796,16.0,0.0,2e-10,3.2e-09,3.198,129.0,129.2,9.2e-09,1.73e-08,5.3e-09,6e-09,,6,87,13,1,1.0,FA54-5339-327A-250501@203
797,17.0,1e-08,9e-10,2.2e-09,3.213,129.6,129.9,8.6e-09,1.81e-08,2.3e-09,7e-10,,6,88,13,1,1.0,FA54-5339-327A-250501@203
798,17.0,1e-08,7e-10,1.2e-09,3.225,129.7,130.0,9e-09,1.79e-08,1e-10,2e-10,,6,89,14,1,1.0,FA54-5339-327A-250501@203
799,16.0,0.0,1.9e-09,1e-10,3.228,129.3,129.5,8.7e-09,1.75e-08,2.2e-09,4.7e-09,,6,90,14,1,1.0,FA54-5339-327A-250501@203
800,15.0,1e-08,8e-10,1e-09,3.216,128.7,129.0,8.6e-09,1.87e-08,4.8e-09,2.1e-09,,6,91,14,1,1.0,FA54-5339-327A-250501@203
801,14.0,1e-08,1e-09,6.6e-09,3.194,129.6,129.9,9.5e-09,1.72e-08,3.3e-09,3.8e-09,,6,92,14,1,1.0,FA54-5339-327A-250501@203
802,13.0,0.0,1.4e-09,2.8e-09,3.315,129.6,129.9,1.1e-08,1.74e-08,5.3e-09,1.6e-09,,6,93,14,1,1.0,FA54-5339-327A-250501@203
803,12.0,1e-08,6e-10,3e-10,3.221,129.8,130.0,1.08e-08,1.76e-08,3.1e-09,4.2e-09,,6,94,14,1,1.0,FA54-5339-327A-250501@203
804,11.0,2e-08,4e-10,6.1e-09,3.231,129.8,130.0,1.07e-08,1.85e-08,4.4e-09,6.4e-09,,6,95,14,1,1.0,FA54-5339-327A-250501@203
805,10.0,1e-08,2.4e-09,2e-09,3.213,130.0,130.1,1.05e-08,1.79e-08,4.3e-09,4.4e-09,,6,96,14,1,1.0,FA54-5339-327A-250501@203
806,9.0,0.0,0.0,5.1e-09,3.19,130.0,130.2,1.06e-08,1.79e-08,3.4e-09,2.5e-09,,6,97,14,1,1.0,FA54-5339-327A-250501@203
807,8.0,0.0,2.7e-09,1.1e-09,3.242,129.6,129.9,1e-08,1.86e-08,2.1e-09,2.2e-09,,6,98,14,1,1.0,FA54-5339-327A-250501@203
808,7.0,1e-08,1e-09,5.2e-09,3.212,130.3,130.4,9.9e-09,1.76e-08,1.3e-09,9e-10,,6,99,14,1,1.0,FA54-5339-327A-250501@203
809,6.0,0.0,1.4e-09,9e-10,3.225,130.6,130.8,9.5e-09,1.73e-08,7.5e-09,5e-10,,6,100,14,1,1.0,FA54-5339-327A-250501@203
810,5.0,1e-08,3.9e-09,1.4e-09,3.348,130.4,130.7,9e-09,1.69e-08,2.4e-09,4.1e-09,,6,101,14,1,1.0,FA54-5339-327A-250501@203
811,6.0,0.0,2.3e-09,8.3e-09,3.25,130.8,130.9,1.04e-08,1.68e-08,5e-09,9e-10,,6,102,15,1,1.0,FA54-5339-327A-250501@203
812,7.0,0.0,0.0,6e-10,3.225,130.3,130.6,1.01e-08,1.69e-08,3e-09,3.7e-09,,6,103,15,1,1.0,FA54-5339-327A-250501@203
813,8.0,1e-08,1.5e-09,2.9e-09,3.182,129.6,129.9,9.5e-09,1.84e-08,2.4e-09,3.2e-09,,6,104,15,1,1.0,FA54-5339-327A-250501@203
814,9.0,1e-08,3.4e-09,1.9e-09,3.239,129.6,129.8,1.01e-08,1.85e-08,1.5e-09,1.8e-09,,6,105,15,1,1.0,FA54-5339-327A-250501@203
815,10.0,0.0,1e-10,3.5e-09,3.231,129.8,130.0,9.6e-09,1.82e-08,4e-09,1.3e-09,,6,106,15,1,1.0,FA54-5339-327A-250501@203
816,11.0,0.0,2.7e-09,2.6e-09,3.243,129.9,130.1,1.18e-08,1.72e-08,4e-09,4e-10,,6,107,15,1,1.0,FA54-5339-327A-250501@203
817,12.0,0.0,2.8e-09,2e-09,3.244,130.0,130.3,9.7e-09,1.8e-08,3.2e-09,4e-09,,6,108,15,1,1.0,FA54-5339-327A-250501@203
818,13.0,0.0,4e-10,4.1e-09,3.256,129.9,130.2,8.6e-09,1.75e-08,1e-09,6e-10,,6,109,15,1,1.0,FA54-5339-327A-250501@203
819,14.0,1e-08,2e-10,1.8e-09,3.243,129.5,129.8,1.02e-08,1.79e-08,2.4e-09,3.4e-09,,6,110,15,1,1.0,FA54-5339-327A-250501@203
820,15.0,0.0,8e-10,9e-10,3.23,129.1,129.3,8.9e-09,1.91e-08,1.1e-09,9e-10,,6,111,15,1,1.0,FA54-5339-327A-250501@203
821,16.0,0.0,3e-10,2.5e-09,3.235,129.6,129.9,8.1e-09,1.72e-08,4.5e-09,2.7e-09,,6,112,15,1,1.0,FA54-5339-327A-250501@203
822,16.0,0.0,2.7e-09,1e-09,3.244,129.9,130.2,8.8e-09,1.67e-08,7e-10,3e-09,,6,113,16,1,1.0,FA54-5339-327A-250501@203
823,15.0,0.0,9e-10,2.1e-09,3.227,129.8,130.0,8.9e-09,1.77e-08,4.5e-09,3.6e-09,,6,114,16,1,1.0,FA54-5339-327A-250501@203
824,14.0,0.0,1.4e-09,1.1e-09,3.197,129.8,129.9,9.6e-09,1.85e-08,4.3e-09,2.9e-09,,6,115,16,1,1.0,FA54-5339-327A-250501@203
825,13.0,0.0,5e-10,1.8e-09,3.205,129.6,130.0,9.6e-09,1.82e-08,4.9e-09,1.8e-09,,6,116,16,1,1.0,FA54-5339-327A-250501@203
826,12.0,1e-08,1.2e-09,1.3e-09,3.242,129.8,129.9,9.3e-09,1.79e-08,7.3e-09,4.8e-09,,6,117,16,1,1.0,FA54-5339-327A-250501@203
827,11.0,1e-08,1e-10,2.3e-09,3.231,129.6,129.8,1.18e-08,1.87e-08,3.9e-09,2.1e-09,,6,118,16,1,1.0,FA54-5339-327A-250501@203
828,10.0,2e-08,3e-10,8e-10,3.234,129.6,129.8,1.08e-08,1.98e-08,4.2e-09,9e-10,,6,119,16,1,1.0,FA54-5339-327A-250501@203
829,9.0,1e-08,5e-10,3.3e-09,3.209,129.7,130.0,1.04e-08,1.73e-08,5e-09,7.1e-09,,6,120,16,1,1.0,FA54-5339-327A-250501@203
830,8.0,0.0,2e-09,3e-10,3.173,130.1,130.4,9.7e-09,1.84e-08,4e-10,6e-10,,6,121,16,1,1.0,FA54-5339-327A-250501@203
831,7.0,0.0,8e-10,4.3e-09,3.206,130.5,130.7,9.5e-09,1.77e-08,2.9e-09,3.4e-09,,6,122,16,1,1.0,FA54-5339-327A-250501@203
832,6.0,2e-08,1.3e-09,5e-09,3.261,130.7,131.0,1.06e-08,1.73e-08,3.2e-09,1.9e-09,,6,123,16,1,1.0,FA54-5339-327A-250501@203
833,7.0,0.0,4e-10,1e-10,3.24,130.6,130.8,2.474e-07,,,,,6,124,17,9,1.0,FA54-5339-327A-250501@203
834,8.0,0.0,8e-10,3.2e-09,3.22,130.3,130.7,1e-08,1.8e-08,0.0,1.5e-09,,6,125,17,1,1.0,FA54-5339-327A-250501@203
835,9.0,0.0,3e-10,4.9e-09,3.2,130.1,130.4,1.09e-08,1.81e-08,5.9e-09,2e-09,,6,126,17,1,1.0,FA54-5339-327A-250501@203
836,10.0,0.0,2e-10,7e-10,3.198,129.8,130.0,1.15e-08,1.81e-08,1.3e-09,0.0,,6,127,17,1,1.0,FA54-5339-327A-250501@203
837,11.0,0.0,7e-10,2.8e-09,3.207,129.7,129.9,1.11e-08,1.91e-08,4.1e-09,7.1e-09,,6,128,17,1,1.0,FA54-5339-327A-250501@203
838,12.0,1e-08,3e-10,1.3e-09,3.21,129.8,130.0,1.09e-08,2.05e-08,1.3e-09,1e-10,,6,129,17,1,1.0,FA54-5339-327A-250501@203
839,13.0,2e-08,4.7e-09,2.5e-09,3.246,130.0,130.2,9.5e-09,1.78e-08,2.9e-09,4.3e-09,,6,130,17,1,1.0,FA54-5339-327A-250501@203
840,14.0,1e-08,2.1e-09,2.5e-09,3.187,130.3,130.4,1.02e-08,1.58e-08,5.2e-09,6.3e-09,,6,131,17,1,1.0,FA54-5339-327A-250501@203
841,15.0,0.0,2.9e-09,1.3e-09,3.213,130.1,130.3,9e-09,1.79e-08,2.3e-09,2.8e-09,,6,132,17,1,1.0,FA54-5339-327A-250501@203
842,14.0,0.0,2e-10,6.1e-09,3.197,130.1,130.3,1.03e-08,1.88e-08,1.8e-09,5e-10,,6,133,18,1,1.0,FA54-5339-327A-250501@203
843,13.0,0.0,9e-10,1.7e-09,3.215,130.2,130.3,9.8e-09,1.88e-08,6.5e-09,1e-09,,6,134,18,1,1.0,FA54-5339-327A-250501@203
844,12.0,0.0,6e-10,3.2e-09,3.22,130.0,130.3,1.23e-08,1.97e-08,2.3e-09,3e-09,,6,135,18,1,1.0,FA54-5339-327A-250501@203
845,11.0,0.0,4.2e-09,4.2e-09,3.205,130.2,130.3,1.16e-08,1.81e-08,4.4e-09,5.4e-09,,6,136,18,1,1.0,FA54-5339-327A-250501@203
846,10.0,0.0,4.1e-09,0.0,3.207,130.2,130.5,1.1e-08,1.91e-08,2.5e-09,1.5e-09,,6,137,18,1,1.0,FA54-5339-327A-250501@203
847,9.0,0.0,1e-09,5.8e-09,3.207,130.4,130.6,1.08e-08,1.75e-08,4.4e-09,5e-10,,6,138,18,1,1.0,FA54-5339-327A-250501@203
848,8.0,1e-08,1.4e-09,3.6e-09,3.175,130.5,130.7,9.2e-09,1.81e-08,3.4e-09,4.2e-09,,6,139,18,1,1.0,FA54-5339-327A-250501@203
