No.U,CONT,IGSS0,IGSS1,IGSSR1,VTH,BVDSS1,BVDSS2,IDSS1,IDSS2,IGSS2,IGSSR2,Wafer_ID,Seq,X,Y,Bin,Lot_ID
11.0,0.0,2.1e-09,2.2e-09,3.167,129.7,129.9,1.08e-08,1.92e-08,5e-09,6.6e-09,,9,128,17,1,1.0,FA54-5339-327A-250501@203
12.0,0.0,6e-10,8e-10,3.189,129.7,130.0,1.01e-08,2.01e-08,2e-09,4e-10,,9,129,17,1,1.0,FA54-5339-327A-250501@203
13.0,0.0,2.7e-09,6e-10,3.278,129.9,130.1,8.2e-09,1.79e-08,5.5e-09,4.1e-09,,9,130,17,1,1.0,FA54-5339-327A-250501@203
14.0,0.0,4e-10,3.3e-09,3.2,130.2,130.4,1.02e-08,1.74e-08,9e-10,4.5e-09,,9,131,17,1,1.0,FA54-5339-327A-250501@203
15.0,0.0,2.5e-09,4e-10,3.183,130.0,130.3,9.6e-09,1.83e-08,2.8e-09,3.3e-09,,9,132,17,1,1.0,FA54-5339-327A-250501@203
14.0,0.0,1e-10,5.2e-09,3.164,130.0,130.4,1.07e-08,1.83e-08,1.4e-09,3.9e-09,,9,133,18,1,1.0,FA54-5339-327A-250501@203
13.0,0.0,1.3e-09,3.8e-09,3.288,130.2,130.4,1.01e-08,1.76e-08,4.5e-09,8.9e-09,,9,134,18,1,1.0,FA54-5339-327A-250501@203
12.0,0.0,2.4e-09,1e-09,3.23,130.2,130.3,1.03e-08,2.01e-08,0.0,1e-10,,9,135,18,1,1.0,FA54-5339-327A-250501@203
11.0,1e-08,1.6e-09,1e-09,3.184,130.3,130.4,1.01e-08,1.87e-08,2.5e-09,3.4e-09,,9,136,18,1,1.0,FA54-5339-327A-250501@203
10.0,0.0,1.2e-09,6.4e-09,3.203,130.3,130.5,1.07e-08,1.86e-08,4e-09,2.3e-09,,9,137,18,1,1.0,FA54-5339-327A-250501@203
9.0,0.0,1e-09,2.1e-09,3.203,130.4,130.6,9.7e-09,1.89e-08,2.1e-09,3.2e-09,,9,138,18,1,1.0,FA54-5339-327A-250501@203
8.0,0.0,7e-10,1.3e-09,3.219,130.7,130.8,8.7e-09,1.75e-08,4.6e-09,6e-10,,9,139,18,1,1.0,FA54-5339-327A-250501@203
10.0,1e-08,4.4e-09,3.2e-09,3.173,130.4,130.7,1.12e-08,1.96e-08,2.8e-09,2.2e-09,,9,140,19,1,1.0,FA54-5339-327A-250501@203
11.0,0.0,6e-10,3.9e-09,3.206,130.3,130.5,1.12e-08,2.09e-08,6.2e-09,3.9e-09,,9,141,19,1,1.0,FA54-5339-327A-250501@203
12.0,1e-08,0.0,6e-10,3.231,130.2,130.4,1.27e-08,2.11e-08,3.5e-09,4.5e-09,,9,142,19,1,1.0,FA54-5339-327A-250501@203
11.0,0.0,0.0,1e-10,3.184,129.3,129.7,9.8e-09,1.78e-08,4.4e-09,2.6e-09,,10,1,5,1,1.0,FA54-5339-327A-250501@203
14.0,0.0,1.3e-09,2.8e-09,3.137,129.4,129.8,9.4e-09,1.59e-08,4.4e-09,6.6e-09,,10,2,6,1,1.0,FA54-5339-327A-250501@203
13.0,2.09e-05,999.9,,,,,,,,,,10,3,6,4,1.0,FA54-5339-327A-250501@203
12.0,0.0,0.0,3.2e-09,3.155,130.2,130.4,8.9e-09,1.73e-08,3.4e-09,2.1e-09,,10,4,6,1,1.0,FA54-5339-327A-250501@203
11.0,0.0,2.8e-09,5.6e-09,3.121,130.3,130.6,9.2e-09,1.73e-08,1.1e-09,8e-10,,10,5,6,1,1.0,FA54-5339-327A-250501@203
10.0,0.0,1.9e-09,1e-09,3.088,130.4,130.5,8.4e-09,1.68e-08,4.9e-09,4.2e-09,,10,6,6,1,1.0,FA54-5339-327A-250501@203
9.0,0.0,6e-10,3.2e-09,3.103,130.1,130.4,1.01e-08,1.73e-08,3.6e-09,4e-09,,10,7,6,1,1.0,FA54-5339-327A-250501@203
7.0,0.0,4.7e-09,1.9e-09,3.138,129.4,129.9,9.7e-09,1.73e-08,1.1e-09,4.4e-09,,10,8,7,1,1.0,FA54-5339-327A-250501@203
8.0,0.0,6e-10,2.9e-09,3.106,130.3,130.5,9.5e-09,1.86e-08,2.9e-09,2.9e-09,,10,9,7,1,1.0,FA54-5339-327A-250501@203
9.0,0.0,8e-10,3e-10,3.083,130.5,130.7,8.3e-09,1.71e-08,4e-09,8e-10,,10,10,7,1,1.0,FA54-5339-327A-250501@203
10.0,0.0,2.2e-09,5e-10,3.098,130.6,130.8,9.5e-09,1.69e-08,1.4e-09,7e-10,,10,11,7,1,1.0,FA54-5339-327A-250501@203
11.0,0.0,1.5e-09,5.3e-09,3.142,130.5,130.7,1.05e-08,1.63e-08,6.8e-09,3.8e-09,,10,12,7,1,1.0,FA54-5339-327A-250501@203
12.0,0.0,2e-10,3e-09,3.139,130.5,130.5,9e-09,1.63e-08,4.1e-09,5.8e-09,,10,13,7,1,1.0,FA54-5339-327A-250501@203
13.0,1e-08,8e-10,2.8e-09,3.202,130.5,130.8,7.4e-09,1.52e-08,1.2e-09,1.1e-09,,10,14,7,1,1.0,FA54-5339-327A-250501@203
14.0,0.0,2e-10,1e-09,3.152,130.5,130.7,8.6e-09,1.36e-08,1.2e-09,1.1e-09,,10,15,7,1,1.0,FA54-5339-327A-250501@203
15.0,1e-08,3.9e-09,9e-10,3.118,129.9,130.2,7.5e-09,1.66e-08,7e-10,3.4e-09,,10,16,7,1,1.0,FA54-5339-327A-250501@203
16.0,1e-08,1.5e-09,6.3e-09,3.157,130.0,130.1,7.9e-09,1.54e-08,3.7e-09,2.5e-09,,10,17,8,1,1.0,FA54-5339-327A-250501@203
15.0,0.0,1.2e-09,3e-09,3.138,130.6,130.7,7.7e-09,1.52e-08,3.3e-09,2.5e-09,,10,18,8,1,1.0,FA54-5339-327A-250501@203
14.0,0.0,1.4e-09,3.1e-09,3.134,130.7,130.9,7.2e-09,1.47e-08,5.4e-09,3e-10,,10,19,8,1,1.0,FA54-5339-327A-250501@203
13.0,1e-08,7e-10,4.2e-09,3.227,130.4,130.6,8.2e-09,1.49e-08,3.1e-09,7.8e-09,,10,20,8,1,1.0,FA54-5339-327A-250501@203
12.0,0.0,2e-10,4.1e-09,3.17,130.3,130.5,8.4e-09,1.66e-08,9e-10,1.1e-09,,10,21,8,1,1.0,FA54-5339-327A-250501@203
11.0,0.0,0.0,4e-10,3.201,130.3,130.4,1.02e-08,1.62e-08,2e-09,2.9e-09,,10,22,8,1,1.0,FA54-5339-327A-250501@203
10.0,1e-08,1.1e-09,1.3e-09,3.142,130.3,130.5,9.5e-09,1.79e-08,5e-10,2e-10,,10,23,8,1,1.0,FA54-5339-327A-250501@203
9.0,1e-08,7e-10,3.7e-09,3.12,130.5,130.7,1.06e-08,1.71e-08,2.4e-09,1.3e-09,,10,24,8,1,1.0,FA54-5339-327A-250501@203
8.0,1e-08,1.1e-09,1.3e-09,3.134,130.5,130.7,1.01e-08,1.82e-08,2.9e-09,2.4e-09,,10,25,8,1,1.0,FA54-5339-327A-250501@203
7.0,1e-08,4e-10,5e-09,3.089,130.3,130.5,9.8e-09,1.71e-08,5.7e-09,8e-10,,10,26,8,1,1.0,FA54-5339-327A-250501@203
6.0,1e-08,8e-10,1.2e-09,3.156,130.0,130.3,9.9e-09,1.71e-08,1.6e-09,3.4e-09,,10,27,9,1,1.0,FA54-5339-327A-250501@203
7.0,0.0,4e-10,8e-10,3.125,130.6,130.7,9.1e-09,1.77e-08,2e-09,0.0,,10,28,9,1,1.0,FA54-5339-327A-250501@203
8.0,0.0,7e-10,4.7e-09,3.177,130.4,130.8,1.04e-08,1.72e-08,2.5e-09,2.2e-09,,10,29,9,1,1.0,FA54-5339-327A-250501@203
9.0,1e-08,3.6e-09,4.3e-09,3.142,130.3,130.5,9.8e-09,1.81e-08,1.5e-09,2.8e-09,,10,30,9,1,1.0,FA54-5339-327A-250501@203
10.0,0.0,4e-10,5.7e-09,3.185,130.3,130.5,1.01e-08,1.71e-08,5.7e-09,3e-09,,10,31,9,1,1.0,FA54-5339-327A-250501@203
11.0,0.0,1.8e-09,7e-10,3.209,130.4,130.7,9.5e-09,1.76e-08,3.3e-09,2e-09,,10,32,9,1,1.0,FA54-5339-327A-250501@203
12.0,1e-08,3e-10,3.7e-09,3.193,130.4,130.7,8.5e-09,1.66e-08,3.9e-09,1.8e-09,,10,33,9,1,1.0,FA54-5339-327A-250501@203
13.0,0.0,7e-10,0.0,3.269,130.4,130.7,8.9e-09,1.5e-08,8e-10,3.6e-09,,10,34,9,1,1.0,FA54-5339-327A-250501@203
14.0,0.0,4e-09,4.6e-09,3.151,130.3,130.6,8.6e-09,1.59e-08,1e-10,1.1e-09,,10,35,9,1,1.0,FA54-5339-327A-250501@203
15.0,0.0,4e-10,4.4e-09,3.144,130.3,130.6,9.1e-09,1.45e-08,3e-09,1.2e-09,,10,36,9,1,1.0,FA54-5339-327A-250501@203
16.0,0.0,8e-10,6.2e-09,3.18,130.3,130.5,7.7e-09,1.55e-08,3.8e-09,4e-09,,10,37,9,1,1.0,FA54-5339-327A-250501@203
17.0,0.0,1.8e-09,2.6e-09,3.222,130.0,130.3,7.4e-09,1.57e-08,6.1e-09,1.8e-09,,10,38,10,1,1.0,FA54-5339-327A-250501@203
16.0,1e-08,9e-10,3.6e-09,3.191,130.4,130.6,7.8e-09,1.41e-08,2.6e-09,6.1e-09,,10,39,10,1,1.0,FA54-5339-327A-250501@203
15.0,1e-08,2.1e-09,1.8e-09,3.174,130.1,130.3,8.3e-09,1.53e-08,3.4e-09,3.8e-09,,10,40,10,1,1.0,FA54-5339-327A-250501@203
14.0,0.0,1.8e-09,5.4e-09,3.192,130.4,130.6,9.3e-09,1.52e-08,3.7e-09,1e-09,,10,41,10,1,1.0,FA54-5339-327A-250501@203
13.0,0.0,2.5e-09,0.0,3.273,130.7,131.0,8.9e-09,1.63e-08,1e-09,2.2e-09,,10,42,10,1,1.0,FA54-5339-327A-250501@203
12.0,0.0,1.2e-09,3.3e-09,3.301,130.8,131.0,1.15e-08,1.59e-08,3.6e-09,5e-10,,10,43,10,1,1.0,FA54-5339-327A-250501@203
11.0,0.0,7e-10,2.8e-09,3.226,130.7,130.9,1.06e-08,1.77e-08,6e-09,3.5e-09,,10,44,10,1,1.0,FA54-5339-327A-250501@203
10.0,1e-08,3e-10,5e-10,3.177,130.7,130.8,9.2e-09,1.69e-08,6e-09,4.9e-09,,10,45,10,1,1.0,FA54-5339-327A-250501@203
9.0,0.0,2.4e-09,5.7e-09,3.219,130.3,130.6,1.08e-08,1.66e-08,3.8e-09,1.8e-09,,10,46,10,1,1.0,FA54-5339-327A-250501@203
8.0,1e-08,2.8e-09,3e-10,3.18,130.2,130.5,1.03e-08,1.88e-08,6e-10,0.0,,10,47,10,1,1.0,FA54-5339-327A-250501@203
7.0,1e-08,4.1e-09,1.9e-09,3.169,130.6,130.8,9.8e-09,1.78e-08,8e-10,5.4e-09,,10,48,10,1,1.0,FA54-5339-327A-250501@203
6.0,1e-08,3.2e-09,5.4e-09,3.122,130.2,130.6,9.6e-09,1.76e-08,4.3e-09,1.8e-09,,10,49,10,1,1.0,FA54-5339-327A-250501@203
5.0,1e-08,1.8e-09,7.6e-09,3.192,129.1,129.5,9.6e-09,1.82e-08,6e-09,6e-10,,10,50,11,1,1.0,FA54-5339-327A-250501@203
6.0,1e-08,2e-10,2.7e-09,3.129,130.4,130.6,1.04e-08,1.68e-08,2.1e-09,9e-10,,10,51,11,1,1.0,FA54-5339-327A-250501@203
7.0,0.0,1e-10,1.2e-09,3.186,130.5,130.7,1.05e-08,1.77e-08,4.3e-09,5e-09,,10,52,11,1,1.0,FA54-5339-327A-250501@203
8.0,2e-08,4e-10,3.8e-09,3.235,130.3,130.6,1.02e-08,1.86e-08,2.9e-09,3.2e-09,,10,53,11,1,1.0,FA54-5339-327A-250501@203
9.0,0.0,1e-09,2.7e-09,3.261,130.7,130.9,1.09e-08,1.79e-08,4e-10,8e-10,,10,54,11,1,1.0,FA54-5339-327A-250501@203
10.0,0.0,1.9e-09,1.4e-09,3.252,130.7,130.9,9.5e-09,1.76e-08,4.6e-09,3e-09,,10,55,11,1,1.0,FA54-5339-327A-250501@203
11.0,0.0,1.1e-09,4e-10,3.236,130.4,130.5,9.5e-09,1.75e-08,4.2e-09,4.4e-09,,10,56,11,1,1.0,FA54-5339-327A-250501@203
12.0,0.0,4e-10,4e-09,3.283,130.2,130.6,1.14e-08,1.82e-08,5.7e-09,2.6e-09,,10,57,11,1,1.0,FA54-5339-327A-250501@203
13.0,0.0,1.4e-09,4.7e-09,3.316,130.6,130.8,1.04e-08,1.54e-08,2.3e-09,2.3e-09,,10,58,11,1,1.0,FA54-5339-327A-250501@203
14.0,0.0,7e-10,1.6e-09,3.243,130.4,130.7,9.7e-09,1.58e-08,3.9e-09,5.3e-09,,10,59,11,1,1.0,FA54-5339-327A-250501@203
15.0,0.0,1.8e-09,7e-10,3.232,130.0,130.2,8.6e-09,1.71e-08,8e-10,1.3e-09,,10,60,11,1,1.0,FA54-5339-327A-250501@203
16.0,0.0,3.7e-09,4e-09,3.198,130.2,130.3,8.3e-09,1.61e-08,6e-10,3.1e-09,,10,61,11,1,1.0,FA54-5339-327A-250501@203
17.0,1e-08,1.1e-09,2.7e-09,3.243,130.0,130.3,8.2e-09,1.62e-08,1.1e-09,5e-10,,10,62,11,1,1.0,FA54-5339-327A-250501@203
17.0,0.0,2.5e-09,4e-10,3.259,130.1,130.2,7.7e-09,1.63e-08,5.4e-09,5.3e-09,,10,63,12,1,1.0,FA54-5339-327A-250501@203
16.0,0.0,1.3e-09,3.6e-09,3.257,129.9,130.1,9.8e-09,1.51e-08,3.5e-09,2.4e-09,,10,64,12,1,1.0,FA54-5339-327A-250501@203
15.0,0.0,1.4e-09,2e-09,3.191,129.8,130.0,9e-09,1.66e-08,2.4e-09,4.7e-09,,10,65,12,1,1.0,FA54-5339-327A-250501@203
14.0,0.0,7e-10,2.1e-09,3.237,130.4,130.7,9.4e-09,1.72e-08,2e-09,3e-10,,10,66,12,1,1.0,FA54-5339-327A-250501@203
13.0,1e-08,5e-10,1e-10,3.349,130.1,130.3,9.9e-09,1.84e-08,4.3e-09,8e-10,,10,67,12,1,1.0,FA54-5339-327A-250501@203
12.0,1e-08,1.1e-09,7e-10,3.259,129.3,129.6,1.26e-08,1.88e-08,3e-09,9e-10,,10,68,12,1,1.0,FA54-5339-327A-250501@203
11.0,0.0,1.6e-09,2.6e-09,3.26,129.5,129.8,1.1e-08,1.86e-08,6.3e-09,3.4e-09,,10,69,12,1,1.0,FA54-5339-327A-250501@203
10.0,1e-08,1e-09,4.8e-09,3.203,130.4,130.6,1.19e-08,1.83e-08,4.3e-09,3.9e-09,,10,70,12,1,1.0,FA54-5339-327A-250501@203
9.0,0.0,1.2e-09,5.2e-09,3.186,130.8,131.1,1.18e-08,1.81e-08,2.9e-09,2.1e-09,,10,71,12,1,1.0,FA54-5339-327A-250501@203
8.0,0.0,2.5e-09,1.7e-09,3.302,130.6,130.7,1.18e-08,1.89e-08,1.7e-09,2.6e-09,,10,72,12,1,1.0,FA54-5339-327A-250501@203
7.0,0.0,5e-10,3.2e-09,3.19,130.6,130.8,1.09e-08,1.85e-08,3.5e-09,6.7e-09,,10,73,12,1,1.0,FA54-5339-327A-250501@203
6.0,1e-08,2.9e-09,7e-10,3.111,130.6,130.8,9.9e-09,1.82e-08,6e-10,1.5e-09,,10,74,12,1,1.0,FA54-5339-327A-250501@203
5.0,0.0,1e-10,4.3e-09,3.18,128.9,129.4,9.7e-09,1.97e-08,2.3e-09,0.0,,10,75,12,1,1.0,FA54-5339-327A-250501@203
5.0,0.0,2.6e-09,2.5e-09,3.223,128.8,129.1,9.6e-09,2.05e-08,1e-10,2.3e-09,,10,76,13,1,1.0,FA54-5339-327A-250501@203
6.0,0.0,1.6e-09,2.4e-09,3.181,130.4,130.7,9.4e-09,1.88e-08,4.4e-09,2.4e-09,,10,77,13,1,1.0,FA54-5339-327A-250501@203
7.0,1e-08,9e-10,3.9e-09,3.231,130.5,130.8,1.01e-08,1.84e-08,4.1e-09,8e-10,,10,78,13,1,1.0,FA54-5339-327A-250501@203
8.0,0.0,6e-10,5.1e-09,3.323,130.3,130.5,1.27e-08,1.91e-08,4.4e-09,1.8e-09,,10,79,13,1,1.0,FA54-5339-327A-250501@203
9.0,0.0,7e-10,3e-09,3.253,130.7,131.0,1.22e-08,1.79e-08,2e-09,2.1e-09,,10,80,13,1,1.0,FA54-5339-327A-250501@203
10.0,2e-08,2.8e-09,3.3e-09,3.252,130.4,130.7,1.13e-08,1.59e-08,5.4e-09,3.6e-09,,10,81,13,1,1.0,FA54-5339-327A-250501@203
11.0,0.0,3.1e-09,3e-10,3.282,129.4,129.8,1.13e-08,1.85e-08,2.7e-09,4.6e-09,,10,82,13,1,1.0,FA54-5339-327A-250501@203
12.0,0.0,3e-10,2.3e-09,3.3,129.5,129.7,1.07e-08,1.94e-08,2.6e-09,3.2e-09,,10,83,13,1,1.0,FA54-5339-327A-250501@203
13.0,0.0,2.7e-09,2.4e-09,3.353,130.0,130.2,1.04e-08,1.83e-08,2.2e-09,3.3e-09,,10,84,13,1,1.0,FA54-5339-327A-250501@203
14.0,1e-08,2.4e-09,2e-09,3.224,130.3,130.6,8.4e-09,1.6e-08,6.2e-09,1.4e-09,,10,85,13,1,1.0,FA54-5339-327A-250501@203
15.0,0.0,9e-10,2.2e-09,3.219,129.6,129.8,9.7e-09,1.59e-08,4.8e-09,6.4e-09,,10,86,13,1,1.0,FA54-5339-327A-250501@203
16.0,1e-08,4e-09,2.1e-09,3.271,129.7,130.0,9e-09,1.63e-08,6e-10,1.4e-09,,10,87,13,1,1.0,FA54-5339-327A-250501@203
17.0,0.0,1e-10,2.7e-09,3.278,129.7,130.0,9.6e-09,1.63e-08,3.4e-09,3.6e-09,,10,88,13,1,1.0,FA54-5339-327A-250501@203
17.0,1e-08,1.3e-09,5e-10,3.273,129.4,129.6,9.3e-09,1.75e-08,2.8e-09,2.8e-09,,10,89,14,1,1.0,FA54-5339-327A-250501@203
16.0,0.0,1.5e-09,3e-10,3.286,129.6,129.9,7.7e-09,1.65e-08,5.1e-09,3.2e-09,,10,90,14,1,1.0,FA54-5339-327A-250501@203
15.0,0.0,2.5e-09,1.9e-09,3.222,129.4,129.6,9.2e-09,1.6e-08,4.7e-09,6.6e-09,,10,91,14,1,1.0,FA54-5339-327A-250501@203
14.0,1e-08,4.1e-09,1.8e-09,3.234,130.1,130.3,8.7e-09,1.62e-08,6e-10,3.9e-09,,10,92,14,1,1.0,FA54-5339-327A-250501@203
13.0,0.0,1.1e-09,6.7e-09,3.384,130.2,130.5,9.9e-09,1.62e-08,4e-09,1e-09,,10,93,14,1,1.0,FA54-5339-327A-250501@203
12.0,0.0,1.7e-09,3.2e-09,3.289,130.1,130.4,1e-08,1.85e-08,9e-10,2.3e-09,,10,94,14,1,1.0,FA54-5339-327A-250501@203
11.0,0.0,3.5e-09,2e-10,3.319,130.2,130.4,1.03e-08,1.78e-08,6.4e-09,5.8e-09,,10,95,14,1,1.0,FA54-5339-327A-250501@203
10.0,1e-08,4.4e-09,3.5e-09,3.269,130.5,130.7,1.12e-08,1.82e-08,2.3e-09,2.4e-09,,10,96,14,1,1.0,FA54-5339-327A-250501@203
9.0,1e-08,4e-10,0.0,3.221,130.4,130.6,1.17e-08,1.76e-08,1.2e-09,1e-09,,10,97,14,1,1.0,FA54-5339-327A-250501@203
8.0,1e-08,2.1e-09,1.8e-09,3.33,129.9,130.2,1.03e-08,1.96e-08,7e-10,2.4e-09,,10,98,14,1,1.0,FA54-5339-327A-250501@203
7.0,0.0,7e-10,2.1e-09,3.233,130.4,130.7,1.15e-08,1.82e-08,2.2e-09,6e-10,,10,99,14,1,1.0,FA54-5339-327A-250501@203
6.0,0.0,1.7e-09,5.9e-09,3.214,130.0,130.4,1.13e-08,1.8e-08,2.5e-09,3e-09,,10,100,14,1,1.0,FA54-5339-327A-250501@203
5.0,1e-08,2.5e-09,4e-10,3.278,128.4,128.9,1.07e-08,2.14e-08,3e-09,1.9e-09,,10,101,14,1,1.0,FA54-5339-327A-250501@203
6.0,0.0,2.2e-09,7e-10,3.273,129.9,130.3,1.03e-08,1.93e-08,1e-10,1.1e-09,,10,102,15,1,1.0,FA54-5339-327A-250501@203
7.0,0.0,6e-10,2.1e-09,3.274,130.3,130.6,9.8e-09,1.83e-08,5.8e-09,2.1e-09,,10,103,15,1,1.0,FA54-5339-327A-250501@203
8.0,0.0,3e-10,5e-09,3.276,129.8,130.2,1.11e-08,1.92e-08,3.1e-09,2.4e-09,,10,104,15,1,1.0,FA54-5339-327A-250501@203
9.0,0.0,1e-10,4.7e-09,3.308,130.0,130.2,1.04e-08,1.78e-08,4.7e-09,7.9e-09,,10,105,15,1,1.0,FA54-5339-327A-250501@203
10.0,1e-08,1.3e-09,1.5e-09,3.265,130.2,130.4,1.06e-08,1.93e-08,1e-09,9e-10,,10,106,15,1,1.0,FA54-5339-327A-250501@203
11.0,0.0,2.3e-09,2e-10,3.301,130.4,130.6,8.8e-09,1.75e-08,3.1e-09,3.2e-09,,10,107,15,1,1.0,FA54-5339-327A-250501@203
12.0,0.0,1.7e-09,1.8e-09,3.339,130.4,130.6,1.02e-08,1.59e-08,3.2e-09,6.5e-09,,10,108,15,1,1.0,FA54-5339-327A-250501@203
13.0,1e-08,0.0,1.9e-09,3.319,130.0,130.3,9.5e-09,1.59e-08,4.5e-09,7.4e-09,,10,109,15,1,1.0,FA54-5339-327A-250501@203
14.0,1e-08,9e-10,3.2e-09,3.261,129.7,129.9,8.9e-09,1.76e-08,3e-10,3e-10,,10,110,15,1,1.0,FA54-5339-327A-250501@203
15.0,0.0,2e-09,4.1e-09,3.263,129.2,129.4,8.3e-09,1.7e-08,9e-10,3e-09,,10,111,15,1,1.0,FA54-5339-327A-250501@203
16.0,0.0,2e-10,4.6e-09,3.289,129.4,129.7,8.3e-09,1.65e-08,1.3e-09,4.9e-09,,10,112,15,1,1.0,FA54-5339-327A-250501@203
16.0,2e-08,3.3e-09,5.1e-09,3.289,128.7,129.1,9e-09,1.58e-08,3.8e-09,3.8e-09,,10,113,16,1,1.0,FA54-5339-327A-250501@203
15.0,0.0,1.9e-09,8e-10,3.299,129.2,129.5,8.8e-09,1.77e-08,2.5e-09,2e-10,,10,114,16,1,1.0,FA54-5339-327A-250501@203
14.0,1e-08,0.0,1.4e-09,3.261,129.4,129.7,8.5e-09,1.69e-08,5e-09,0.0,,10,115,16,1,1.0,FA54-5339-327A-250501@203
13.0,1e-08,0.0,3.1e-09,3.294,129.3,129.7,9.3e-09,1.73e-08,4.6e-09,6.8e-09,,10,116,16,1,1.0,FA54-5339-327A-250501@203
12.0,0.0,4.5e-09,1.3e-09,3.313,129.8,130.0,9e-09,1.79e-08,3.3e-09,4.4e-09,,10,117,16,1,1.0,FA54-5339-327A-250501@203
11.0,0.0,1.1e-09,3.4e-09,3.27,129.7,129.9,1.11e-08,1.82e-08,1.5e-09,2e-09,,10,118,16,1,1.0,FA54-5339-327A-250501@203
10.0,1e-08,2e-09,2.9e-09,3.263,129.7,129.9,1.09e-08,1.86e-08,4.2e-09,7.6e-09,,10,119,16,1,1.0,FA54-5339-327A-250501@203
9.0,1e-08,3.1e-09,1.1e-09,3.296,129.9,130.0,1.01e-08,1.82e-08,5.3e-09,3.6e-09,,10,120,16,1,1.0,FA54-5339-327A-250501@203
8.0,0.0,5e-10,5.8e-09,3.284,130.0,130.3,1.05e-08,1.82e-08,3.6e-09,2e-09,,10,121,16,1,1.0,FA54-5339-327A-250501@203
7.0,0.0,4e-10,2.1e-09,3.286,130.2,130.5,1.01e-08,1.91e-08,1.9e-09,1.6e-09,,10,122,16,1,1.0,FA54-5339-327A-250501@203
6.0,0.0,1.2e-09,3e-09,3.323,129.3,129.8,9.3e-09,1.95e-08,4.3e-09,3e-10,,10,123,16,1,1.0,FA54-5339-327A-250501@203
7.0,0.0,2e-10,1.4e-09,3.274,129.4,129.8,1.17e-08,1.9e-08,2.7e-09,1.3e-09,,10,124,17,1,1.0,FA54-5339-327A-250501@203
8.0,1e-08,2e-10,1.6e-09,3.33,129.8,130.2,1.03e-08,1.92e-08,5.1e-09,2e-09,,10,125,17,1,1.0,FA54-5339-327A-250501@203
9.0,1e-08,1e-09,2.3e-09,3.246,130.1,130.3,9.5e-09,1.79e-08,6.4e-09,1.4e-09,,10,126,17,1,1.0,FA54-5339-327A-250501@203
10.0,1e-08,1.7e-09,2.4e-09,3.238,129.6,129.9,1.03e-08,1.83e-08,4.3e-09,7.4e-09,,10,127,17,1,1.0,FA54-5339-327A-250501@203
11.0,1e-08,2.5e-09,3.2e-09,3.272,129.3,129.7,1.06e-08,1.83e-08,4.9e-09,7.3e-09,,10,128,17,1,1.0,FA54-5339-327A-250501@203
12.0,0.0,3e-10,6e-10,3.268,129.4,129.7,9.9e-09,1.98e-08,4.3e-09,3e-10,,10,129,17,1,1.0,FA54-5339-327A-250501@203
13.0,1e-08,4.4e-09,4e-10,3.338,129.3,129.6,8.8e-09,1.75e-08,2.3e-09,4.4e-09,,10,130,17,1,1.0,FA54-5339-327A-250501@203
14.0,0.0,1.2e-09,2e-09,3.243,129.8,130.0,8.5e-09,1.69e-08,3.1e-09,2.1e-09,,10,131,17,1,1.0,FA54-5339-327A-250501@203
15.0,0.0,2.6e-09,4.6e-09,3.235,128.8,129.2,9.5e-09,1.69e-08,3.7e-09,1.4e-09,,10,132,17,1,1.0,FA54-5339-327A-250501@203
14.0,0.0,3.6e-09,0.0,3.259,128.8,129.2,9.1e-09,1.81e-08,1.4e-09,4.3e-09,,10,133,18,1,1.0,FA54-5339-327A-250501@203
13.0,0.0,8e-10,3.8e-09,3.308,128.9,129.3,8.8e-09,1.91e-08,5e-10,2.6e-09,,10,134,18,1,1.0,FA54-5339-327A-250501@203
12.0,0.0,3e-10,2.7e-09,3.304,129.4,129.6,1.06e-08,1.86e-08,1e-09,1.5e-09,,10,135,18,1,1.0,FA54-5339-327A-250501@203
11.0,1e-08,9e-10,1.2e-09,3.263,129.6,129.9,1e-08,2e-08,0.0,4e-10,,10,136,18,1,1.0,FA54-5339-327A-250501@203
10.0,0.0,0.0,4e-10,3.242,129.6,129.8,1e-08,1.91e-08,5e-09,7e-10,,10,137,18,1,1.0,FA54-5339-327A-250501@203
9.0,0.0,7e-10,1e-09,3.274,129.6,129.9,1.1e-08,1.77e-08,4.8e-09,5.3e-09,,10,138,18,1,1.0,FA54-5339-327A-250501@203
8.0,0.0,2.2e-09,5e-10,3.351,128.7,129.1,1.05e-08,2.15e-08,3e-09,1e-09,,10,139,18,1,1.0,FA54-5339-327A-250501@203
10.0,0.0,1.4e-09,2.9e-09,3.231,128.2,128.6,1.2e-08,2.08e-08,4.5e-09,8.3e-09,,10,140,19,1,1.0,FA54-5339-327A-250501@203
11.0,0.0,6e-10,2e-10,3.257,128.4,128.8,1.17e-08,2.23e-08,3.6e-09,3.7e-09,,10,141,19,1,1.0,FA54-5339-327A-250501@203
12.0,0.0,2.1e-09,0.0,3.294,127.8,128.2,1.11e-08,2.3e-08,3e-10,1.7e-09,,10,142,19,1,1.0,FA54-5339-327A-250501@203
11.0,0.0,5e-10,2.8e-09,3.059,129.6,130.0,1.03e-08,1.87e-08,4.9e-09,5.7e-09,,11,1,5,1,1.0,FA54-5339-327A-250501@203
14.0,0.0,2.5e-09,2.5e-09,3.074,129.6,130.0,9.8e-09,2.04e-08,2.4e-09,3.3e-09,,11,2,6,1,1.0,FA54-5339-327A-250501@203
