Program name	H0192AB_E4_CP1.dll
Lot number	C146419.00-CPTSTE07-250312-164618@CP
Wafer number	04
Date	2025/03/12
Time	16:49:16

No.U	X	Y	Bin	CONT@D	CONT@G	CONT@S	IGSS1	IGSSR1	IDSS1	VTH	BVDSS1	BVDSS2	BV2-BV1	RDSON1	VFSDS	IGSS2	IGSSR2	IDSS3
80	8	12	1	1.32000E-002	2.40000E-003	2.00000E-003	4.09310E-009	2.10000E-009	1.93890E-009	3.45360E+000	7.82717E+002	7.84535E+002	1.81740E+000	5.57503E-001	7.95000E-001	1.72810E-009	1.88030E-009	1.73280E-009
84	10	12	1	1.33000E-002	2.40000E-003	2.10000E-003	4.35770E-009	2.00000E-009	1.08650E-009	3.45630E+000	7.71831E+002	7.73228E+002	1.39670E+000	5.77546E-001	7.95800E-001	1.58530E-009	1.86860E-009	8.14900E-010
88	12	12	1	1.33000E-002	2.40000E-003	2.00000E-003	6.13030E-009	2.20000E-009	9.40000E-012	3.45970E+000	7.62401E+002	7.63931E+002	1.53030E+000	5.84321E-001	7.95000E-001	1.59930E-009	1.80070E-009	1.22700E-009
92	14	12	1	1.32000E-002	2.40000E-003	2.00000E-003	6.54950E-009	2.00000E-009	1.65790E-009	3.46880E+000	7.61329E+002	7.62644E+002	1.31530E+000	5.91831E-001	7.95900E-001	1.71410E-009	2.11210E-009	1.12400E-010
96	16	12	1	1.32000E-002	2.50000E-003	2.10000E-003	6.61510E-009	1.70000E-009	8.24200E-010	3.46510E+000	7.62147E+002	7.63635E+002	1.48790E+000	5.93185E-001	7.95800E-001	1.32540E-009	1.93180E-009	2.62300E-010
100	18	12	1	1.32000E-002	2.50000E-003	2.10000E-003	6.01790E-009	1.70000E-009	1.89200E-009	3.47190E+000	7.59446E+002	7.61140E+002	1.69310E+000	5.85305E-001	7.94900E-001	1.65080E-009	2.35570E-009	1.38620E-009
104	20	12	1	1.32000E-002	2.50000E-003	2.10000E-003	4.82610E-009	1.80000E-009	7.54000E-009	3.44100E+000	7.63260E+002	7.64791E+002	1.53020E+000	5.82672E-001	7.95800E-001	1.62040E-009	2.18240E-009	1.71410E-009
108	22	12	1	1.32000E-002	2.50000E-003	2.10000E-003	3.88240E-009	2.00000E-009	4.07440E-009	3.44980E+000	7.81229E+002	7.82658E+002	1.42930E+000	5.62389E-001	7.95300E-001	1.76790E-009	1.99040E-009	2.01380E-009
114	24	14	1	1.31000E-002	2.40000E-003	2.00000E-003	3.45620E-009	2.00000E-009	5.74160E-009	3.45680E+000	7.72698E+002	7.74464E+002	1.76540E+000	5.47690E-001	7.95600E-001	1.83820E-009	1.85920E-009	2.27600E-009
118	22	14	1	1.32000E-002	2.40000E-003	2.10000E-003	3.99010E-009	1.80000E-009	1.71410E-009	3.45720E+000	7.74804E+002	7.76289E+002	1.48420E+000	5.70072E-001	7.96200E-001	1.74680E-009	1.91080E-009	1.31130E-009
122	20	14	1	1.33000E-002	2.40000E-003	2.00000E-003	5.54260E-009	2.00000E-009	3.88710E-009	3.46050E+000	7.61425E+002	7.62910E+002	1.48500E+000	5.75208E-001	7.95400E-001	1.49860E-009	1.92480E-009	2.12620E-009
126	18	14	1	1.32000E-002	2.40000E-003	2.10000E-003	6.45820E-009	1.80000E-009	5.24500E-010	3.46530E+000	7.64580E+002	7.66337E+002	1.75640E+000	5.81477E-001	7.95300E-001	1.45650E-009	1.95990E-009	3.74700E-010
130	16	14	1	1.32000E-002	2.50000E-003	2.10000E-003	6.49560E-009	2.00000E-009	5.33900E-010	3.45310E+000	7.65472E+002	7.67119E+002	1.64680E+000	5.80863E-001	7.95200E-001	1.49160E-009	2.29010E-009	1.16140E-009
134	14	14	1	1.32000E-002	2.40000E-003	2.10000E-003	6.76020E-009	1.60000E-009	3.65300E-010	3.45080E+000	7.63562E+002	7.64948E+002	1.38550E+000	5.84890E-001	7.95500E-001	1.35810E-009	2.05360E-009	3.18500E-010
138	12	14	1	1.32000E-002	2.50000E-003	2.00000E-003	6.63140E-009	2.00000E-009	7.86800E-010	3.46740E+000	7.59412E+002	7.60873E+002	1.46150E+000	5.81035E-001	7.94500E-001	1.61100E-009	2.21750E-009	6.55700E-010
142	10	14	1	1.32000E-002	2.50000E-003	2.10000E-003	5.69480E-009	1.70000E-009	1.08650E-009	3.45820E+000	7.66123E+002	7.67588E+002	1.46480E+000	5.73971E-001	7.94900E-001	1.57120E-009	2.03020E-009	8.89800E-010
146	8	14	1	1.32000E-002	2.50000E-003	2.10000E-003	3.81450E-009	1.90000E-009	3.37190E-009	3.46920E+000	7.83070E+002	7.84785E+002	1.71500E+000	5.69510E-001	7.95800E-001	1.47050E-009	2.21280E-009	9.46000E-010
149	6	14	1	1.35000E-002	2.30000E-003	2.00000E-003	3.88710E-009	2.00000E-009	6.62210E-009	3.51690E+000	7.50224E+002	7.54002E+002	3.77850E+000	5.66758E-001	7.98800E-001	2.04420E-009	2.15900E-009	1.38620E-009
152	6	16	1	1.32000E-002	2.40000E-003	2.00000E-003	4.28980E-009	1.40000E-009	1.12400E-010	3.49480E+000	7.74588E+002	7.76440E+002	1.85220E+000	5.61162E-001	7.97700E-001	1.99510E-009	1.93890E-009	1.12400E-010
156	8	16	1	1.32000E-002	2.50000E-003	2.10000E-003	4.15640E-009	1.90000E-009	3.18500E-010	3.46440E+000	7.75356E+002	7.77093E+002	1.73750E+000	5.77287E-001	7.96400E-001	1.59230E-009	1.96460E-009	7.96100E-010
160	10	16	1	1.32000E-002	2.50000E-003	2.00000E-003	5.50510E-009	2.10000E-009	7.39900E-010	3.46630E+000	7.59954E+002	7.61503E+002	1.54830E+000	5.80925E-001	7.96000E-001	1.66720E-009	2.09570E-009	1.17080E-009
164	12	16	1	1.32000E-002	2.50000E-003	2.00000E-003	6.69700E-009	1.70000E-009	1.02090E-009	3.45660E+000	7.65077E+002	7.66674E+002	1.59740E+000	5.80303E-001	7.94800E-001	1.30900E-009	1.77490E-009	6.74400E-010
168	14	16	1	1.31000E-002	2.50000E-003	2.00000E-003	6.58930E-009	2.00000E-009	1.20830E-009	3.43610E+000	7.66315E+002	7.67583E+002	1.26840E+000	5.73873E-001	7.95200E-001	1.66020E-009	1.68130E-009	4.30900E-010
172	16	16	1	1.31000E-002	2.50000E-003	2.10000E-003	6.35510E-009	2.10000E-009	1.03970E-009	3.43590E+000	7.66990E+002	7.68397E+002	1.40700E+000	5.69584E-001	7.94900E-001	1.74680E-009	2.03490E-009	1.49900E-010
176	18	16	1	1.32000E-002	2.50000E-003	2.00000E-003	6.18420E-009	1.60000E-009	1.36750E-009	3.45570E+000	7.67137E+002	7.68983E+002	1.84590E+000	5.75057E-001	7.94700E-001	1.43780E-009	2.14960E-009	7.21200E-010
180	20	16	1	1.32000E-002	2.50000E-003	2.10000E-003	6.11630E-009	1.80000E-009	1.60170E-009	3.45480E+000	7.56349E+002	7.58222E+002	1.87350E+000	5.79114E-001	7.95900E-001	1.41200E-009	2.05360E-009	1.48930E-009
184	22	16	1	1.32000E-002	2.50000E-003	2.10000E-003	4.58960E-009	1.70000E-009	6.18200E-010	3.46190E+000	7.73386E+002	7.75044E+002	1.65840E+000	5.78027E-001	7.96400E-001	1.35350E-009	2.03950E-009	1.42370E-009
188	24	16	1	1.31000E-002	2.50000E-003	2.10000E-003	3.40240E-009	1.90000E-009	8.80400E-010	3.45330E+000	7.81273E+002	7.83104E+002	1.83150E+000	5.52772E-001	7.95600E-001	1.80540E-009	1.96460E-009	1.62980E-009
192	24	18	1	1.32000E-002	2.50000E-003	2.00000E-003	3.70440E-009	2.00000E-009	3.58740E-009	3.43700E+000	7.78044E+002	7.80053E+002	2.00980E+000	5.56680E-001	7.95900E-001	1.55480E-009	2.06530E-009	1.95760E-009
196	22	18	1	1.32000E-002	2.60000E-003	2.10000E-003	4.35770E-009	1.80000E-009	1.34880E-009	3.45360E+000	7.74163E+002	7.75613E+002	1.45020E+000	5.78788E-001	7.96500E-001	1.38620E-009	2.16830E-009	1.83580E-009
200	20	18	1	1.32000E-002	2.60000E-003	2.10000E-003	5.88210E-009	1.80000E-009	2.21980E-009	3.45650E+000	7.63271E+002	7.65041E+002	1.77020E+000	5.79862E-001	7.96000E-001	1.43540E-009	2.27140E-009	1.60170E-009
204	18	18	1	1.33000E-002	2.40000E-003	2.10000E-003	6.69000E-009	1.60000E-009	3.27800E-010	3.44890E+000	7.66300E+002	7.67926E+002	1.62570E+000	5.74638E-001	7.94600E-001	1.49160E-009	1.96460E-009	1.52670E-009
208	16	18	1	1.32000E-002	2.50000E-003	2.10000E-003	5.89850E-009	1.80000E-009	2.37910E-009	3.43450E+000	7.67860E+002	7.69675E+002	1.81540E+000	5.57621E-001	7.94900E-001	1.46120E-009	1.88270E-009	9.74100E-010
212	14	18	1	1.32000E-002	2.50000E-003	2.10000E-003	6.74620E-009	2.30000E-009	5.62000E-010	3.43850E+000	7.63992E+002	7.65349E+002	1.35710E+000	5.71840E-001	7.95600E-001	1.81010E-009	2.13790E-009	6.56000E-011
216	12	18	1	1.31000E-002	2.50000E-003	2.00000E-003	6.69470E-009	1.90000E-009	1.02090E-009	3.45540E+000	7.64932E+002	7.66372E+002	1.44020E+000	5.80830E-001	7.94500E-001	1.46350E-009	2.14260E-009	6.08800E-010
220	10	18	1	1.32000E-002	2.50000E-003	2.10000E-003	5.67610E-009	1.90000E-009	2.52900E-010	3.46350E+000	7.57067E+002	7.58843E+002	1.77560E+000	5.82145E-001	7.95600E-001	1.80300E-009	2.31120E-009	5.99500E-010
224	8	18	1	1.31000E-002	2.50000E-003	2.00000E-003	3.94090E-009	1.70000E-009	6.74400E-010	3.45880E+000	7.74450E+002	7.75983E+002	1.53330E+000	5.78297E-001	7.96300E-001	1.50800E-009	2.05360E-009	1.87300E-010
227	6	18	1	1.35000E-002	2.40000E-003	2.00000E-003	3.48670E-009	2.10000E-009	1.12400E-010	3.49680E+000	7.75903E+002	7.77816E+002	1.91320E+000	5.60682E-001	7.98000E-001	2.10040E-009	2.32290E-009	3.74700E-010
229	6	20	1	1.35000E-002	2.40000E-003	1.90000E-003	3.10030E-009	1.90000E-009	8.61700E-010	3.51680E+000	7.52880E+002	7.56780E+002	3.89980E+000	5.72767E-001	7.98400E-001	1.49630E-009	2.07470E-009	4.68300E-010
232	8	20	1	1.32000E-002	2.50000E-003	2.10000E-003	3.75590E-009	1.90000E-009	2.06100E-010	3.45470E+000	7.78705E+002	7.80425E+002	1.71940E+000	5.75291E-001	7.95500E-001	1.80300E-009	1.88500E-009	1.22700E-009
236	10	20	1	1.32000E-002	2.50000E-003	2.10000E-003	5.47230E-009	1.80000E-009	1.47050E-009	3.45790E+000	7.62725E+002	7.64180E+002	1.45510E+000	5.84190E-001	7.94700E-001	1.44240E-009	1.88970E-009	7.96100E-010
240	12	20	1	1.32000E-002	2.50000E-003	2.10000E-003	7.08810E-009	2.00000E-009	1.90140E-009	3.45610E+000	7.63986E+002	7.65654E+002	1.66780E+000	5.85793E-001	7.95400E-001	1.69770E-009	2.29710E-009	9.08500E-010
244	14	20	1	1.32000E-002	2.50000E-003	2.00000E-003	6.63610E-009	1.60000E-009	1.98570E-009	3.43800E+000	7.68443E+002	7.69902E+002	1.45920E+000	5.76782E-001	7.95100E-001	1.57590E-009	2.06760E-009	1.38620E-009
248	16	20	1	1.31000E-002	2.50000E-003	2.10000E-003	6.64320E-009	1.80000E-009	2.09810E-009	3.43570E+000	7.66715E+002	7.68399E+002	1.68360E+000	5.73320E-001	7.95200E-001	1.40730E-009	2.16130E-009	3.75000E-011
252	18	20	1	1.32000E-002	2.50000E-003	2.10000E-003	6.59160E-009	1.80000E-009	1.34880E-009	3.45910E+000	7.71468E+002	7.73068E+002	1.59960E+000	5.80051E-001	7.95100E-001	1.43310E-009	2.02780E-009	9.46000E-010
256	20	20	1	1.32000E-002	2.50000E-003	2.10000E-003	5.69010E-009	2.10000E-009	2.81000E-011	3.45030E+000	7.65818E+002	7.67414E+002	1.59610E+000	5.78056E-001	7.95500E-001	1.55950E-009	2.13090E-009	7.11900E-010
260	22	20	1	1.32000E-002	2.50000E-003	2.10000E-003	4.67850E-009	1.80000E-009	2.98790E-009	3.44020E+000	7.79825E+002	7.81254E+002	1.42920E+000	5.77673E-001	7.95900E-001	1.50800E-009	1.91780E-009	7.11900E-010
267	22	22	1	1.32000E-002	2.50000E-003	2.10000E-003	3.83560E-009	1.90000E-009	3.05350E-009	3.46850E+000	7.82921E+002	7.84276E+002	1.35490E+000	5.72977E-001	7.95400E-001	1.63440E-009	2.04890E-009	1.10520E-009
271	20	22	1	1.32000E-002	2.50000E-003	2.00000E-003	4.83540E-009	1.70000E-009	1.14270E-009	3.46430E+000	7.73326E+002	7.74926E+002	1.60030E+000	5.79624E-001	7.95400E-001	1.49630E-009	2.12850E-009	6.55700E-010
275	18	22	1	1.32000E-002	2.60000E-003	2.10000E-003	5.95000E-009	1.80000E-009	2.85680E-009	3.46290E+000	7.76425E+002	7.78269E+002	1.84420E+000	5.80607E-001	7.95100E-001	1.34880E-009	2.16370E-009	1.33940E-009
279	16	22	1	1.32000E-002	2.50000E-003	2.00000E-003	6.63850E-009	1.80000E-009	1.05840E-009	3.44690E+000	7.66779E+002	7.68387E+002	1.60730E+000	5.83391E-001	7.94700E-001	1.40030E-009	2.00910E-009	1.21760E-009
283	14	22	1	1.32000E-002	2.60000E-003	2.10000E-003	6.80470E-009	2.00000E-009	4.87100E-010	3.45110E+000	7.65440E+002	7.66746E+002	1.30610E+000	5.85286E-001	7.95500E-001	1.64850E-009	2.06760E-009	1.21800E-010
287	12	22	1	1.31000E-002	2.50000E-003	2.10000E-003	7.05760E-009	1.90000E-009	1.42370E-009	3.45940E+000	7.56118E+002	7.57520E+002	1.40210E+000	5.91727E-001	7.95000E-001	1.40500E-009	1.81010E-009	2.52900E-010
291	10	22	1	1.32000E-002	2.40000E-003	2.10000E-003	5.25220E-009	1.80000E-009	7.11900E-010	3.46250E+000	7.70636E+002	7.72095E+002	1.45950E+000	5.84598E-001	7.94400E-001	1.62270E-009	1.96460E-009	8.43000E-011
295	8	22	1	1.32000E-002	2.50000E-003	2.00000E-003	3.81210E-009	2.20000E-009	1.15210E-009	3.45940E+000	7.87231E+002	7.89905E+002	2.67420E+000	5.65075E-001	7.94300E-001	1.74920E-009	1.93180E-009	1.78900E-009
298	8	24	1	1.34000E-002	2.40000E-003	2.00000E-003	3.65060E-009	1.90000E-009	2.40720E-009	3.47700E+000	7.78970E+002	7.81013E+002	2.04290E+000	5.63792E-001	7.95500E-001	1.90370E-009	2.11450E-009	2.71600E-010
301	10	24	1	1.31000E-002	2.50000E-003	2.00000E-003	4.82140E-009	2.00000E-009	2.90400E-010	3.45960E+000	7.79644E+002	7.81108E+002	1.46460E+000	5.78429E-001	7.94600E-001	1.69060E-009	1.94350E-009	2.43500E-010
305	12	24	1	1.32000E-002	2.50000E-003	2.10000E-003	5.46770E-009	1.80000E-009	1.68600E-010	3.45180E+000	7.68621E+002	7.70045E+002	1.42320E+000	5.90982E-001	7.95100E-001	1.60400E-009	2.16370E-009	1.03970E-009
309	14	24	1	1.32000E-002	2.40000E-003	2.10000E-003	5.63630E-009	1.90000E-009	2.08870E-009	3.45100E+000	7.69955E+002	7.71552E+002	1.59610E+000	5.90288E-001	7.95200E-001	1.77730E-009	1.96930E-009	1.19890E-009
313	16	24	1	1.32000E-002	2.60000E-003	2.10000E-003	5.59180E-009	1.70000E-009	1.67660E-009	3.45980E+000	7.72472E+002	7.74147E+002	1.67540E+000	5.87036E-001	7.95000E-001	1.36520E-009	2.08400E-009	6.74400E-010
317	18	24	1	1.32000E-002	2.50000E-003	2.10000E-003	5.11640E-009	1.60000E-009	2.21050E-009	3.46610E+000	7.76449E+002	7.78195E+002	1.74670E+000	5.82067E-001	7.95400E-001	1.41670E-009	2.20110E-009	9.17900E-010
321	20	24	1	1.32000E-002	2.40000E-003	2.10000E-003	4.43270E-009	1.70000E-009	2.21980E-009	3.45630E+000	7.79819E+002	7.81299E+002	1.47940E+000	5.78004E-001	7.95700E-001	1.59460E-009	1.94350E-009	6.18200E-010
325	22	24	1	1.34000E-002	2.50000E-003	2.00000E-003	3.92690E-009	1.80000E-009	1.03000E-010	3.45970E+000	7.83234E+002	7.84927E+002	1.69310E+000	5.59097E-001	7.95100E-001	1.78430E-009	1.99270E-009	1.02090E-009
328	20	26	1	1.33000E-002	2.50000E-003	2.00000E-003	4.59420E-009	1.90000E-009	9.36600E-010	3.44100E+000	7.83404E+002	7.85680E+002	2.27540E+000	5.61321E-001	7.94500E-001	1.81480E-009	1.89900E-009	1.96700E-010
331	18	26	1	1.32000E-002	2.40000E-003	2.10000E-003	4.06040E-009	1.90000E-009	3.46600E-010	3.46250E+000	7.87320E+002	7.89158E+002	1.83820E+000	5.73742E-001	7.94900E-001	1.43070E-009	2.08870E-009	6.65000E-010
335	16	26	1	1.32000E-002	2.50000E-003	2.00000E-003	4.38580E-009	2.10000E-009	8.14900E-010	3.45300E+000	7.83894E+002	7.85809E+002	1.91530E+000	5.84184E-001	7.95700E-001	1.61570E-009	2.05830E-009	1.39560E-009
339	14	26	1	1.32000E-002	2.50000E-003	2.00000E-003	4.50760E-009	1.80000E-009	2.40720E-009	3.43920E+000	7.77344E+002	7.78921E+002	1.57650E+000	5.89378E-001	7.95900E-001	1.44710E-009	2.17070E-009	4.59000E-010
343	12	26	1	1.32000E-002	2.50000E-003	2.10000E-003	4.61300E-009	1.70000E-009	2.61320E-009	3.45170E+000	7.83568E+002	7.85175E+002	1.60700E+000	5.78776E-001	7.94800E-001	1.39330E-009	2.07940E-009	3.65300E-010
347	10	26	1	1.31000E-002	2.40000E-003	2.00000E-003	4.14930E-009	1.50000E-009	2.01380E-009	3.45600E+000	7.80993E+002	7.83307E+002	2.31430E+000	5.63416E-001	7.96000E-001	1.85220E-009	2.18240E-009	2.81000E-011
349	12	28	1	1.46000E-002	2.30000E-003	1.90000E-003	3.91750E-009	1.10000E-009	2.12620E-009	3.46970E+000	7.71653E+002	7.73699E+002	2.04590E+000	5.68623E-001	7.95100E-001	2.97150E-009	1.18250E-009	3.09100E-010
351	14	28	1	1.34000E-002	2.40000E-003	1.90000E-003	3.58270E-009	1.80000E-009	1.40500E-009	3.45000E+000	7.80177E+002	7.81990E+002	1.81300E+000	5.65287E-001	7.95100E-001	1.95990E-009	1.64850E-009	6.93100E-010
353	16	28	1	1.35000E-002	2.30000E-003	2.00000E-003	3.90110E-009	1.60000E-009	1.33940E-009	3.45200E+000	7.82498E+002	7.84358E+002	1.86020E+000	5.62187E-001	7.94900E-001	2.22920E-009	1.80770E-009	7.30600E-010

1	15	5	3	1.29000E-002	-5.00000E-004	-9.00000E-004	1.39360E-005
2	19	7	1	1.29000E-002	-4.00000E-004	-8.00000E-004	4.43660E-009	1.00000E-009	1.87000E-011	3.48200E+000	7.53171E+002	7.56069E+002	2.89850E+000	5.75587E-001	7.98200E-001	2.75000E-009	1.37270E-009	2.36120E-009
5	17	7	5	1.32000E-002	-3.00000E-004	-5.00000E-004	3.41760E-009	1.70000E-009	2.13978E-007
9	15	7	1	1.32000E-002	-3.00000E-004	-5.00000E-004	3.53480E-009	1.60000E-009	7.28970E-009	3.45370E+000	7.72511E+002	7.74060E+002	1.54840E+000	5.72313E-001	7.99000E-001	1.49920E-009	1.82710E-009	5.71600E-010
13	13	7	1	1.32000E-002	-2.00000E-004	-5.00000E-004	3.36380E-009	1.70000E-009	6.24030E-009	3.47580E+000	7.73864E+002	7.75876E+002	2.01130E+000	5.67353E-001	7.98900E-001	1.98640E-009	1.82950E-009	1.18060E-009
16	11	7	1	1.35000E-002	-3.00000E-004	-5.00000E-004	3.07090E-009	1.70000E-009	1.31458E-008	3.51350E+000	7.47230E+002	7.51442E+002	4.21160E+000	5.65593E-001	8.00000E-001	1.89040E-009	2.16440E-009	5.90300E-010
22	9	9	1	1.32000E-002	-2.00000E-004	-5.00000E-004	3.13190E-009	1.70000E-009	8.48900E-009	3.49540E+000	7.69422E+002	7.71133E+002	1.71110E+000	5.55780E-001	7.98900E-001	1.87160E-009	1.96530E-009	1.21800E-010
26	11	9	1	1.32000E-002	-2.00000E-004	-5.00000E-004	3.66360E-009	1.70000E-009	1.15342E-008	3.46440E+000	7.85666E+002	7.86958E+002	1.29170E+000	5.60669E-001	7.98200E-001	1.49920E-009	1.91140E-009	6.56000E-011
30	13	9	1	1.31000E-002	-2.00000E-004	-5.00000E-004	3.94230E-009	1.70000E-009	2.02390E-009	3.46080E+000	7.66778E+002	7.68381E+002	1.60360E+000	5.83475E-001	7.97600E-001	1.61860E-009	1.84350E-009	5.90300E-010
34	15	9	1	1.32000E-002	-2.00000E-004	-6.00000E-004	4.51860E-009	1.80000E-009	8.33900E-010	3.45400E+000	7.61489E+002	7.63104E+002	1.61510E+000	5.91062E-001	7.97800E-001	1.67480E-009	1.96770E-009	1.09630E-009
38	17	9	1	1.33000E-002	-2.00000E-004	-6.00000E-004	4.06410E-009	1.60000E-009	1.56480E-009	3.44470E+000	7.62387E+002	7.64174E+002	1.78740E+000	5.88053E-001	7.97800E-001	1.56940E-009	1.93020E-009	1.32110E-009
42	19	9	1	1.32000E-002	-2.00000E-004	-6.00000E-004	3.62610E-009	1.80000E-009	4.37570E-009	3.44500E+000	7.71334E+002	7.73386E+002	2.05140E+000	5.77860E-001	7.97400E-001	1.69120E-009	1.98170E-009	5.99700E-010
44	21	9	1	1.28000E-002	-4.00000E-004	-8.00000E-004	4.62160E-009	1.00000E-009	7.50000E-011	3.45820E+000	7.72930E+002	7.74344E+002	1.41390E+000	5.61279E-001	7.96400E-001	2.52980E-009	1.33520E-009	3.00770E-009
47	21	11	1	1.32000E-002	-3.00000E-004	-6.00000E-004	3.65660E-009	1.50000E-009	5.58440E-009	3.30420E+000	7.75295E+002	7.76904E+002	1.60960E+000	5.71038E-001	7.96800E-001	1.27190E-009	1.78030E-009	1.00260E-009
51	19	11	1	1.32000E-002	-2.00000E-004	-5.00000E-004	4.51390E-009	1.60000E-009	1.14310E-009	3.44900E+000	7.58958E+002	7.60660E+002	1.70190E+000	5.87157E-001	7.97800E-001	1.50390E-009	2.07070E-009	1.45230E-009
55	17	11	1	1.32000E-002	-2.00000E-004	-5.00000E-004	5.42980E-009	1.80000E-009	6.18400E-010	3.46040E+000	7.53626E+002	7.55167E+002	1.54080E+000	5.89766E-001	7.97700E-001	1.70760E-009	1.80840E-009	9.55700E-010
59	15	11	1	1.31000E-002	-2.00000E-004	-5.00000E-004	5.90530E-009	1.90000E-009	1.29300E-009	3.45470E+000	7.54605E+002	7.56170E+002	1.56460E+000	5.92778E-001	7.97300E-001	1.51560E-009	1.81310E-009	1.18060E-009
63	13	11	1	1.31000E-002	-2.00000E-004	-5.00000E-004	5.13930E-009	1.80000E-009	1.12400E-010	3.47010E+000	7.63725E+002	7.65473E+002	1.74820E+000	5.84665E-001	7.98000E-001	1.56240E-009	1.79200E-009	1.21810E-009
67	11	11	1	1.32000E-002	-1.00000E-004	-6.00000E-004	4.23510E-009	1.70000E-009	1.98640E-009	3.46710E+000	7.76941E+002	7.78783E+002	1.84200E+000	5.77956E-001	7.98500E-001	1.58580E-009	1.71230E-009	8.90100E-010
71	9	11	1	1.32000E-002	-1.00000E-004	-5.00000E-004	3.48790E-009	1.70000E-009	3.72920E-009	3.46560E+000	7.85769E+002	7.87670E+002	1.90140E+000	5.59064E-001	7.98900E-001	1.50390E-009	1.87860E-009	1.39610E-009
75	7	11	1	1.32000E-002	-3.00000E-004	-5.00000E-004	5.03160E-009	1.70000E-009	1.79994E-008	3.51180E+000	7.27461E+002	7.32329E+002	4.86820E+000	5.66849E-001	8.00400E-001	1.64670E-009	1.90680E-009	1.41480E-009
81	7	13	1	1.32000E-002	-2.00000E-004	-6.00000E-004	3.15290E-009	1.80000E-009	3.68230E-009	3.48250E+000	7.76950E+002	7.79270E+002	2.32060E+000	5.58885E-001	7.98000E-001	1.67720E-009	1.80370E-009	1.08690E-009
85	9	13	1	1.33000E-002	-2.00000E-004	-5.00000E-004	3.71280E-009	1.90000E-009	3.10140E-009	3.46170E+000	7.72149E+002	7.73887E+002	1.73800E+000	5.70154E-001	7.98200E-001	1.48750E-009	1.67250E-009	1.87400E-009
89	11	13	1	1.33000E-002	-3.00000E-004	-5.00000E-004	5.58670E-009	1.90000E-009	3.84200E-010	3.46750E+000	7.66416E+002	7.67992E+002	1.57610E+000	5.76269E-001	7.97700E-001	1.63740E-009	1.66780E-009	1.72400E-009
93	13	13	1	1.32000E-002	-2.00000E-004	-4.00000E-004	6.48390E-009	1.70000E-009	3.74800E-010	3.48540E+000	7.57833E+002	7.59372E+002	1.53930E+000	5.90258E-001	7.98200E-001	1.58120E-009	1.93720E-009	8.43300E-010
97	15	13	1	1.32000E-002	-2.00000E-004	-5.00000E-004	6.61510E-009	1.60000E-009	6.74600E-010	3.46420E+000	7.59602E+002	7.61049E+002	1.44720E+000	5.92149E-001	7.98500E-001	1.29300E-009	1.91850E-009	2.13630E-009
101	17	13	1	1.32000E-002	-2.00000E-004	-6.00000E-004	6.09970E-009	1.50000E-009	3.46700E-010	3.46290E+000	7.58945E+002	7.60460E+002	1.51450E+000	5.88832E-001	7.97900E-001	1.56480E-009	2.16210E-009	9.37000E-011
105	19	13	1	1.32000E-002	-2.00000E-004	-5.00000E-004	5.61020E-009	1.60000E-009	7.30800E-010	3.46130E+000	7.54316E+002	7.56017E+002	1.70030E+000	5.82450E-001	7.97500E-001	1.59750E-009	2.03790E-009	1.93950E-009
109	21	13	1	1.32000E-002	-2.00000E-004	-5.00000E-004	4.16020E-009	1.80000E-009	4.43190E-009	3.45230E+000	7.66756E+002	7.68359E+002	1.60280E+000	5.71481E-001	7.97800E-001	1.67720E-009	2.00280E-009	9.93200E-010
112	23	13	1	1.31000E-002	-4.00000E-004	-7.00000E-004	4.06180E-009	1.40000E-009	4.42250E-009	3.46260E+000	7.80843E+002	7.82854E+002	2.01110E+000	5.48869E-001	7.97400E-001	1.75680E-009	1.71940E-009	4.02900E-010
115	23	15	1	1.31000E-002	-2.00000E-004	-5.00000E-004	3.50660E-009	1.80000E-009	1.61160E-009	3.46600E+000	7.86256E+002	7.87872E+002	1.61590E+000	5.60236E-001	7.98700E-001	1.69830E-009	1.78030E-009	1.27430E-009
119	21	15	1	1.32000E-002	-2.00000E-004	-6.00000E-004	4.71770E-009	1.70000E-009	2.31430E-009	3.45440E+000	7.69087E+002	7.71118E+002	2.03030E+000	5.74887E-001	7.97900E-001	1.57650E-009	1.80130E-009	1.19930E-009
123	19	15	1	1.33000E-002	-1.00000E-004	-5.00000E-004	5.99430E-009	1.80000E-009	4.31000E-010	3.45920E+000	7.63863E+002	7.65443E+002	1.58050E+000	5.79956E-001	7.96900E-001	1.64440E-009	1.80130E-009	1.42420E-009
127	17	15	1	1.32000E-002	-1.00000E-004	-5.00000E-004	6.17230E-009	1.80000E-009	4.31000E-010	3.44130E+000	7.61996E+002	7.63425E+002	1.42880E+000	5.80144E-001	7.98000E-001	1.47110E-009	1.95360E-009	2.16440E-009
131	15	15	1	1.32000E-002	-2.00000E-004	-5.00000E-004	6.21690E-009	1.70000E-009	3.56100E-010	3.43250E+000	7.61501E+002	7.62984E+002	1.48280E+000	5.77673E-001	7.97500E-001	1.42190E-009	2.08010E-009	1.74280E-009
135	13	15	1	1.32000E-002	-2.00000E-004	-6.00000E-004	6.42060E-009	1.40000E-009	4.59100E-010	3.45090E+000	7.66335E+002	7.68058E+002	1.72260E+000	5.79793E-001	7.97500E-001	1.33050E-009	2.03320E-009	9.18200E-010
