Program name	H0192AB_E4_CP1.dll
Lot number	C146419.00-CPTSTE07-250312-165021@CP
Wafer number	05
Date	2025/03/12
Time	16:53:19

No.U	X	Y	Bin	CONT@D	CONT@G	CONT@S	IGSS1	IGSSR1	IDSS1	VTH	BVDSS1	BVDSS2	BV2-BV1	RDSON1	VFSDS	IGSS2	IGSSR2	IDSS3
74	8	10	1	1.31000E-002	2.40000E-003	2.00000E-003	4.59660E-009	2.00000E-009	8.33600E-010	3.51380E+000	7.68593E+002	7.72083E+002	3.48970E+000	5.56790E-001	7.96900E-001	1.76090E-009	2.22690E-009	7.39900E-010
77	6	12	3	1.34000E-002	7.40000E-003	2.00000E-003	1.38570E-005
80	8	12	1	1.32000E-002	2.40000E-003	2.10000E-003	4.28980E-009	1.80000E-009	3.21270E-009	3.47050E+000	7.85127E+002	7.85802E+002	6.75400E-001	5.51695E-001	7.95900E-001	1.56190E-009	1.74920E-009	2.07940E-009
84	10	12	1	1.32000E-002	2.40000E-003	2.10000E-003	4.84250E-009	1.90000E-009	5.70420E-009	3.46650E+000	7.76077E+002	7.77533E+002	1.45580E+000	5.70597E-001	7.95300E-001	1.57120E-009	2.03250E-009	1.94820E-009
88	12	12	1	1.31000E-002	2.40000E-003	2.00000E-003	6.15380E-009	2.10000E-009	6.77190E-009	3.46630E+000	7.63801E+002	7.65522E+002	1.72100E+000	5.72437E-001	7.96000E-001	1.73050E-009	1.98100E-009	1.63910E-009
92	14	12	1	1.31000E-002	2.50000E-003	2.00000E-003	6.27080E-009	1.80000E-009	4.63640E-009	3.40540E+000	7.69874E+002	7.71643E+002	1.76820E+000	5.70913E-001	7.96100E-001	1.67660E-009	2.19410E-009	2.32290E-009
96	16	12	1	1.32000E-002	2.50000E-003	2.00000E-003	6.26620E-009	1.80000E-009	8.43000E-010	3.45240E+000	7.74386E+002	7.75705E+002	1.31870E+000	5.70563E-001	7.96400E-001	1.53380E-009	2.10040E-009	1.73280E-009
100	18	12	5	1.31000E-002	2.50000E-003	2.00000E-003	5.70420E-009	1.80000E-009	1.37850E-005
104	20	12	1	1.32000E-002	2.50000E-003	2.00000E-003	4.61060E-009	2.00000E-009	9.08500E-010	3.45300E+000	7.70698E+002	7.72451E+002	1.75290E+000	5.68232E-001	7.97000E-001	1.60170E-009	2.02550E-009	1.65790E-009
108	22	12	1	1.32000E-002	2.50000E-003	2.10000E-003	3.81210E-009	1.80000E-009	1.32254E-008	3.45780E+000	7.85622E+002	7.87909E+002	2.28710E+000	5.59073E-001	7.96900E-001	1.42600E-009	2.09570E-009	1.12400E-009
114	24	14	1	1.32000E-002	2.50000E-003	2.10000E-003	3.10970E-009	1.60000E-009	2.72560E-009	3.46190E+000	7.79343E+002	7.81339E+002	1.99520E+000	5.48626E-001	7.96800E-001	1.44480E-009	1.84280E-009	1.71410E-009
118	22	14	1	1.33000E-002	2.50000E-003	2.10000E-003	4.26410E-009	1.90000E-009	2.40720E-009	3.45930E+000	7.79839E+002	7.81347E+002	1.50800E+000	5.66402E-001	7.97000E-001	1.46820E-009	2.09110E-009	1.03030E-009
122	20	14	1	1.31000E-002	2.40000E-003	2.10000E-003	5.74630E-009	1.80000E-009	2.81000E-010	3.46200E+000	7.71302E+002	7.73016E+002	1.71370E+000	5.59327E-001	7.96500E-001	1.47520E-009	1.87800E-009	3.27800E-010
126	18	14	1	1.33000E-002	2.40000E-003	2.10000E-003	5.72520E-009	1.90000E-009	4.02800E-010	3.46280E+000	7.72760E+002	7.74296E+002	1.53590E+000	5.64239E-001	7.97000E-001	1.50570E-009	2.07940E-009	8.89800E-010
130	16	14	1	1.33000E-002	2.40000E-003	2.00000E-003	6.47220E-009	1.90000E-009	3.99010E-009	3.44940E+000	7.68307E+002	7.69854E+002	1.54700E+000	5.67131E-001	7.95700E-001	1.65790E-009	1.92010E-009	2.38840E-009
134	14	14	1	1.31000E-002	2.40000E-003	2.10000E-003	6.39960E-009	1.80000E-009	1.66720E-009	3.43740E+000	7.64114E+002	7.65532E+002	1.41740E+000	5.72874E-001	7.95300E-001	1.51740E-009	2.24330E-009	1.47050E-009
138	12	14	1	1.32000E-002	2.40000E-003	2.10000E-003	6.73920E-009	1.70000E-009	4.19620E-009	3.46690E+000	7.65502E+002	7.66933E+002	1.43130E+000	5.66821E-001	7.95700E-001	1.42600E-009	2.19410E-009	2.07000E-009
142	10	14	1	1.32000E-002	2.40000E-003	2.10000E-003	6.07180E-009	1.70000E-009	3.45620E-009	3.46390E+000	7.63378E+002	7.64769E+002	1.39040E+000	5.63252E-001	7.95800E-001	1.50100E-009	1.98100E-009	1.50800E-009
146	8	14	1	1.31000E-002	2.50000E-003	2.10000E-003	4.15170E-009	1.80000E-009	2.39780E-009	3.47870E+000	7.82731E+002	7.84385E+002	1.65370E+000	5.64593E-001	7.95900E-001	1.68600E-009	2.24560E-009	1.36750E-009
149	6	14	1	1.34000E-002	2.30000E-003	2.00000E-003	4.38120E-009	1.70000E-009	4.27110E-009	3.55000E+000	7.49870E+002	7.53689E+002	3.81860E+000	5.63193E-001	7.99100E-001	1.58290E-009	2.22920E-009	4.96400E-010
152	6	16	1	1.31000E-002	2.40000E-003	2.00000E-003	4.88230E-009	1.50000E-009	1.31100E-010	3.51260E+000	7.73960E+002	7.76138E+002	2.17750E+000	5.57593E-001	7.97200E-001	1.78900E-009	2.02080E-009	1.08650E-009
156	8	16	1	1.32000E-002	2.50000E-003	2.10000E-003	4.58250E-009	1.90000E-009	9.92800E-010	3.47410E+000	7.73011E+002	7.74742E+002	1.73170E+000	5.72930E-001	7.96500E-001	1.63910E-009	1.96460E-009	1.40500E-009
160	10	16	1	1.32000E-002	2.50000E-003	2.10000E-003	6.24510E-009	1.80000E-009	5.05800E-010	3.47870E+000	7.59153E+002	7.60879E+002	1.72670E+000	5.68022E-001	7.97200E-001	1.53610E-009	1.77260E-009	1.00220E-009
164	12	16	1	1.32000E-002	2.50000E-003	2.10000E-003	6.56120E-009	2.00000E-009	3.38130E-009	3.46400E+000	7.65189E+002	7.66691E+002	1.50170E+000	5.67977E-001	7.96400E-001	1.40500E-009	2.01380E-009	1.12400E-009
168	14	16	1	1.32000E-002	2.50000E-003	2.10000E-003	6.98500E-009	2.10000E-009	2.05130E-009	3.41000E+000	7.63824E+002	7.65856E+002	2.03190E+000	5.73036E-001	7.94400E-001	1.36050E-009	2.01610E-009	1.36750E-009
172	16	16	1	1.32000E-002	2.50000E-003	2.10000E-003	6.94990E-009	1.90000E-009	2.12620E-009	3.43890E+000	7.64965E+002	7.66365E+002	1.39930E+000	5.71952E-001	7.94600E-001	1.62040E-009	1.74920E-009	1.18950E-009
176	18	16	1	1.31000E-002	2.50000E-003	2.10000E-003	6.32470E-009	2.10000E-009	1.12400E-010	3.45200E+000	7.70452E+002	7.72162E+002	1.71030E+000	5.62068E-001	7.97000E-001	1.82880E-009	2.01850E-009	7.49300E-010
180	20	16	1	1.33000E-002	2.50000E-003	2.10000E-003	5.46530E-009	1.90000E-009	2.90400E-010	3.46010E+000	7.67984E+002	7.69846E+002	1.86200E+000	5.63959E-001	7.96700E-001	1.69300E-009	2.37440E-009	7.58700E-010
184	22	16	1	1.32000E-002	2.50000E-003	2.10000E-003	4.36480E-009	1.70000E-009	1.12400E-009	3.46620E+000	7.76138E+002	7.77689E+002	1.55110E+000	5.71458E-001	7.96700E-001	1.48220E-009	1.84990E-009	7.86800E-010
188	24	16	1	1.32000E-002	2.50000E-003	2.10000E-003	3.38830E-009	1.90000E-009	1.02090E-009	3.45590E+000	7.83379E+002	7.85099E+002	1.71980E+000	5.50109E-001	7.96500E-001	1.88030E-009	2.26900E-009	1.84520E-009
192	24	18	1	1.31000E-002	2.50000E-003	2.10000E-003	3.37660E-009	2.00000E-009	1.27380E-009	3.43620E+000	7.85302E+002	7.85625E+002	3.22200E-001	5.49653E-001	7.96500E-001	1.72810E-009	2.40250E-009	1.26450E-009
196	22	18	1	1.32000E-002	2.50000E-003	2.10000E-003	4.59420E-009	1.80000E-009	7.86800E-010	3.45900E+000	7.78866E+002	7.80274E+002	1.40790E+000	5.68802E-001	7.96600E-001	1.41430E-009	1.98800E-009	8.24200E-010
200	20	18	1	1.32000E-002	2.50000E-003	2.10000E-003	5.85170E-009	1.90000E-009	1.21760E-009	3.45560E+000	7.72540E+002	7.74371E+002	1.83120E+000	5.65145E-001	7.96600E-001	1.50800E-009	2.20580E-009	6.56000E-011
204	18	18	1	1.32000E-002	2.50000E-003	2.10000E-003	6.19590E-009	1.70000E-009	1.41430E-009	3.44460E+000	7.72912E+002	7.74751E+002	1.83920E+000	5.59928E-001	7.96400E-001	1.61570E-009	2.20810E-009	1.50800E-009
208	16	18	1	1.32000E-002	2.60000E-003	2.10000E-003	6.40900E-009	2.00000E-009	1.95760E-009	3.43730E+000	7.70681E+002	7.73052E+002	2.37080E+000	5.58940E-001	7.93900E-001	1.71640E-009	1.86160E-009	3.75000E-011
212	14	18	1	1.32000E-002	2.60000E-003	2.10000E-003	6.50270E-009	1.80000E-009	2.16370E-009	3.43320E+000	7.64277E+002	7.65853E+002	1.57560E+000	5.72063E-001	7.94900E-001	1.55950E-009	2.15430E-009	1.06780E-009
216	12	18	1	1.32000E-002	2.50000E-003	2.10000E-003	6.67360E-009	1.80000E-009	2.75370E-009	3.45480E+000	7.66385E+002	7.67851E+002	1.46540E+000	5.65582E-001	7.96700E-001	1.73510E-009	2.36270E-009	5.90100E-010
220	10	18	1	1.32000E-002	2.60000E-003	2.10000E-003	6.56820E-009	1.80000E-009	6.46300E-010	3.47460E+000	7.57449E+002	7.59034E+002	1.58530E+000	5.70993E-001	7.97000E-001	1.72110E-009	2.01380E-009	1.60170E-009
224	8	18	1	1.31000E-002	2.50000E-003	2.10000E-003	3.98540E-009	1.80000E-009	1.41430E-009	3.47260E+000	7.73984E+002	7.75629E+002	1.64500E+000	5.72726E-001	7.96600E-001	1.34410E-009	1.95990E-009	9.17900E-010
227	6	18	1	1.35000E-002	2.40000E-003	2.00000E-003	4.05570E-009	1.90000E-009	1.16140E-009	3.51050E+000	7.74290E+002	7.76326E+002	2.03660E+000	5.59346E-001	7.97200E-001	1.81940E-009	2.60620E-009	2.99700E-010
229	6	20	1	1.35000E-002	2.40000E-003	2.00000E-003	3.66930E-009	1.70000E-009	2.60390E-009	3.52680E+000	7.64180E+002	7.66267E+002	2.08700E+000	5.63420E-001	7.97700E-001	1.61340E-009	1.81240E-009	1.45180E-009
232	8	20	1	1.32000E-002	2.50000E-003	2.00000E-003	3.81920E-009	2.00000E-009	1.22700E-009	3.47140E+000	7.73982E+002	7.75751E+002	1.76850E+000	5.71411E-001	7.96900E-001	1.81480E-009	1.92480E-009	1.18020E-009
236	10	20	1	1.33000E-002	2.50000E-003	2.00000E-003	5.99220E-009	1.80000E-009	1.41430E-009	3.47170E+000	7.55633E+002	7.57087E+002	1.45420E+000	5.73557E-001	7.96800E-001	1.62270E-009	2.14730E-009	1.52670E-009
240	12	20	1	1.32000E-002	2.50000E-003	2.00000E-003	7.06460E-009	1.80000E-009	1.01160E-009	3.45420E+000	7.68607E+002	7.70158E+002	1.55020E+000	5.68236E-001	7.96700E-001	1.35580E-009	2.13790E-009	1.47990E-009
244	14	20	1	1.32000E-002	2.50000E-003	2.10000E-003	7.10910E-009	1.70000E-009	8.71100E-010	3.43520E+000	7.64648E+002	7.65922E+002	1.27340E+000	5.69867E-001	7.94400E-001	1.52910E-009	1.94120E-009	8.71100E-010
248	16	20	1	1.32000E-002	2.50000E-003	2.10000E-003	6.83990E-009	2.00000E-009	1.69530E-009	3.43620E+000	7.66094E+002	7.67474E+002	1.38010E+000	5.70616E-001	7.94600E-001	1.69300E-009	1.82410E-009	6.55700E-010
252	18	20	1	1.32000E-002	2.60000E-003	2.10000E-003	6.63380E-009	2.00000E-009	1.20830E-009	3.45120E+000	7.71247E+002	7.72729E+002	1.48180E+000	5.63690E-001	7.96800E-001	1.75860E-009	1.84050E-009	1.43310E-009
256	20	20	1	1.32000E-002	2.60000E-003	2.10000E-003	5.49340E-009	1.90000E-009	4.68000E-011	3.45180E+000	7.70298E+002	7.71754E+002	1.45580E+000	5.64793E-001	7.96800E-001	1.81710E-009	2.07470E-009	1.97630E-009
260	22	20	1	1.32000E-002	2.50000E-003	2.10000E-003	4.36240E-009	2.00000E-009	0.00000E+000	3.44700E+000	7.78663E+002	7.80154E+002	1.49170E+000	5.70482E-001	7.96700E-001	1.92010E-009	1.90610E-009	9.08500E-010
267	22	22	1	1.32000E-002	2.50000E-003	2.10000E-003	4.14000E-009	1.80000E-009	1.45180E-009	3.47260E+000	7.86944E+002	7.88230E+002	1.28620E+000	5.63592E-001	7.96800E-001	1.55480E-009	2.21280E-009	1.96700E-010
271	20	22	1	1.32000E-002	2.50000E-003	2.10000E-003	5.18430E-009	1.70000E-009	1.05840E-009	3.45680E+000	7.72868E+002	7.74470E+002	1.60200E+000	5.67525E-001	7.96600E-001	1.30900E-009	2.03020E-009	5.99500E-010
275	18	22	1	1.31000E-002	2.50000E-003	2.10000E-003	6.17720E-009	1.80000E-009	3.55900E-010	3.46180E+000	7.76497E+002	7.78178E+002	1.68070E+000	5.63590E-001	7.97100E-001	1.52910E-009	2.21050E-009	1.50800E-009
279	16	22	1	1.32000E-002	2.50000E-003	2.10000E-003	6.82810E-009	1.80000E-009	5.99500E-010	3.44030E+000	7.70871E+002	7.72346E+002	1.47500E+000	5.65470E-001	7.96200E-001	1.40970E-009	1.80770E-009	7.68000E-010
283	14	22	1	1.32000E-002	2.60000E-003	2.10000E-003	6.77190E-009	2.00000E-009	2.11680E-009	3.44450E+000	7.67314E+002	7.68779E+002	1.46540E+000	5.67508E-001	7.96600E-001	1.51970E-009	2.11920E-009	7.96100E-010
287	12	22	1	1.31000E-002	2.50000E-003	2.10000E-003	7.04830E-009	1.90000E-009	2.49150E-009	3.45850E+000	7.57687E+002	7.59427E+002	1.73970E+000	5.69877E-001	7.96700E-001	1.60400E-009	1.88500E-009	1.62980E-009
291	10	22	1	1.32000E-002	2.50000E-003	2.00000E-003	5.27100E-009	1.90000E-009	1.03970E-009	3.47200E+000	7.62992E+002	7.64899E+002	1.90710E+000	5.73962E-001	7.96700E-001	1.74450E-009	1.97630E-009	1.17080E-009
295	8	22	1	1.31000E-002	2.50000E-003	2.10000E-003	3.69270E-009	2.10000E-009	3.09100E-010	3.46870E+000	7.85442E+002	7.87278E+002	1.83620E+000	5.59472E-001	7.97000E-001	1.68130E-009	1.83580E-009	1.92010E-009
298	8	24	1	1.35000E-002	2.40000E-003	2.00000E-003	3.79340E-009	1.90000E-009	8.99200E-010	3.49710E+000	7.77803E+002	7.79602E+002	1.79910E+000	5.55920E-001	7.98600E-001	1.84050E-009	2.27140E-009	7.30600E-010
301	10	24	1	1.32000E-002	2.60000E-003	2.00000E-003	4.94780E-009	1.90000E-009	3.98070E-009	3.47180E+000	7.73180E+002	7.74632E+002	1.45230E+000	5.71204E-001	7.96900E-001	1.59000E-009	1.99970E-009	1.74220E-009
305	12	24	1	1.32000E-002	2.60000E-003	2.10000E-003	5.68540E-009	2.00000E-009	2.76310E-009	3.46020E+000	7.60688E+002	7.62271E+002	1.58300E+000	5.74044E-001	7.96800E-001	1.61570E-009	2.21520E-009	1.79840E-009
309	14	24	1	1.31000E-002	2.50000E-003	2.00000E-003	6.06010E-009	2.00000E-009	1.35810E-009	3.45000E+000	7.65751E+002	7.67221E+002	1.46940E+000	5.65175E-001	7.96400E-001	1.77730E-009	1.97630E-009	9.74100E-010
313	16	24	1	1.32000E-002	2.50000E-003	2.00000E-003	5.53320E-009	1.80000E-009	4.96400E-010	3.44490E+000	7.68563E+002	7.70034E+002	1.47170E+000	5.58816E-001	7.96100E-001	1.63210E-009	2.02780E-009	5.90100E-010
317	18	24	1	1.32000E-002	2.50000E-003	2.10000E-003	5.27330E-009	2.00000E-009	2.34200E-010	3.46430E+000	7.73001E+002	7.75222E+002	2.22010E+000	5.66824E-001	7.97600E-001	1.76790E-009	2.30180E-009	1.09590E-009
321	20	24	1	1.31000E-002	2.50000E-003	2.00000E-003	4.28280E-009	1.60000E-009	3.75000E-011	3.46230E+000	7.77842E+002	7.79371E+002	1.52820E+000	5.68659E-001	7.97300E-001	1.41430E-009	1.95060E-009	3.75000E-011
325	22	24	1	1.34000E-002	2.50000E-003	2.00000E-003	4.27810E-009	1.90000E-009	5.62000E-010	3.45910E+000	7.83397E+002	7.85319E+002	1.92270E+000	5.49910E-001	7.96800E-001	1.64850E-009	1.92250E-009	1.41430E-009
328	20	26	1	1.34000E-002	2.50000E-003	2.00000E-003	4.66680E-009	1.80000E-009	2.57484E-008	3.44830E+000	7.82907E+002	7.85054E+002	2.14730E+000	5.53422E-001	7.96500E-001	1.87560E-009	1.86860E-009	3.54990E-009
331	18	26	1	1.31000E-002	2.40000E-003	2.10000E-003	4.06740E-009	1.90000E-009	1.20830E-009	3.46700E+000	7.83080E+002	7.84396E+002	1.31560E+000	5.63759E-001	7.97600E-001	1.77960E-009	2.09340E-009	1.59230E-009
335	16	26	5	1.33000E-002	2.50000E-003	2.10000E-003	4.28050E-009	2.00000E-009	2.08085E-007
339	14	26	1	1.31000E-002	2.50000E-003	2.00000E-003	4.79560E-009	1.70000E-009	4.26170E-009	3.45180E+000	7.70856E+002	7.72484E+002	1.62770E+000	5.68673E-001	7.97100E-001	1.61570E-009	2.18240E-009	8.24200E-010
343	12	26	1	1.32000E-002	2.50000E-003	2.10000E-003	4.67850E-009	2.10000E-009	1.96700E-009	3.46050E+000	7.75818E+002	7.77405E+002	1.58670E+000	5.67324E-001	7.96800E-001	1.83820E-009	1.96460E-009	5.05800E-010
347	10	26	1	1.32000E-002	2.40000E-003	1.90000E-003	4.52870E-009	2.00000E-009	1.33000E-009	3.46760E+000	7.79296E+002	7.81488E+002	2.19230E+000	5.55876E-001	7.98600E-001	2.29240E-009	2.12620E-009	1.25510E-009
349	12	28	1	1.45000E-002	2.30000E-003	1.90000E-003	4.63170E-009	1.10000E-009	3.33450E-009	3.47260E+000	7.72683E+002	7.74459E+002	1.77600E+000	5.53631E-001	7.97300E-001	2.42830E-009	1.37220E-009	3.09100E-010
351	14	28	1	1.34000E-002	2.40000E-003	2.00000E-003	4.14230E-009	1.70000E-009	9.17910E-009	3.45700E+000	7.79231E+002	7.80537E+002	1.30650E+000	5.52059E-001	7.98300E-001	2.11450E-009	1.71640E-009	4.96400E-010
353	16	28	1	1.35000E-002	2.40000E-003	1.90000E-003	3.89640E-009	1.80000E-009	3.44690E-009	3.46090E+000	7.80844E+002	7.83076E+002	2.23180E+000	5.49110E-001	7.97200E-001	1.73510E-009	2.11210E-009	2.81000E-011

1	15	5	3	1.28000E-002	-5.00000E-004	-8.00000E-004	1.39320E-005
2	19	7	1	1.28000E-002	-5.00000E-004	-8.00000E-004	4.20000E-009	1.20000E-009	2.08950E-009	3.47570E+000	7.72113E+002	7.74007E+002	1.89320E+000	5.57448E-001	8.00500E-001	2.94910E-009	1.30940E-009	2.12690E-009
5	17	7	1	1.32000E-002	-3.00000E-004	-6.00000E-004	3.72920E-009	1.60000E-009	1.12437E-008	3.45570E+000	7.80136E+002	7.82493E+002	2.35680E+000	5.54830E-001	7.99800E-001	1.51090E-009	2.04500E-009	1.03100E-010
9	15	7	1	1.32000E-002	-3.00000E-004	-5.00000E-004	3.76200E-009	1.50000E-009	2.41740E-009	3.45460E+000	7.83222E+002	7.84204E+002	9.81400E-001	5.54467E-001	8.00000E-001	1.30470E-009	1.95130E-009	6.46500E-010
13	13	7	1	1.32000E-002	-3.00000E-004	-5.00000E-004	3.67300E-009	1.70000E-009	1.98640E-009	3.47460E+000	7.80704E+002	7.83481E+002	2.77660E+000	5.49491E-001	8.00800E-001	1.43120E-009	1.90440E-009	1.78960E-009
16	11	7	1	1.35000E-002	-2.00000E-004	-6.00000E-004	3.52540E-009	1.90000E-009	1.05316E-008	3.52730E+000	7.69456E+002	7.72431E+002	2.97540E+000	5.56692E-001	8.01100E-001	1.69360E-009	1.98870E-009	1.87400E-010
22	9	9	1	1.32000E-002	-2.00000E-004	-6.00000E-004	3.57460E-009	1.60000E-009	2.93270E-009	3.50110E+000	7.75751E+002	7.77800E+002	2.04960E+000	5.55574E-001	7.98800E-001	1.48040E-009	1.92080E-009	6.93400E-010
26	11	9	1	1.32000E-002	-2.00000E-004	-5.00000E-004	3.97280E-009	1.70000E-009	5.44380E-009	3.47420E+000	7.88719E+002	7.91110E+002	2.39090E+000	5.52086E-001	7.98800E-001	1.53430E-009	1.83180E-009	3.46700E-010
30	13	9	1	1.32000E-002	-2.00000E-004	-5.00000E-004	4.21870E-009	1.60000E-009	7.43020E-009	3.46820E+000	7.80437E+002	7.82017E+002	1.58000E+000	5.72440E-001	7.98400E-001	1.45700E-009	1.77560E-009	6.09000E-010
34	15	9	1	1.31000E-002	-2.00000E-004	-5.00000E-004	4.59350E-009	1.70000E-009	6.81180E-009	3.45040E+000	7.74742E+002	7.75997E+002	1.25500E+000	5.76323E-001	7.99500E-001	1.74750E-009	1.90440E-009	2.99800E-010
38	17	9	1	1.31000E-002	-3.00000E-004	-5.00000E-004	4.18130E-009	1.70000E-009	4.13210E-009	3.44330E+000	7.69574E+002	7.71279E+002	1.70510E+000	5.74591E-001	7.99800E-001	1.53430E-009	1.86460E-009	6.27800E-010
42	19	9	1	1.31000E-002	-2.00000E-004	-5.00000E-004	3.98450E-009	1.60000E-009	2.62350E-009	3.44440E+000	7.83762E+002	7.85115E+002	1.35330E+000	5.65064E-001	7.99500E-001	1.54600E-009	2.20190E-009	9.83800E-010
44	21	9	1	1.28000E-002	-5.00000E-004	-8.00000E-004	4.48110E-009	1.10000E-009	3.48560E-009	3.45710E+000	7.78731E+002	7.81229E+002	2.49770E+000	5.53044E-001	7.98900E-001	2.58140E-009	1.37030E-009	2.40800E-009
47	21	11	1	1.32000E-002	-2.00000E-004	-6.00000E-004	3.82050E-009	1.60000E-009	1.00260E-009	3.45350E+000	7.81180E+002	7.82833E+002	1.65300E+000	5.64785E-001	7.99300E-001	1.67020E-009	1.94420E-009	1.58350E-009
51	19	11	1	1.31000E-002	-2.00000E-004	-5.00000E-004	4.78560E-009	1.70000E-009	1.74280E-009	3.44550E+000	7.65519E+002	7.67117E+002	1.59770E+000	5.73872E-001	7.99300E-001	1.47340E-009	2.00050E-009	5.06000E-010
55	17	11	1	1.32000E-002	-2.00000E-004	-5.00000E-004	5.15340E-009	1.70000E-009	6.69471E-008	3.44330E+000	7.61824E+002	7.63379E+002	1.55560E+000	5.72458E-001	7.98700E-001	1.27190E-009	1.83650E-009	9.27600E-010
59	15	11	1	1.32000E-002	-2.00000E-004	-6.00000E-004	5.51650E-009	1.90000E-009	9.71650E-009	3.44910E+000	7.65506E+002	7.67099E+002	1.59280E+000	5.73324E-001	7.98100E-001	1.62570E-009	1.67950E-009	7.68300E-010
63	13	11	1	1.32000E-002	-2.00000E-004	-5.00000E-004	5.24010E-009	2.00000E-009	6.60570E-009	3.46330E+000	7.72203E+002	7.73647E+002	1.44340E+000	5.69089E-001	7.99100E-001	1.78730E-009	1.85050E-009	1.96800E-010
67	11	11	1	1.32000E-002	-2.00000E-004	-5.00000E-004	4.08520E-009	1.90000E-009	7.20540E-009	3.47660E+000	7.81469E+002	7.82914E+002	1.44590E+000	5.69128E-001	7.98300E-001	1.53430E-009	1.97700E-009	7.77700E-010
71	9	11	1	1.32000E-002	-2.00000E-004	-5.00000E-004	3.58390E-009	1.70000E-009	4.40380E-009	3.47090E+000	7.87984E+002	7.89339E+002	1.35440E+000	5.54547E-001	7.98900E-001	1.52960E-009	2.00280E-009	4.77900E-010
75	7	11	1	1.31000E-002	-2.00000E-004	-5.00000E-004	4.96130E-009	2.00000E-009	1.67907E-008	3.53940E+000	7.27613E+002	7.32030E+002	4.41760E+000	5.62036E-001	8.01500E-001	1.93490E-009	2.00280E-009	6.56000E-011
81	7	13	1	1.32000E-002	-3.00000E-004	-6.00000E-004	3.64250E-009	1.70000E-009	3.56990E-009	3.48300E+000	7.79926E+002	7.80695E+002	7.69300E-001	5.53912E-001	7.97700E-001	1.60930E-009	1.67020E-009	1.29300E-009
85	9	13	1	1.32000E-002	-2.00000E-004	-5.00000E-004	4.48810E-009	1.70000E-009	3.01710E-009	3.47500E+000	7.74854E+002	7.76800E+002	1.94620E+000	5.65563E-001	7.98400E-001	1.62100E-009	1.81070E-009	1.47110E-009
89	11	13	1	1.31000E-002	-2.00000E-004	-5.00000E-004	5.53050E-009	1.80000E-009	3.00770E-009	3.47860E+000	7.73649E+002	7.75193E+002	1.54410E+000	5.63743E-001	7.98700E-001	1.62330E-009	1.87400E-009	1.41480E-009
93	13	13	1	1.31000E-002	-2.00000E-004	-6.00000E-004	6.31520E-009	1.70000E-009	8.97630E-009	3.45820E+000	7.69152E+002	7.70929E+002	1.77710E+000	5.69795E-001	7.98500E-001	1.61390E-009	2.18080E-009	8.99500E-010
97	15	13	1	1.32000E-002	-2.00000E-004	-5.00000E-004	6.12550E-009	1.60000E-009	4.28200E-009	3.44480E+000	7.67394E+002	7.68924E+002	1.52990E+000	5.75446E-001	7.99000E-001	1.44290E-009	1.89740E-009	1.13370E-009
101	17	13	1	1.31000E-002	-2.00000E-004	-5.00000E-004	6.14890E-009	1.70000E-009	3.17640E-009	3.46190E+000	7.67206E+002	7.68635E+002	1.42890E+000	5.70732E-001	7.98800E-001	1.63500E-009	1.80840E-009	1.30240E-009
105	19	13	1	1.32000E-002	-1.00000E-004	-5.00000E-004	5.30800E-009	1.70000E-009	1.80840E-009	3.45360E+000	7.61497E+002	7.62996E+002	1.49890E+000	5.65570E-001	7.98900E-001	1.50390E-009	2.00510E-009	1.38670E-009
109	21	13	1	1.32000E-002	-3.00000E-004	-5.00000E-004	4.14610E-009	1.70000E-009	9.55700E-010	3.45390E+000	7.73028E+002	7.74400E+002	1.37270E+000	5.61005E-001	7.98600E-001	1.52260E-009	1.96530E-009	1.58350E-009
112	23	13	1	1.31000E-002	-4.00000E-004	-7.00000E-004	3.86970E-009	1.60000E-009	3.10140E-009	3.46700E+000	7.85806E+002	7.87802E+002	1.99590E+000	5.51023E-001	7.98500E-001	1.76150E-009	1.90910E-009	4.40400E-010
115	23	15	1	1.32000E-002	-2.00000E-004	-5.00000E-004	3.43400E-009	1.50000E-009	1.05880E-009	3.47030E+000	7.91014E+002	7.92979E+002	1.96470E+000	5.57133E-001	7.99500E-001	1.41950E-009	1.78490E-009	1.52730E-009
119	21	15	1	1.33000E-002	-2.00000E-004	-5.00000E-004	4.41550E-009	1.70000E-009	1.12400E-010	3.46470E+000	7.76632E+002	7.78392E+002	1.76030E+000	5.63639E-001	7.98900E-001	1.38910E-009	1.85990E-009	2.09880E-009
123	19	15	1	1.31000E-002	-1.00000E-004	-5.00000E-004	5.92640E-009	1.80000E-009	1.55540E-009	3.46080E+000	7.70502E+002	7.71988E+002	1.48630E+000	5.64961E-001	7.98700E-001	1.52730E-009	1.77090E-009	1.95830E-009
127	17	15	1	1.33000E-002	-2.00000E-004	-5.00000E-004	5.86780E-009	1.70000E-009	4.98470E-009	3.44160E+000	7.64999E+002	7.67029E+002	2.03060E+000	5.66471E-001	7.98800E-001	1.45230E-009	1.85290E-009	9.08900E-010
131	15	15	1	1.33000E-002	-2.00000E-004	-5.00000E-004	6.31060E-009	1.70000E-009	8.99500E-010	3.43580E+000	7.64850E+002	7.66321E+002	1.47120E+000	5.72698E-001	7.97400E-001	1.64670E-009	1.89500E-009	6.46500E-010
