Program name	H0192AB_E4_CP1.dll
Lot number	C146419.00-CPTSTE07-250312-170641@CP
Wafer number	09
Date	2025/03/12
Time	17:09:38

No.U	X	Y	Bin	CONT@D	CONT@G	CONT@S	IGSS1	IGSSR1	IDSS1	VTH	BVDSS1	BVDSS2	BV2-BV1	RDSON1	VFSDS	IGSS2	IGSSR2	IDSS3
80	8	12	1	1.33000E-002	2.40000E-003	2.10000E-003	3.81450E-009	1.70000E-009	3.28760E-009	3.47130E+000	7.81886E+002	7.83864E+002	1.97840E+000	5.55342E-001	7.97100E-001	1.67430E-009	2.17540E-009	1.35810E-009
84	10	12	1	1.32000E-002	2.40000E-003	2.00000E-003	4.58250E-009	1.80000E-009	2.73500E-009	3.47400E+000	7.68715E+002	7.70133E+002	1.41850E+000	5.76671E-001	7.96400E-001	1.92010E-009	1.91310E-009	1.68600E-009
88	12	12	1	1.32000E-002	2.50000E-003	2.10000E-003	5.35290E-009	1.90000E-009	2.64130E-009	3.47550E+000	7.51496E+002	7.52950E+002	1.45380E+000	5.84177E-001	7.96900E-001	1.67190E-009	2.13090E-009	1.64850E-009
92	14	12	1	1.32000E-002	2.40000E-003	2.00000E-003	6.26150E-009	2.20000E-009	3.98070E-009	3.46890E+000	7.49999E+002	7.51947E+002	1.94810E+000	5.85848E-001	7.97200E-001	1.57360E-009	1.99740E-009	1.49860E-009
96	16	12	1	1.31000E-002	2.50000E-003	2.10000E-003	6.00390E-009	1.90000E-009	3.34380E-009	3.46170E+000	7.56451E+002	7.58049E+002	1.59840E+000	5.87386E-001	7.96900E-001	1.96460E-009	2.19410E-009	1.45180E-009
100	18	12	1	1.33000E-002	2.50000E-003	2.00000E-003	5.49810E-009	2.00000E-009	4.57080E-009	3.47280E+000	7.59157E+002	7.60812E+002	1.65540E+000	5.79292E-001	7.96600E-001	1.38860E-009	2.13320E-009	1.92010E-009
104	20	12	1	1.32000E-002	2.60000E-003	2.00000E-003	4.80970E-009	1.90000E-009	3.75000E-011	3.45830E+000	7.63587E+002	7.65248E+002	1.66080E+000	5.78254E-001	7.96900E-001	1.70700E-009	2.18710E-009	2.37910E-009
108	22	12	1	1.32000E-002	2.50000E-003	2.10000E-003	3.88240E-009	1.80000E-009	1.08650E-009	3.46170E+000	7.82593E+002	7.84434E+002	1.84060E+000	5.58370E-001	7.96600E-001	1.36980E-009	2.22690E-009	1.54550E-009
114	24	14	1	1.32000E-002	2.50000E-003	2.00000E-003	2.90360E-009	1.80000E-009	3.49370E-009	3.46570E+000	7.72317E+002	7.74079E+002	1.76130E+000	5.47805E-001	7.96000E-001	1.44950E-009	1.86860E-009	8.99200E-010
118	22	14	1	1.32000E-002	2.50000E-003	2.10000E-003	3.85430E-009	2.10000E-009	1.80770E-009	3.47070E+000	7.73131E+002	7.74593E+002	1.46210E+000	5.70698E-001	7.96800E-001	1.59230E-009	2.16600E-009	1.30190E-009
122	20	14	1	1.32000E-002	2.40000E-003	2.10000E-003	5.38100E-009	1.90000E-009	1.59200E-010	3.47400E+000	7.59355E+002	7.61301E+002	1.94550E+000	5.72725E-001	7.96400E-001	1.22470E-009	2.07700E-009	8.61700E-010
126	18	14	1	1.32000E-002	2.40000E-003	2.10000E-003	6.47460E-009	1.90000E-009	5.33900E-010	3.47780E+000	7.65302E+002	7.67559E+002	2.25650E+000	5.75388E-001	7.97100E-001	1.68830E-009	2.28310E-009	1.99510E-009
130	16	14	1	1.32000E-002	2.40000E-003	2.10000E-003	6.33410E-009	1.60000E-009	1.25510E-009	3.45610E+000	7.62908E+002	7.64421E+002	1.51250E+000	5.77469E-001	7.96100E-001	1.48930E-009	2.12380E-009	2.20110E-009
134	14	14	1	1.32000E-002	2.50000E-003	2.00000E-003	6.55420E-009	1.80000E-009	1.37690E-009	3.45280E+000	7.57881E+002	7.59372E+002	1.49090E+000	5.82152E-001	7.95900E-001	1.29260E-009	2.23390E-009	1.67660E-009
138	12	14	1	1.32000E-002	2.40000E-003	2.10000E-003	6.46050E-009	1.80000E-009	2.42590E-009	3.47090E+000	7.49900E+002	7.51362E+002	1.46260E+000	5.80556E-001	7.96700E-001	1.46350E-009	2.02320E-009	1.43310E-009
142	10	14	1	1.32000E-002	2.60000E-003	2.00000E-003	5.29200E-009	2.00000E-009	1.60170E-009	3.47300E+000	7.53204E+002	7.54859E+002	1.65560E+000	5.75539E-001	7.96400E-001	1.60400E-009	1.98570E-009	5.33900E-010
146	8	14	1	1.32000E-002	2.50000E-003	2.10000E-003	4.19620E-009	2.10000E-009	1.70470E-009	3.48300E+000	7.75946E+002	7.77609E+002	1.66310E+000	5.71528E-001	7.96800E-001	1.51740E-009	2.06060E-009	1.61100E-009
149	6	14	1	1.35000E-002	2.30000E-003	1.90000E-003	4.07670E-009	1.80000E-009	5.76040E-009	3.53340E+000	7.35929E+002	7.40127E+002	4.19780E+000	5.71912E-001	7.99200E-001	1.66250E-009	2.15660E-009	4.68000E-011
152	6	16	1	1.33000E-002	2.40000E-003	2.00000E-003	4.16570E-009	1.70000E-009	1.94820E-009	3.51430E+000	7.68321E+002	7.69819E+002	1.49750E+000	5.65219E-001	7.98300E-001	1.67890E-009	2.17300E-009	8.43000E-010
156	8	16	1	1.32000E-002	2.50000E-003	2.10000E-003	4.03230E-009	2.00000E-009	1.16140E-009	3.48030E+000	7.68969E+002	7.70580E+002	1.61070E+000	5.78350E-001	7.97000E-001	1.57120E-009	2.07940E-009	1.58290E-009
160	10	16	1	1.32000E-002	2.50000E-003	2.10000E-003	5.42080E-009	1.70000E-009	1.59200E-010	3.48150E+000	7.50597E+002	7.52391E+002	1.79400E+000	5.81923E-001	7.97700E-001	1.48690E-009	1.89670E-009	1.68600E-010
164	12	16	1	1.32000E-002	2.50000E-003	2.10000E-003	6.28720E-009	1.80000E-009	3.93400E-010	3.46870E+000	7.56730E+002	7.58131E+002	1.40130E+000	5.77827E-001	7.96900E-001	1.86390E-009	2.03490E-009	2.07000E-009
168	14	16	1	1.32000E-002	2.50000E-003	2.10000E-003	6.39730E-009	2.00000E-009	1.49900E-010	3.42320E+000	7.58615E+002	7.60140E+002	1.52520E+000	5.72793E-001	7.94800E-001	1.57820E-009	2.32760E-009	9.55400E-010
172	16	16	1	1.31000E-002	2.50000E-003	2.10000E-003	6.52840E-009	1.60000E-009	1.79840E-009	3.44900E+000	7.64455E+002	7.66354E+002	1.89870E+000	5.66644E-001	7.94900E-001	1.31830E-009	1.90370E-009	1.18020E-009
176	18	16	1	1.31000E-002	2.50000E-003	2.10000E-003	6.19360E-009	1.90000E-009	6.56000E-011	3.45760E+000	7.65661E+002	7.67473E+002	1.81290E+000	5.71442E-001	7.97100E-001	1.54310E-009	1.99270E-009	1.46120E-009
180	20	16	1	1.33000E-002	2.40000E-003	2.10000E-003	5.58710E-009	2.00000E-009	1.34880E-009	3.47240E+000	7.56701E+002	7.58540E+002	1.83940E+000	5.77772E-001	7.96900E-001	1.72110E-009	2.16600E-009	1.06780E-009
184	22	16	1	1.32000E-002	2.50000E-003	2.00000E-003	4.21020E-009	1.70000E-009	3.18500E-010	3.47100E+000	7.73064E+002	7.74516E+002	1.45210E+000	5.76356E-001	7.96800E-001	1.53140E-009	1.91080E-009	5.43300E-010
188	24	16	1	1.32000E-002	2.50000E-003	2.10000E-003	3.48900E-009	1.90000E-009	4.49600E-010	3.46280E+000	7.80635E+002	7.82554E+002	1.91880E+000	5.53396E-001	7.96600E-001	1.67430E-009	1.98570E-009	7.58700E-010
192	24	18	1	1.31000E-002	2.50000E-003	2.00000E-003	3.76060E-009	2.10000E-009	9.92800E-010	3.44580E+000	7.82117E+002	7.83959E+002	1.84280E+000	5.55737E-001	7.96600E-001	1.57120E-009	1.83110E-009	1.06780E-009
196	22	18	1	1.33000E-002	2.60000E-003	2.00000E-003	4.16570E-009	1.80000E-009	5.52600E-010	3.45700E+000	7.75997E+002	7.77511E+002	1.51420E+000	5.76439E-001	7.97100E-001	1.42840E-009	1.98100E-009	1.33000E-009
200	20	18	1	1.32000E-002	2.60000E-003	2.00000E-003	5.43960E-009	1.70000E-009	1.87330E-009	3.46890E+000	7.64229E+002	7.66061E+002	1.83260E+000	5.78037E-001	7.97000E-001	1.68360E-009	2.09110E-009	1.28320E-009
204	18	18	1	1.31000E-002	2.50000E-003	2.10000E-003	6.25210E-009	1.80000E-009	1.87000E-011	3.45400E+000	7.66507E+002	7.68022E+002	1.51490E+000	5.70304E-001	7.97000E-001	1.61100E-009	2.03950E-009	1.81710E-009
208	16	18	1	1.32000E-002	2.60000E-003	2.10000E-003	5.97350E-009	1.60000E-009	1.77030E-009	3.44430E+000	7.65663E+002	7.67435E+002	1.77280E+000	5.55994E-001	7.94500E-001	1.28790E-009	2.29010E-009	2.26670E-009
212	14	18	1	1.32000E-002	2.50000E-003	2.00000E-003	6.56350E-009	1.70000E-009	1.83580E-009	3.44470E+000	7.60662E+002	7.62326E+002	1.66410E+000	5.70952E-001	7.94700E-001	1.39090E-009	2.12850E-009	4.30900E-010
216	12	18	1	1.32000E-002	2.60000E-003	2.10000E-003	6.60800E-009	1.80000E-009	1.21800E-010	3.47120E+000	7.59752E+002	7.61180E+002	1.42850E+000	5.77328E-001	7.97300E-001	1.68360E-009	1.83820E-009	8.80400E-010
220	10	18	1	1.32000E-002	2.60000E-003	2.10000E-003	5.50980E-009	1.70000E-009	6.56000E-011	3.48070E+000	7.50871E+002	7.52701E+002	1.83020E+000	5.83264E-001	7.97300E-001	1.27850E-009	2.02550E-009	8.05500E-010
224	8	18	1	1.32000E-002	2.50000E-003	2.10000E-003	4.05100E-009	1.90000E-009	2.38840E-009	3.47640E+000	7.68774E+002	7.70880E+002	2.10630E+000	5.78407E-001	7.97000E-001	1.58290E-009	2.06530E-009	1.17080E-009
227	6	18	1	1.35000E-002	2.40000E-003	2.00000E-003	3.25950E-009	1.90000E-009	9.64700E-010	3.51840E+000	7.70245E+002	7.72232E+002	1.98630E+000	5.64373E-001	7.99100E-001	1.82650E-009	2.07230E-009	6.46300E-010
229	6	20	1	1.35000E-002	2.40000E-003	1.90000E-003	3.46790E-009	1.80000E-009	2.62300E-010	3.53420E+000	7.54114E+002	7.57779E+002	3.66440E+000	5.71791E-001	7.98800E-001	1.56190E-009	2.01140E-009	3.09100E-010
232	8	20	1	1.32000E-002	2.50000E-003	2.10000E-003	3.78400E-009	1.60000E-009	1.70470E-009	3.47540E+000	7.71665E+002	7.73413E+002	1.74850E+000	5.76692E-001	7.97300E-001	1.18490E-009	1.77490E-009	1.31100E-010
236	10	20	1	1.31000E-002	2.60000E-003	2.10000E-003	5.70180E-009	1.90000E-009	4.59000E-010	3.47930E+000	7.51703E+002	7.53133E+002	1.43010E+000	5.84879E-001	7.97300E-001	1.74920E-009	1.91540E-009	3.75000E-011
240	12	20	1	1.32000E-002	2.60000E-003	2.00000E-003	7.03190E-009	1.90000E-009	1.27380E-009	3.47380E+000	7.55724E+002	7.57230E+002	1.50590E+000	5.82770E-001	7.97200E-001	1.63440E-009	1.91780E-009	4.21500E-010
244	14	20	1	1.32000E-002	2.50000E-003	2.10000E-003	6.39730E-009	1.70000E-009	1.53610E-009	3.44660E+000	7.62191E+002	7.63478E+002	1.28650E+000	5.76967E-001	7.94800E-001	1.46580E-009	2.02780E-009	6.36900E-010
248	16	20	1	1.33000E-002	2.50000E-003	2.10000E-003	6.45580E-009	1.90000E-009	4.59000E-010	3.43720E+000	7.63289E+002	7.64728E+002	1.43920E+000	5.72553E-001	7.94600E-001	1.46120E-009	2.51960E-009	1.49860E-009
252	18	20	1	1.32000E-002	2.60000E-003	2.10000E-003	6.06240E-009	1.50000E-009	1.05840E-009	3.46690E+000	7.67486E+002	7.69136E+002	1.65020E+000	5.73897E-001	7.97200E-001	1.27850E-009	1.95760E-009	5.80700E-010
256	20	20	1	1.31000E-002	2.60000E-003	2.10000E-003	5.45600E-009	1.70000E-009	1.18950E-009	3.46230E+000	7.66570E+002	7.68381E+002	1.81090E+000	5.74062E-001	7.96800E-001	1.60400E-009	2.13560E-009	6.46300E-010
260	22	20	1	1.32000E-002	2.50000E-003	2.10000E-003	4.54980E-009	1.70000E-009	1.31130E-009	3.44920E+000	7.78993E+002	7.80351E+002	1.35790E+000	5.76404E-001	7.96700E-001	1.44240E-009	1.87090E-009	1.16140E-009
267	22	22	1	1.33000E-002	2.50000E-003	2.00000E-003	4.03930E-009	1.70000E-009	8.89800E-010	3.47300E+000	7.83960E+002	7.85464E+002	1.50330E+000	5.68661E-001	7.97000E-001	1.68130E-009	2.27600E-009	6.36900E-010
271	20	22	1	1.31000E-002	2.60000E-003	2.10000E-003	4.90330E-009	1.70000E-009	1.21800E-010	3.47200E+000	7.70081E+002	7.71657E+002	1.57640E+000	5.77634E-001	7.97100E-001	1.35350E-009	1.89200E-009	1.00220E-009
275	18	22	1	1.33000E-002	2.50000E-003	2.10000E-003	5.78850E-009	1.70000E-009	1.69530E-009	3.48230E+000	7.75299E+002	7.77284E+002	1.98460E+000	5.72134E-001	7.97400E-001	1.66960E-009	2.15430E-009	3.65300E-010
279	16	22	1	1.32000E-002	2.50000E-003	2.10000E-003	6.30830E-009	1.60000E-009	0.00000E+000	3.45730E+000	7.64866E+002	7.66430E+002	1.56440E+000	5.75729E-001	7.96500E-001	1.40500E-009	2.02320E-009	2.13560E-009
283	14	22	1	1.32000E-002	2.50000E-003	2.00000E-003	6.48860E-009	1.80000E-009	8.24200E-010	3.46730E+000	7.59693E+002	7.60960E+002	1.26740E+000	5.80412E-001	7.97100E-001	1.41670E-009	2.13790E-009	1.74220E-009
287	12	22	1	1.32000E-002	2.50000E-003	2.00000E-003	6.45350E-009	1.70000E-009	5.90100E-010	3.46850E+000	7.48694E+002	7.50198E+002	1.50450E+000	5.82076E-001	7.97000E-001	1.31600E-009	1.95060E-009	6.56000E-011
291	10	22	1	1.32000E-002	2.50000E-003	2.00000E-003	5.09300E-009	1.70000E-009	1.19890E-009	3.47860E+000	7.59983E+002	7.61614E+002	1.63110E+000	5.83846E-001	7.97200E-001	1.55720E-009	2.07230E-009	1.01160E-009
295	8	22	1	1.31000E-002	2.50000E-003	2.10000E-003	3.59910E-009	1.80000E-009	9.55400E-010	3.46780E+000	7.83498E+002	7.85382E+002	1.88350E+000	5.64758E-001	7.97200E-001	1.32540E-009	1.83110E-009	1.09590E-009
298	8	24	1	1.36000E-002	2.50000E-003	2.00000E-003	3.52650E-009	1.80000E-009	3.12840E-009	3.48940E+000	7.74956E+002	7.76938E+002	1.98140E+000	5.65288E-001	7.97800E-001	2.02780E-009	1.93890E-009	5.80700E-010
301	10	24	1	1.32000E-002	2.40000E-003	2.10000E-003	4.75580E-009	1.70000E-009	4.29920E-009	3.47530E+000	7.71072E+002	7.72830E+002	1.75790E+000	5.76405E-001	7.97300E-001	1.30190E-009	1.81470E-009	1.53610E-009
305	12	24	1	1.32000E-002	2.50000E-003	2.00000E-003	5.46770E-009	1.80000E-009	5.62000E-010	3.46930E+000	7.60383E+002	7.61824E+002	1.44180E+000	5.83325E-001	7.97000E-001	1.55720E-009	1.92710E-009	3.46600E-010
309	14	24	1	1.32000E-002	2.50000E-003	2.00000E-003	6.01560E-009	1.90000E-009	7.02500E-010	3.46780E+000	7.62897E+002	7.64551E+002	1.65400E+000	5.77002E-001	7.96700E-001	1.63680E-009	1.78430E-009	2.90400E-010
313	16	24	1	1.32000E-002	2.40000E-003	2.10000E-003	5.19600E-009	1.80000E-009	3.84000E-010	3.46070E+000	7.66665E+002	7.68750E+002	2.08470E+000	5.68842E-001	7.96500E-001	1.61810E-009	2.14490E-009	1.47990E-009
317	18	24	1	1.32000E-002	2.50000E-003	2.10000E-003	4.72770E-009	1.90000E-009	6.55700E-010	3.47960E+000	7.72701E+002	7.74334E+002	1.63320E+000	5.77041E-001	7.98300E-001	1.71170E-009	1.88500E-009	9.55400E-010
321	20	24	1	1.32000E-002	2.50000E-003	2.10000E-003	4.10950E-009	1.70000E-009	1.80770E-009	3.47170E+000	7.78655E+002	7.80075E+002	1.42060E+000	5.74680E-001	7.97600E-001	1.53610E-009	2.08870E-009	1.52670E-009
325	22	24	1	1.34000E-002	2.40000E-003	2.00000E-003	4.31090E-009	1.90000E-009	5.43300E-010	3.46640E+000	7.82697E+002	7.84544E+002	1.84770E+000	5.57032E-001	7.97200E-001	1.61340E-009	1.99040E-009	4.68300E-010
328	20	26	1	1.34000E-002	2.40000E-003	2.00000E-003	4.49590E-009	2.00000E-009	8.89800E-010	3.44640E+000	7.83334E+002	7.85300E+002	1.96570E+000	5.58237E-001	7.96800E-001	1.58760E-009	1.94350E-009	6.56000E-011
331	18	26	1	1.32000E-002	2.50000E-003	2.10000E-003	4.03460E-009	1.80000E-009	4.68300E-010	3.47230E+000	7.83474E+002	7.84916E+002	1.44180E+000	5.67915E-001	7.97800E-001	1.55950E-009	2.21050E-009	1.12400E-009
335	16	26	1	1.32000E-002	2.40000E-003	2.10000E-003	4.21260E-009	1.60000E-009	2.93170E-009	3.46430E+000	7.77995E+002	7.79828E+002	1.83230E+000	5.70443E-001	7.97600E-001	1.44240E-009	1.87330E-009	2.01380E-009
339	14	26	1	1.32000E-002	2.50000E-003	2.10000E-003	4.62470E-009	1.80000E-009	7.77400E-010	3.46000E+000	7.72431E+002	7.74202E+002	1.77160E+000	5.75151E-001	7.97400E-001	1.48220E-009	2.10510E-009	1.52670E-009
343	12	26	1	1.33000E-002	2.50000E-003	2.10000E-003	4.54980E-009	1.90000E-009	1.40500E-010	3.46140E+000	7.75726E+002	7.77594E+002	1.86730E+000	5.71828E-001	7.97500E-001	1.68830E-009	2.34860E-009	8.33600E-010
347	10	26	1	1.31000E-002	2.50000E-003	2.00000E-003	3.96440E-009	1.80000E-009	4.35540E-009	3.46800E+000	7.77932E+002	7.79875E+002	1.94320E+000	5.63291E-001	7.98500E-001	1.73510E-009	2.23390E-009	1.08650E-009
349	12	28	1	1.46000E-002	2.40000E-003	1.90000E-003	4.34370E-009	1.00000E-009	1.58290E-009	3.47480E+000	7.68574E+002	7.70678E+002	2.10430E+000	5.66928E-001	7.97700E-001	2.23620E-009	1.29490E-009	5.62000E-010
351	14	28	1	1.34000E-002	2.40000E-003	2.00000E-003	3.54290E-009	1.70000E-009	2.31350E-009	3.45780E+000	7.77993E+002	7.79979E+002	1.98630E+000	5.61370E-001	7.98200E-001	2.02320E-009	1.87330E-009	4.68000E-011
353	16	28	1	1.34000E-002	2.40000E-003	1.90000E-003	3.60370E-009	1.50000E-009	8.89800E-010	3.46580E+000	7.80383E+002	7.82223E+002	1.84040E+000	5.59598E-001	7.97800E-001	1.95520E-009	1.74450E-009	7.21200E-010

1	15	5	3	1.28000E-002	-3.00000E-004	-8.00000E-004	1.39320E-005
2	19	7	1	1.28000E-002	-5.00000E-004	-8.00000E-004	3.95870E-009	1.20000E-009	8.64830E-009	3.48710E+000	7.57466E+002	7.60083E+002	2.61690E+000	5.71906E-001	7.99600E-001	2.41740E-009	1.34460E-009	8.62000E-010
5	17	7	1	1.32000E-002	-2.00000E-004	-6.00000E-004	3.27010E-009	1.80000E-009	2.80160E-009	3.45990E+000	7.73700E+002	7.75366E+002	1.66630E+000	5.65465E-001	7.99400E-001	1.36560E-009	1.90680E-009	1.16190E-009
9	15	7	1	1.32000E-002	-2.00000E-004	-5.00000E-004	3.58860E-009	1.80000E-009	2.13630E-009	3.45500E+000	7.75536E+002	7.78348E+002	2.81220E+000	5.64064E-001	8.00200E-001	1.40310E-009	2.18780E-009	1.48040E-009
13	13	7	1	1.31000E-002	-2.00000E-004	-6.00000E-004	3.30290E-009	1.60000E-009	8.99500E-010	3.47450E+000	7.75626E+002	7.77867E+002	2.24060E+000	5.61115E-001	8.00600E-001	1.58820E-009	2.01680E-009	1.00260E-009
16	11	7	1	1.35000E-002	-3.00000E-004	-6.00000E-004	3.17400E-009	1.60000E-009	5.35950E-009	3.52010E+000	7.52604E+002	7.55409E+002	2.80500E+000	5.64719E-001	8.01400E-001	2.11760E-009	2.01920E-009	1.88330E-009
22	9	9	1	1.32000E-002	-3.00000E-004	-6.00000E-004	3.16700E-009	1.80000E-009	9.89450E-009	3.50240E+000	7.66125E+002	7.67797E+002	1.67220E+000	5.57289E-001	7.99900E-001	1.71000E-009	1.90680E-009	5.06000E-010
26	11	9	1	1.32000E-002	-1.00000E-004	-6.00000E-004	3.78770E-009	1.70000E-009	1.57410E-009	3.47320E+000	7.86136E+002	7.88329E+002	2.19280E+000	5.56099E-001	7.99400E-001	1.72170E-009	1.76390E-009	1.31180E-009
30	13	9	1	1.33000E-002	-2.00000E-004	-6.00000E-004	3.94470E-009	1.50000E-009	2.01544E-008	3.47410E+000	7.70577E+002	7.72760E+002	2.18340E+000	5.77083E-001	7.99000E-001	1.55070E-009	1.69590E-009	5.90300E-010
34	15	9	1	1.33000E-002	-2.00000E-004	-5.00000E-004	4.64040E-009	1.90000E-009	3.82290E-009	3.46040E+000	7.63624E+002	7.65339E+002	1.71570E+000	5.83665E-001	7.99500E-001	1.56480E-009	2.16210E-009	1.23680E-009
38	17	9	1	1.32000E-002	-2.00000E-004	-5.00000E-004	4.26790E-009	1.70000E-009	3.56050E-009	3.45230E+000	7.62677E+002	7.64192E+002	1.51510E+000	5.81898E-001	7.99700E-001	1.71700E-009	2.11760E-009	2.90500E-010
42	19	9	1	1.32000E-002	-2.00000E-004	-5.00000E-004	3.77840E-009	1.50000E-009	5.09720E-009	3.45160E+000	7.73890E+002	7.75629E+002	1.73850E+000	5.72117E-001	7.99200E-001	1.50620E-009	2.01680E-009	4.31000E-010
44	21	9	1	1.28000E-002	-4.00000E-004	-7.00000E-004	4.43660E-009	1.30000E-009	2.32370E-009	3.46510E+000	7.72272E+002	7.74135E+002	1.86260E+000	5.58403E-001	7.97300E-001	2.51810E-009	1.56010E-009	1.40550E-009
47	21	11	1	1.32000E-002	-2.00000E-004	-6.00000E-004	3.64250E-009	1.80000E-009	5.64060E-009	3.45940E+000	7.74950E+002	7.76333E+002	1.38270E+000	5.68618E-001	7.98400E-001	1.56240E-009	1.87630E-009	1.33990E-009
51	19	11	1	1.31000E-002	-2.00000E-004	-5.00000E-004	4.38040E-009	1.90000E-009	5.08780E-009	3.45890E+000	7.59544E+002	7.61112E+002	1.56790E+000	5.82868E-001	7.99200E-001	1.60930E-009	1.76390E-009	1.59290E-009
55	17	11	1	1.32000E-002	-2.00000E-004	-6.00000E-004	5.34550E-009	1.80000E-009	1.79619E-008	3.46140E+000	7.50548E+002	7.52061E+002	1.51220E+000	5.84431E-001	7.98800E-001	1.38200E-009	1.75680E-009	1.02130E-009
59	15	11	1	1.32000E-002	-2.00000E-004	-5.00000E-004	5.40170E-009	1.80000E-009	6.17470E-009	3.45810E+000	7.49699E+002	7.51254E+002	1.55430E+000	5.87245E-001	7.98500E-001	1.60690E-009	1.92780E-009	3.09200E-010
63	13	11	1	1.33000E-002	-2.00000E-004	-5.00000E-004	5.13000E-009	1.70000E-009	2.84840E-009	3.47560E+000	7.56960E+002	7.58842E+002	1.88170E+000	5.81715E-001	7.99800E-001	1.43830E-009	1.89970E-009	1.77090E-009
67	11	11	1	1.31000E-002	-1.00000E-004	-5.00000E-004	4.52560E-009	1.80000E-009	2.48300E-009	3.48410E+000	7.75084E+002	7.76828E+002	1.74420E+000	5.76143E-001	7.99300E-001	1.13610E-009	1.84580E-009	1.36800E-009
71	9	11	1	1.32000E-002	-2.00000E-004	-5.00000E-004	3.44810E-009	1.60000E-009	1.07750E-009	3.47470E+000	7.84730E+002	7.86652E+002	1.92190E+000	5.57307E-001	7.99900E-001	1.27190E-009	1.96770E-009	1.60220E-009
75	7	11	1	1.32000E-002	-3.00000E-004	-6.00000E-004	3.59570E-009	1.50000E-009	1.58537E-008	3.53080E+000	7.08200E+002	7.12757E+002	4.55730E+000	5.73842E-001	8.01700E-001	1.78260E-009	1.92780E-009	5.52800E-010
81	7	13	1	1.33000E-002	-3.00000E-004	-6.00000E-004	3.23490E-009	1.60000E-009	4.96600E-009	3.48460E+000	7.72846E+002	7.74660E+002	1.81430E+000	5.61549E-001	7.98900E-001	1.65850E-009	1.93950E-009	4.40400E-010
85	9	13	1	1.32000E-002	-3.00000E-004	-6.00000E-004	3.97750E-009	1.60000E-009	8.05800E-010	3.46860E+000	7.70578E+002	7.71878E+002	1.29990E+000	5.69339E-001	7.98900E-001	1.74980E-009	1.87160E-009	1.19000E-009
89	11	13	1	1.32000E-002	-3.00000E-004	-5.00000E-004	5.03860E-009	1.70000E-009	1.11500E-009	3.48650E+000	7.60674E+002	7.62112E+002	1.43790E+000	5.75033E-001	7.98900E-001	1.66080E-009	1.80370E-009	1.74280E-009
93	13	13	1	1.32000E-002	-3.00000E-004	-5.00000E-004	5.90060E-009	1.90000E-009	4.06650E-009	3.49170E+000	7.50623E+002	7.52096E+002	1.47310E+000	5.86065E-001	7.99800E-001	1.48040E-009	1.91850E-009	1.02130E-009
97	15	13	1	1.31000E-002	-2.00000E-004	-6.00000E-004	5.83740E-009	1.80000E-009	5.61250E-009	3.46640E+000	7.54855E+002	7.56332E+002	1.47720E+000	5.87373E-001	7.99300E-001	1.88800E-009	1.87400E-009	2.06100E-010
101	17	13	1	1.33000E-002	-2.00000E-004	-5.00000E-004	5.67570E-009	1.80000E-009	4.32880E-009	3.46950E+000	7.58354E+002	7.59940E+002	1.58560E+000	5.82616E-001	7.99300E-001	1.44290E-009	1.99110E-009	1.87400E-010
105	19	13	1	1.32000E-002	-1.00000E-004	-5.00000E-004	5.23300E-009	1.70000E-009	6.74600E-010	3.46820E+000	7.53816E+002	7.55326E+002	1.50960E+000	5.78306E-001	7.99300E-001	1.52260E-009	1.99340E-009	7.12100E-010
109	21	13	1	1.32000E-002	-2.00000E-004	-6.00000E-004	4.21170E-009	1.60000E-009	2.22060E-009	3.46390E+000	7.65901E+002	7.67531E+002	1.63030E+000	5.69549E-001	7.98400E-001	1.35390E-009	2.14800E-009	1.51790E-009
112	23	13	1	1.31000E-002	-4.00000E-004	-7.00000E-004	3.69870E-009	1.70000E-009	1.54600E-009	3.47290E+000	7.81706E+002	7.83574E+002	1.86790E+000	5.45789E-001	7.98700E-001	1.83880E-009	1.80130E-009	1.17120E-009
115	23	15	1	1.32000E-002	-2.00000E-004	-6.00000E-004	3.49730E-009	1.70000E-009	5.15300E-010	3.47670E+000	7.84917E+002	7.86176E+002	1.25900E+000	5.59685E-001	7.99300E-001	1.40780E-009	1.66780E-009	2.44550E-009
119	21	15	1	1.32000E-002	-2.00000E-004	-6.00000E-004	4.38510E-009	1.90000E-009	1.96800E-010	3.47100E+000	7.66538E+002	7.68467E+002	1.92850E+000	5.74318E-001	7.98700E-001	1.49920E-009	2.00050E-009	1.95830E-009
123	19	15	1	1.32000E-002	-2.00000E-004	-5.00000E-004	5.82570E-009	1.80000E-009	5.80900E-010	3.47230E+000	7.61624E+002	7.63139E+002	1.51500E+000	5.77307E-001	7.99000E-001	1.19930E-009	1.95590E-009	1.99580E-009
127	17	15	1	1.32000E-002	-1.00000E-004	-5.00000E-004	5.99670E-009	1.70000E-009	3.61670E-009	3.44810E+000	7.62500E+002	7.63954E+002	1.45340E+000	5.72430E-001	7.99100E-001	1.48750E-009	2.00510E-009	3.75000E-011
131	15	15	1	1.32000E-002	-2.00000E-004	-5.00000E-004	6.31760E-009	1.50000E-009	2.39870E-009	3.43220E+000	7.62382E+002	7.63990E+002	1.60800E+000	5.72271E-001	7.97800E-001	1.42190E-009	1.97000E-009	1.31200E-010
135	13	15	1	1.32000E-002	-2.00000E-004	-5.00000E-004	6.07160E-009	1.70000E-009	3.73850E-009	3.45540E+000	7.59970E+002	7.61535E+002	1.56500E+000	5.75029E-001	7.98900E-001	1.25320E-009	2.01920E-009	1.61160E-009
