Program name	H0192AB_E4_CP1.dll
Lot number	C146419.00-CPTSTE07-250312-165834@CP
Wafer number	07
Date	2025/03/12
Time	17:01:32

No.U	X	Y	Bin	CONT@D	CONT@G	CONT@S	IGSS1	IGSSR1	IDSS1	VTH	BVDSS1	BVDSS2	BV2-BV1	RDSON1	VFSDS	IGSS2	IGSSR2	IDSS3
70	10	10	1	1.31000E-002	2.50000E-003	2.10000E-003	3.69970E-009	1.80000E-009	1.56420E-009	3.46320E+000	7.84431E+002	7.86260E+002	1.82900E+000	5.60506E-001	7.95300E-001	1.48460E-009	1.84520E-009	4.96400E-010
74	8	10	1	1.32000E-002	2.40000E-003	2.10000E-003	4.48180E-009	1.70000E-009	1.47990E-009	3.50650E+000	7.61716E+002	7.64573E+002	2.85630E+000	5.59226E-001	7.95900E-001	2.01610E-009	2.36970E-009	7.30600E-010
77	6	12	3	1.35000E-002	8.00000E-003	1.90000E-003	1.38580E-005
80	8	12	1	1.31000E-002	2.40000E-003	2.00000E-003	4.14000E-009	2.20000E-009	2.81000E-011	3.46080E+000	7.79747E+002	7.82474E+002	2.72700E+000	5.54623E-001	7.94800E-001	1.84520E-009	1.94820E-009	1.61100E-009
84	10	12	1	1.32000E-002	2.40000E-003	2.10000E-003	4.60600E-009	1.80000E-009	1.89200E-009	3.45920E+000	7.67922E+002	7.69442E+002	1.52080E+000	5.72509E-001	7.95500E-001	1.66490E-009	1.97160E-009	1.37690E-009
88	12	12	1	1.32000E-002	2.40000E-003	2.00000E-003	5.85400E-009	2.10000E-009	9.36600E-010	3.45920E+000	7.61668E+002	7.63319E+002	1.65090E+000	5.73826E-001	7.94800E-001	1.91780E-009	1.82180E-009	1.47990E-009
92	14	12	1	1.32000E-002	2.50000E-003	2.10000E-003	6.24040E-009	1.80000E-009	7.77400E-010	3.45920E+000	7.65053E+002	7.66856E+002	1.80230E+000	5.76256E-001	7.95600E-001	1.60400E-009	2.08170E-009	8.14900E-010
96	16	12	1	1.32000E-002	2.50000E-003	2.10000E-003	6.25440E-009	2.10000E-009	1.89200E-009	3.44990E+000	7.65071E+002	7.66658E+002	1.58730E+000	5.78435E-001	7.95600E-001	1.66960E-009	1.91540E-009	1.08650E-009
100	18	12	1	1.32000E-002	2.50000E-003	2.00000E-003	5.86570E-009	2.00000E-009	1.89200E-009	3.46570E+000	7.65531E+002	7.67318E+002	1.78670E+000	5.70784E-001	7.94800E-001	1.32070E-009	2.10040E-009	2.24800E-010
104	20	12	1	1.32000E-002	2.50000E-003	2.10000E-003	4.87520E-009	2.10000E-009	1.92950E-009	3.45540E+000	7.68503E+002	7.69962E+002	1.45920E+000	5.70471E-001	7.94500E-001	1.51500E-009	1.94820E-009	9.55400E-010
108	22	12	1	1.32000E-002	2.50000E-003	2.10000E-003	4.09310E-009	1.70000E-009	3.93400E-010	3.45540E+000	7.83822E+002	7.85732E+002	1.91060E+000	5.63170E-001	7.94300E-001	1.17780E-009	1.93420E-009	8.43000E-010
114	24	14	1	1.32000E-002	2.40000E-003	2.10000E-003	2.97150E-009	1.70000E-009	1.03970E-009	3.46670E+000	7.77575E+002	7.79402E+002	1.82670E+000	5.53017E-001	7.95400E-001	1.44480E-009	1.96700E-009	1.83580E-009
118	22	14	1	1.32000E-002	2.50000E-003	2.00000E-003	4.39290E-009	1.70000E-009	1.12400E-010	3.45690E+000	7.76719E+002	7.78187E+002	1.46740E+000	5.66457E-001	7.95400E-001	1.32300E-009	2.14260E-009	1.74220E-009
122	20	14	1	1.31000E-002	2.40000E-003	2.10000E-003	5.95940E-009	1.70000E-009	7.77400E-010	3.46550E+000	7.70356E+002	7.72194E+002	1.83800E+000	5.60113E-001	7.94800E-001	1.30430E-009	1.86860E-009	4.96400E-010
126	18	14	1	1.32000E-002	2.50000E-003	2.00000E-003	6.79070E-009	1.90000E-009	1.42370E-009	3.47130E+000	7.68637E+002	7.70395E+002	1.75800E+000	5.67243E-001	7.95400E-001	1.57120E-009	2.27140E-009	7.96100E-010
130	16	14	1	1.32000E-002	2.40000E-003	2.10000E-003	6.87730E-009	1.70000E-009	8.52300E-010	3.45200E+000	7.65664E+002	7.67175E+002	1.51080E+000	5.69839E-001	7.94800E-001	1.54310E-009	1.99510E-009	5.33900E-010
134	14	14	1	1.31000E-002	2.40000E-003	2.10000E-003	6.83990E-009	1.90000E-009	2.24800E-010	3.34420E+000	7.61031E+002	7.62432E+002	1.40030E+000	5.74572E-001	7.94700E-001	1.42600E-009	2.19640E-009	2.90400E-010
138	12	14	1	1.31000E-002	2.40000E-003	2.10000E-003	6.63380E-009	1.90000E-009	2.99700E-010	3.46380E+000	7.64221E+002	7.65599E+002	1.37790E+000	5.69777E-001	7.94800E-001	1.68360E-009	2.20110E-009	2.10750E-009
142	10	14	1	1.32000E-002	2.50000E-003	2.00000E-003	5.32250E-009	1.80000E-009	2.06100E-010	3.45940E+000	7.61106E+002	7.62395E+002	1.28890E+000	5.63845E-001	7.94800E-001	1.48690E-009	1.96230E-009	1.29260E-009
146	8	14	1	1.33000E-002	2.50000E-003	2.00000E-003	4.14700E-009	1.80000E-009	3.46600E-010	3.47100E+000	7.80144E+002	7.81481E+002	1.33670E+000	5.63737E-001	7.95400E-001	1.64620E-009	2.23390E-009	1.40500E-009
149	6	14	1	1.35000E-002	2.30000E-003	1.90000E-003	4.44440E-009	1.70000E-009	8.98240E-009	3.53500E+000	7.34956E+002	7.38938E+002	3.98170E+000	5.63871E-001	7.98500E-001	1.75390E-009	2.17540E-009	5.43300E-010
152	6	16	1	1.32000E-002	2.50000E-003	2.00000E-003	4.67620E-009	1.60000E-009	1.00220E-009	3.49330E+000	7.64394E+002	7.66067E+002	1.67230E+000	5.62882E-001	7.95200E-001	1.85920E-009	2.21980E-009	3.65300E-010
156	8	16	1	1.32000E-002	2.60000E-003	2.00000E-003	3.94800E-009	1.70000E-009	2.78180E-009	3.46790E+000	7.64482E+002	7.66158E+002	1.67640E+000	5.73778E-001	7.96000E-001	1.46580E-009	1.85460E-009	1.21760E-009
160	10	16	1	1.32000E-002	2.60000E-003	2.00000E-003	5.77910E-009	1.80000E-009	3.39070E-009	3.47260E+000	7.53481E+002	7.55034E+002	1.55270E+000	5.67903E-001	7.96400E-001	1.66490E-009	2.01380E-009	1.08650E-009
164	12	16	1	1.32000E-002	2.60000E-003	2.00000E-003	6.95460E-009	1.80000E-009	3.09100E-010	3.46290E+000	7.63353E+002	7.64867E+002	1.51490E+000	5.70179E-001	7.94900E-001	1.61570E-009	1.66720E-009	1.34880E-009
168	14	16	1	1.32000E-002	2.60000E-003	2.10000E-003	6.43710E-009	2.00000E-009	9.36600E-010	3.43570E+000	7.60380E+002	7.62094E+002	1.71410E+000	5.72966E-001	7.94900E-001	1.57820E-009	1.85460E-009	1.49900E-010
172	16	16	1	1.32000E-002	2.50000E-003	2.10000E-003	6.83520E-009	1.90000E-009	8.89800E-010	3.43930E+000	7.58223E+002	7.59910E+002	1.68760E+000	5.73114E-001	7.94900E-001	1.40260E-009	2.08870E-009	1.87300E-010
176	18	16	1	1.32000E-002	2.50000E-003	2.10000E-003	6.57060E-009	1.80000E-009	6.83800E-010	3.45370E+000	7.68311E+002	7.70028E+002	1.71730E+000	5.66502E-001	7.94700E-001	1.69770E-009	1.81710E-009	1.40500E-010
180	20	16	1	1.32000E-002	2.50000E-003	2.10000E-003	5.60820E-009	1.80000E-009	1.67660E-009	3.46190E+000	7.67217E+002	7.69545E+002	2.32810E+000	5.64772E-001	7.95500E-001	1.33710E-009	2.11680E-009	9.92800E-010
184	22	16	1	1.31000E-002	2.60000E-003	2.10000E-003	4.78160E-009	1.90000E-009	1.33940E-009	3.46780E+000	7.76258E+002	7.77821E+002	1.56380E+000	5.69581E-001	7.96000E-001	1.44950E-009	2.07700E-009	1.40500E-009
188	24	16	1	1.32000E-002	2.50000E-003	2.10000E-003	3.81450E-009	1.70000E-009	8.24200E-010	3.45940E+000	7.82217E+002	7.84027E+002	1.81020E+000	5.53696E-001	7.94500E-001	1.68360E-009	1.97630E-009	3.55900E-010
192	24	18	1	1.32000E-002	2.50000E-003	2.10000E-003	3.45390E-009	2.00000E-009	1.58290E-009	3.44100E+000	7.82676E+002	7.84529E+002	1.85270E+000	5.51234E-001	7.94900E-001	1.67430E-009	2.08400E-009	2.99700E-010
196	22	18	1	1.32000E-002	2.50000E-003	2.10000E-003	4.52870E-009	1.80000E-009	6.27600E-010	3.44410E+000	7.77150E+002	7.78547E+002	1.39640E+000	5.69375E-001	7.95500E-001	1.49390E-009	2.11680E-009	1.66720E-009
200	20	18	1	1.32000E-002	2.50000E-003	2.10000E-003	6.21700E-009	1.60000E-009	6.65000E-010	3.45940E+000	7.69411E+002	7.71210E+002	1.79960E+000	5.67725E-001	7.95100E-001	1.46120E-009	1.82880E-009	1.35810E-009
204	18	18	1	1.32000E-002	2.60000E-003	2.10000E-003	6.22400E-009	2.00000E-009	9.92800E-010	3.45090E+000	7.68148E+002	7.69710E+002	1.56130E+000	5.65199E-001	7.94500E-001	1.54310E-009	2.15660E-009	1.20830E-009
208	16	18	1	1.32000E-002	2.50000E-003	2.10000E-003	6.22870E-009	1.90000E-009	5.56370E-009	3.38170E+000	7.65239E+002	7.67243E+002	2.00430E+000	5.60327E-001	7.94700E-001	1.56650E-009	2.18000E-009	1.93890E-009
212	14	18	1	1.32000E-002	2.50000E-003	2.10000E-003	6.78370E-009	2.10000E-009	1.21800E-010	3.42940E+000	7.59820E+002	7.61442E+002	1.62190E+000	5.73132E-001	7.95300E-001	1.80070E-009	1.92250E-009	1.86390E-009
216	12	18	1	1.32000E-002	2.60000E-003	2.10000E-003	6.89840E-009	1.70000E-009	1.29260E-009	3.46570E+000	7.61851E+002	7.63277E+002	1.42680E+000	5.69624E-001	7.95300E-001	1.50100E-009	1.99040E-009	1.90140E-009
220	10	18	1	1.33000E-002	2.60000E-003	2.10000E-003	6.09990E-009	2.00000E-009	4.31790E-009	3.47060E+000	7.51033E+002	7.52998E+002	1.96420E+000	5.70979E-001	7.96200E-001	1.60400E-009	1.99270E-009	1.65790E-009
224	8	18	1	1.32000E-002	2.50000E-003	2.00000E-003	4.25710E-009	2.10000E-009	7.30600E-010	3.46190E+000	7.63646E+002	7.65721E+002	2.07520E+000	5.74456E-001	7.96200E-001	1.64620E-009	2.06760E-009	1.12400E-010
227	6	18	1	1.35000E-002	2.40000E-003	1.90000E-003	3.50770E-009	2.00000E-009	6.74400E-010	3.49410E+000	7.67125E+002	7.68744E+002	1.61910E+000	5.61721E-001	7.96100E-001	1.77490E-009	2.10040E-009	7.49000E-011
229	6	20	1	1.35000E-002	2.40000E-003	2.00000E-003	3.42810E-009	1.90000E-009	3.47500E-009	3.53040E+000	7.45175E+002	7.47659E+002	2.48370E+000	5.67715E-001	7.97600E-001	1.91540E-009	2.05830E-009	4.12100E-010
232	8	20	1	1.31000E-002	2.60000E-003	2.00000E-003	3.67870E-009	1.70000E-009	3.24080E-009	3.46490E+000	7.66134E+002	7.68046E+002	1.91190E+000	5.72828E-001	7.95400E-001	1.44710E-009	1.92010E-009	7.39900E-010
236	10	20	1	1.33000E-002	2.60000E-003	2.00000E-003	6.16550E-009	1.90000E-009	3.68100E-009	3.46490E+000	7.51976E+002	7.53406E+002	1.42970E+000	5.73699E-001	7.95400E-001	1.70240E-009	1.87560E-009	1.29260E-009
240	12	20	1	1.32000E-002	2.50000E-003	2.00000E-003	7.40180E-009	1.90000E-009	7.49300E-010	3.46340E+000	7.61264E+002	7.62854E+002	1.58970E+000	5.75343E-001	7.95100E-001	1.89440E-009	2.15660E-009	1.07710E-009
244	14	20	1	1.32000E-002	2.50000E-003	2.10000E-003	6.83280E-009	1.80000E-009	4.77700E-010	3.44720E+000	7.60277E+002	7.61559E+002	1.28290E+000	5.72012E-001	7.95100E-001	1.37450E-009	1.75150E-009	1.96700E-010
248	16	20	1	1.31000E-002	2.60000E-003	2.10000E-003	6.77430E-009	2.00000E-009	1.40500E-010	3.36360E+000	7.59837E+002	7.61343E+002	1.50590E+000	5.71980E-001	7.94900E-001	1.79370E-009	1.94350E-009	7.02500E-010
252	18	20	1	1.32000E-002	2.60000E-003	2.10000E-003	6.47690E-009	2.10000E-009	9.64700E-010	3.43640E+000	7.69029E+002	7.70609E+002	1.58010E+000	5.71300E-001	7.94800E-001	1.94120E-009	1.83820E-009	1.03030E-009
256	20	20	1	1.32000E-002	2.60000E-003	2.10000E-003	5.54730E-009	1.70000E-009	1.78900E-009	3.43940E+000	7.72224E+002	7.74054E+002	1.82970E+000	5.64650E-001	7.94900E-001	1.26450E-009	1.99740E-009	3.74700E-010
260	22	20	1	1.32000E-002	2.60000E-003	2.10000E-003	4.13760E-009	1.90000E-009	4.02800E-010	3.44550E+000	7.80571E+002	7.82052E+002	1.48070E+000	5.69751E-001	7.94200E-001	1.73050E-009	1.96930E-009	4.12100E-010
267	22	22	1	1.32000E-002	2.50000E-003	2.10000E-003	4.18210E-009	2.00000E-009	1.40500E-009	3.46710E+000	7.83271E+002	7.84786E+002	1.51500E+000	5.68220E-001	7.93600E-001	1.76790E-009	2.08640E-009	4.02800E-010
271	20	22	1	1.32000E-002	2.50000E-003	2.10000E-003	5.02980E-009	1.70000E-009	1.76090E-009	3.46500E+000	7.71421E+002	7.73229E+002	1.80770E+000	5.68753E-001	7.94600E-001	1.45880E-009	1.83580E-009	4.59000E-010
275	18	22	1	1.32000E-002	2.50000E-003	2.00000E-003	5.91020E-009	1.90000E-009	7.58700E-010	3.46100E+000	7.74861E+002	7.76491E+002	1.63020E+000	5.72400E-001	7.95600E-001	1.69060E-009	2.07940E-009	1.54550E-009
279	16	22	1	1.32000E-002	2.50000E-003	2.10000E-003	6.76020E-009	1.90000E-009	9.40000E-012	3.45130E+000	7.65546E+002	7.67027E+002	1.48110E+000	5.75095E-001	7.94800E-001	1.60870E-009	1.76560E-009	3.93400E-010
283	14	22	1	1.32000E-002	2.50000E-003	2.10000E-003	6.92880E-009	1.80000E-009	2.08870E-009	3.46180E+000	7.62150E+002	7.63652E+002	1.50250E+000	5.76630E-001	7.95500E-001	1.40500E-009	2.17300E-009	5.62000E-010
287	12	22	1	1.31000E-002	2.50000E-003	2.00000E-003	7.36440E-009	2.20000E-009	1.13330E-009	3.46500E+000	7.51414E+002	7.52864E+002	1.45020E+000	5.76270E-001	7.94900E-001	1.78670E-009	2.14960E-009	7.77400E-010
291	10	22	1	1.32000E-002	2.40000E-003	2.00000E-003	5.56130E-009	1.50000E-009	9.08500E-010	3.46410E+000	7.54181E+002	7.55683E+002	1.50140E+000	5.77512E-001	7.95000E-001	1.54780E-009	1.97630E-009	1.65790E-009
295	8	22	1	1.32000E-002	2.50000E-003	2.10000E-003	3.68800E-009	1.80000E-009	7.49300E-010	3.47010E+000	7.79267E+002	7.80751E+002	1.48380E+000	5.62764E-001	7.95400E-001	1.73750E-009	2.16370E-009	1.38620E-009
298	8	24	1	1.36000E-002	2.40000E-003	2.00000E-003	4.42330E-009	1.90000E-009	1.43310E-009	3.48390E+000	7.71701E+002	7.73540E+002	1.84000E+000	5.62117E-001	7.95300E-001	1.99510E-009	2.49850E-009	2.90400E-010
301	10	24	1	1.32000E-002	2.50000E-003	2.00000E-003	4.83070E-009	1.70000E-009	9.17900E-010	3.46500E+000	7.68030E+002	7.69443E+002	1.41260E+000	5.73913E-001	7.94700E-001	1.50570E-009	1.79370E-009	5.43300E-010
305	12	24	1	1.32000E-002	2.50000E-003	2.00000E-003	5.72520E-009	1.90000E-009	2.12620E-009	3.45990E+000	7.56612E+002	7.58224E+002	1.61180E+000	5.78583E-001	7.94700E-001	1.55250E-009	2.13320E-009	4.21500E-010
309	14	24	1	1.32000E-002	2.50000E-003	2.00000E-003	6.31060E-009	2.00000E-009	1.50800E-009	3.46630E+000	7.57904E+002	7.59713E+002	1.80900E+000	5.78922E-001	7.95200E-001	1.73280E-009	2.19640E-009	4.59000E-010
313	16	24	1	1.32000E-002	2.60000E-003	2.10000E-003	5.72520E-009	1.60000E-009	1.66720E-009	3.45980E+000	7.65234E+002	7.66686E+002	1.45200E+000	5.73410E-001	7.95100E-001	1.38620E-009	2.00680E-009	7.30600E-010
317	18	24	1	1.32000E-002	2.60000E-003	2.10000E-003	5.49810E-009	1.90000E-009	7.49300E-010	3.46690E+000	7.69820E+002	7.71493E+002	1.67240E+000	5.73597E-001	7.95500E-001	1.68130E-009	2.00440E-009	4.21500E-010
321	20	24	1	1.31000E-002	2.50000E-003	2.00000E-003	4.54270E-009	2.00000E-009	1.37690E-009	3.46600E+000	7.76224E+002	7.77680E+002	1.45640E+000	5.72326E-001	7.94900E-001	1.71170E-009	2.14260E-009	1.49900E-010
325	22	24	1	1.34000E-002	2.50000E-003	2.00000E-003	4.04630E-009	1.70000E-009	1.91080E-009	3.46880E+000	7.82568E+002	7.84530E+002	1.96150E+000	5.57348E-001	7.94600E-001	1.65080E-009	2.18940E-009	1.31130E-009
328	20	26	1	1.33000E-002	2.40000E-003	2.00000E-003	4.30390E-009	1.80000E-009	2.80060E-009	3.44780E+000	7.82638E+002	7.84859E+002	2.22050E+000	5.56873E-001	7.94100E-001	1.80540E-009	2.23160E-009	5.52600E-010
331	18	26	1	1.32000E-002	2.40000E-003	2.10000E-003	4.51460E-009	1.90000E-009	3.75000E-011	3.47270E+000	7.80268E+002	7.81721E+002	1.45260E+000	5.70288E-001	7.95000E-001	1.44240E-009	1.92250E-009	6.56000E-011
335	16	26	1	1.32000E-002	2.50000E-003	2.10000E-003	4.29690E-009	1.90000E-009	5.80700E-010	3.45650E+000	7.67752E+002	7.69970E+002	2.21820E+000	5.70332E-001	7.95500E-001	1.52200E-009	2.16830E-009	1.18950E-009
339	14	26	1	1.31000E-002	2.50000E-003	2.10000E-003	4.79330E-009	1.90000E-009	2.29480E-009	3.45500E+000	7.66693E+002	7.68235E+002	1.54250E+000	5.75879E-001	7.95300E-001	1.54550E-009	2.46340E-009	1.98570E-009
343	12	26	1	1.32000E-002	2.50000E-003	2.10000E-003	4.72300E-009	1.70000E-009	2.07000E-009	3.46230E+000	7.73719E+002	7.75475E+002	1.75610E+000	5.71379E-001	7.94500E-001	1.43310E-009	1.95760E-009	8.61700E-010
347	10	26	1	1.32000E-002	2.40000E-003	2.00000E-003	4.17280E-009	2.00000E-009	9.74100E-010	3.46460E+000	7.75937E+002	7.78023E+002	2.08610E+000	5.59670E-001	7.95800E-001	1.95290E-009	2.10980E-009	7.77400E-010
349	12	28	1	1.46000E-002	2.30000E-003	1.90000E-003	4.42560E-009	1.10000E-009	1.95760E-009	3.47100E+000	7.67591E+002	7.69516E+002	1.92540E+000	5.60686E-001	7.94700E-001	2.11450E-009	1.32070E-009	1.01160E-009
351	14	28	1	1.34000E-002	2.40000E-003	1.90000E-003	4.20790E-009	1.40000E-009	1.81710E-009	3.45690E+000	7.76185E+002	7.78496E+002	2.31060E+000	5.56851E-001	7.94900E-001	1.87090E-009	1.81240E-009	6.18200E-010
353	16	28	1	1.34000E-002	2.30000E-003	2.00000E-003	3.88010E-009	1.50000E-009	1.60170E-009	3.46320E+000	7.79295E+002	7.81118E+002	1.82280E+000	5.57106E-001	7.95400E-001	1.92250E-009	1.81940E-009	4.68300E-010

1	15	5	3	1.29000E-002	-5.00000E-004	-9.00000E-004	1.39330E-005
2	19	7	1	1.28000E-002	-5.00000E-004	-8.00000E-004	4.30780E-009	1.10000E-009	4.77900E-010	3.48030E+000	7.67346E+002	7.69251E+002	1.90490E+000	5.63768E-001	7.97900E-001	2.46430E-009	1.36560E-009	2.70790E-009
5	17	7	1	1.32000E-002	-3.00000E-004	-6.00000E-004	3.37550E-009	1.80000E-009	1.96800E-010	3.45370E+000	7.77553E+002	7.80137E+002	2.58400E+000	5.60466E-001	7.97500E-001	1.58120E-009	2.04260E-009	5.62000E-011
9	15	7	1	1.32000E-002	-2.00000E-004	-6.00000E-004	3.78540E-009	1.60000E-009	4.59100E-010	3.45400E+000	7.80628E+002	7.82034E+002	1.40610E+000	5.60289E-001	7.98200E-001	1.65140E-009	1.94660E-009	1.54600E-009
13	13	7	1	1.31000E-002	-2.00000E-004	-5.00000E-004	3.48560E-009	1.50000E-009	1.12400E-010	3.47270E+000	7.78609E+002	7.80944E+002	2.33530E+000	5.54732E-001	7.98600E-001	1.56240E-009	1.99580E-009	9.46300E-010
16	11	7	1	1.36000E-002	-2.00000E-004	-6.00000E-004	3.38480E-009	1.50000E-009	2.93270E-009	3.51180E+000	7.61251E+002	7.65043E+002	3.79200E+000	5.58595E-001	7.99400E-001	1.85050E-009	2.09650E-009	8.33900E-010
22	9	9	1	1.31000E-002	-3.00000E-004	-6.00000E-004	3.22550E-009	1.60000E-009	3.18600E-010	3.48970E+000	7.71357E+002	7.73560E+002	2.20290E+000	5.57488E-001	7.97800E-001	1.20870E-009	1.85990E-009	1.36800E-009
26	11	9	1	1.33000E-002	-3.00000E-004	-5.00000E-004	3.86270E-009	1.70000E-009	1.41952E-008	3.46570E+000	7.86077E+002	7.88543E+002	2.46610E+000	5.56393E-001	7.97500E-001	1.53430E-009	1.49450E-009	1.03100E-010
30	13	9	1	1.31000E-002	-2.00000E-004	-6.00000E-004	4.24690E-009	1.60000E-009	9.18200E-010	3.46150E+000	7.74694E+002	7.76327E+002	1.63380E+000	5.75336E-001	7.97000E-001	1.74750E-009	1.91610E-009	1.51790E-009
34	15	9	1	1.33000E-002	-3.00000E-004	-6.00000E-004	4.34990E-009	1.60000E-009	1.33050E-009	3.45080E+000	7.62152E+002	7.63855E+002	1.70330E+000	5.84832E-001	7.97700E-001	1.59290E-009	2.10350E-009	9.93200E-010
38	17	9	1	1.32000E-002	-2.00000E-004	-5.00000E-004	4.34290E-009	1.60000E-009	1.97700E-009	3.20360E+000	7.63121E+002	7.64683E+002	1.56210E+000	5.83029E-001	7.97300E-001	1.39610E-009	1.93250E-009	1.38670E-009
42	19	9	1	1.32000E-002	-2.00000E-004	-6.00000E-004	4.18600E-009	1.60000E-009	6.37100E-010	3.45210E+000	7.76678E+002	7.79014E+002	2.33560E+000	5.71161E-001	7.96900E-001	1.52730E-009	1.78030E-009	2.22060E-009
44	21	9	1	1.28000E-002	-4.00000E-004	-7.00000E-004	4.79260E-009	1.20000E-009	5.62200E-010	3.45840E+000	7.76240E+002	7.78952E+002	2.71160E+000	5.59042E-001	7.96600E-001	2.60950E-009	1.39610E-009	3.00770E-009
47	21	11	1	1.31000E-002	-2.00000E-004	-6.00000E-004	4.11100E-009	1.50000E-009	1.12400E-010	3.45880E+000	7.80027E+002	7.81742E+002	1.71550E+000	5.67797E-001	7.96500E-001	1.65380E-009	1.62100E-009	1.47110E-009
51	19	11	1	1.32000E-002	-2.00000E-004	-6.00000E-004	4.63800E-009	1.70000E-009	9.40000E-012	3.45220E+000	7.63404E+002	7.65061E+002	1.65750E+000	5.77398E-001	7.97000E-001	1.58350E-009	1.73580E-009	1.19000E-009
55	17	11	1	1.31000E-002	-2.00000E-004	-5.00000E-004	5.40870E-009	1.70000E-009	5.71600E-010	3.45720E+000	7.58828E+002	7.60335E+002	1.50730E+000	5.77433E-001	7.97500E-001	1.56010E-009	1.89270E-009	2.00510E-009
59	15	11	1	1.32000E-002	-2.00000E-004	-5.00000E-004	5.59610E-009	1.70000E-009	3.46700E-010	3.43080E+000	7.60328E+002	7.62074E+002	1.74580E+000	5.76894E-001	7.96900E-001	1.32350E-009	1.89500E-009	1.74280E-009
63	13	11	1	1.32000E-002	-2.00000E-004	-5.00000E-004	5.13460E-009	1.70000E-009	5.15300E-010	3.46260E+000	7.68190E+002	7.69949E+002	1.75900E+000	5.72869E-001	7.97900E-001	1.63740E-009	1.98870E-009	1.24620E-009
67	11	11	1	1.32000E-002	-2.00000E-004	-5.00000E-004	4.20240E-009	1.80000E-009	2.06140E-009	3.46840E+000	7.75151E+002	7.76712E+002	1.56050E+000	5.71382E-001	7.97800E-001	1.63500E-009	1.92080E-009	6.65300E-010
71	9	11	1	1.31000E-002	-2.00000E-004	-5.00000E-004	3.20920E-009	1.70000E-009	5.64060E-009	3.47160E+000	7.83442E+002	7.85341E+002	1.89880E+000	5.57040E-001	7.98300E-001	1.48510E-009	1.72870E-009	4.96600E-010
75	7	11	1	1.32000E-002	-3.00000E-004	-5.00000E-004	5.48370E-009	1.90000E-009	1.55539E-008	3.51950E+000	7.10207E+002	7.14715E+002	4.50800E+000	5.63550E-001	7.99800E-001	2.09180E-009	1.85290E-009	2.34200E-010
81	7	13	1	1.31000E-002	-3.00000E-004	-5.00000E-004	3.33560E-009	2.00000E-009	6.74600E-010	3.48330E+000	7.74920E+002	7.76659E+002	1.73970E+000	5.55058E-001	7.97000E-001	1.77790E-009	1.93950E-009	1.40550E-009
85	9	13	1	1.32000E-002	-2.00000E-004	-6.00000E-004	4.18830E-009	1.70000E-009	6.76500E-009	3.46930E+000	7.64128E+002	7.66244E+002	2.11660E+000	5.67631E-001	7.98100E-001	1.68420E-009	1.70530E-009	8.33900E-010
89	11	13	1	1.32000E-002	-3.00000E-004	-6.00000E-004	5.01750E-009	1.80000E-009	2.38930E-009	3.47240E+000	7.68146E+002	7.69729E+002	1.58280E+000	5.66301E-001	7.97500E-001	1.73580E-009	1.88800E-009	1.03100E-010
93	13	13	1	1.32000E-002	-2.00000E-004	-6.00000E-004	5.91700E-009	1.60000E-009	1.78000E-010	3.47550E+000	7.62805E+002	7.64631E+002	1.82580E+000	5.73712E-001	7.97800E-001	1.72170E-009	1.81540E-009	1.37740E-009
97	15	13	1	1.32000E-002	-2.00000E-004	-5.00000E-004	6.38080E-009	1.80000E-009	1.78000E-010	3.44610E+000	7.61152E+002	7.62575E+002	1.42330E+000	5.78419E-001	7.98200E-001	1.58120E-009	1.91610E-009	1.09630E-009
101	17	13	1	1.32000E-002	-2.00000E-004	-5.00000E-004	6.16530E-009	1.80000E-009	3.56100E-010	3.46570E+000	7.63109E+002	7.64491E+002	1.38290E+000	5.76147E-001	7.97700E-001	1.39380E-009	1.87630E-009	2.37990E-009
105	19	13	1	1.32000E-002	-2.00000E-004	-5.00000E-004	5.68280E-009	1.70000E-009	3.37300E-010	3.45830E+000	7.60165E+002	7.61679E+002	1.51360E+000	5.68356E-001	7.97500E-001	1.37270E-009	1.81540E-009	4.96600E-010
109	21	13	1	1.32000E-002	-2.00000E-004	-5.00000E-004	4.45770E-009	1.50000E-009	2.06100E-010	3.45820E+000	7.69465E+002	7.70907E+002	1.44250E+000	5.62757E-001	7.96000E-001	1.14310E-009	1.86930E-009	8.62000E-010
112	23	13	1	1.31000E-002	-4.00000E-004	-7.00000E-004	4.24920E-009	1.60000E-009	4.49700E-010	3.47120E+000	7.84225E+002	7.86232E+002	2.00730E+000	5.55642E-001	7.96500E-001	1.81770E-009	1.86220E-009	6.27800E-010
115	23	15	1	1.32000E-002	-2.00000E-004	-6.00000E-004	3.37310E-009	1.50000E-009	2.62350E-009	3.47040E+000	7.88862E+002	7.90558E+002	1.69600E+000	5.58831E-001	7.98200E-001	1.42660E-009	1.86930E-009	5.24700E-010
119	21	15	1	1.32000E-002	-1.00000E-004	-5.00000E-004	4.92150E-009	1.60000E-009	1.95830E-009	3.46350E+000	7.73497E+002	7.75471E+002	1.97410E+000	5.64285E-001	7.97500E-001	1.31880E-009	1.95830E-009	8.62000E-010
123	19	15	1	1.31000E-002	-1.00000E-004	-5.00000E-004	6.47450E-009	1.50000E-009	4.96600E-010	3.46500E+000	7.69827E+002	7.71488E+002	1.66110E+000	5.67224E-001	7.96700E-001	1.34460E-009	1.85520E-009	1.50850E-009
