Program name	H0192AB_E4_CP1.dll
Lot number	C146419.00-CPTSTE07-250312-170237@CP
Wafer number	08
Date	2025/03/12
Time	17:05:36

No.U	X	Y	Bin	CONT@D	CONT@G	CONT@S	IGSS1	IGSSR1	IDSS1	VTH	BVDSS1	BVDSS2	BV2-BV1	RDSON1	VFSDS	IGSS2	IGSSR2	IDSS3
74	8	10	1	1.32000E-002	2.40000E-003	2.00000E-003	4.79330E-009	1.70000E-009	1.62980E-009	3.51170E+000	7.66319E+002	7.68126E+002	1.80700E+000	5.59908E-001	7.95800E-001	1.95760E-009	2.53130E-009	1.21800E-010
77	6	12	3	1.35000E-002	2.30000E-003	1.90000E-003	1.38580E-005
80	8	12	1	1.32000E-002	2.40000E-003	2.10000E-003	3.62250E-009	2.00000E-009	4.87100E-010	3.46170E+000	7.81828E+002	7.83669E+002	1.84110E+000	5.57565E-001	7.94700E-001	1.66490E-009	2.06060E-009	1.37690E-009
84	10	12	1	1.32000E-002	2.40000E-003	2.00000E-003	4.14230E-009	1.80000E-009	2.43500E-010	3.45990E+000	7.68473E+002	7.70047E+002	1.57320E+000	5.74915E-001	7.94400E-001	1.51030E-009	1.97160E-009	1.52670E-009
88	12	12	1	1.32000E-002	2.50000E-003	2.10000E-003	5.70180E-009	1.70000E-009	4.21500E-010	3.46100E+000	7.60750E+002	7.62237E+002	1.48710E+000	5.76547E-001	7.94900E-001	1.33000E-009	2.11680E-009	7.30600E-010
92	14	12	1	1.32000E-002	2.40000E-003	2.10000E-003	6.51200E-009	1.80000E-009	7.68000E-010	3.46740E+000	7.67773E+002	7.69339E+002	1.56680E+000	5.76809E-001	7.95700E-001	1.66020E-009	1.73750E-009	1.46120E-009
96	16	12	1	1.32000E-002	2.50000E-003	2.10000E-003	6.29430E-009	1.90000E-009	2.90400E-010	3.45390E+000	7.67322E+002	7.68900E+002	1.57840E+000	5.78279E-001	7.95600E-001	1.72810E-009	2.12850E-009	1.77960E-009
100	18	12	1	1.33000E-002	2.50000E-003	2.10000E-003	6.15380E-009	2.00000E-009	1.53610E-009	3.46500E+000	7.66083E+002	7.67853E+002	1.76970E+000	5.70239E-001	7.95500E-001	1.59930E-009	1.97400E-009	1.13330E-009
104	20	12	1	1.32000E-002	2.50000E-003	2.10000E-003	4.87060E-009	1.80000E-009	1.68600E-009	3.45100E+000	7.69301E+002	7.71191E+002	1.89010E+000	5.69366E-001	7.96200E-001	1.55010E-009	2.00680E-009	9.74100E-010
108	22	12	1	1.32000E-002	2.50000E-003	2.10000E-003	4.21720E-009	1.80000E-009	3.56860E-009	3.45810E+000	7.85589E+002	7.87671E+002	2.08220E+000	5.60009E-001	7.96100E-001	1.69770E-009	2.21750E-009	1.72340E-009
114	24	14	1	1.33000E-002	2.50000E-003	2.00000E-003	3.27830E-009	1.80000E-009	3.46600E-010	3.46970E+000	7.78109E+002	7.80008E+002	1.89940E+000	5.53362E-001	7.95100E-001	1.64380E-009	2.17070E-009	1.12400E-009
118	22	14	1	1.32000E-002	2.50000E-003	2.00000E-003	4.36940E-009	1.60000E-009	4.40200E-010	3.46720E+000	7.78620E+002	7.80167E+002	1.54690E+000	5.66602E-001	7.96700E-001	1.45880E-009	2.18240E-009	9.92800E-010
122	20	14	1	1.31000E-002	2.50000E-003	2.10000E-003	5.72520E-009	1.90000E-009	1.15210E-009	3.45930E+000	7.70946E+002	7.72452E+002	1.50520E+000	5.59345E-001	7.95700E-001	1.49630E-009	2.18940E-009	1.11460E-009
126	18	14	1	1.32000E-002	2.50000E-003	2.10000E-003	6.44880E-009	1.80000E-009	1.16140E-009	3.47040E+000	7.73303E+002	7.75036E+002	1.73310E+000	5.66784E-001	7.95500E-001	1.45180E-009	1.99270E-009	3.09100E-010
130	16	14	1	1.32000E-002	2.50000E-003	2.00000E-003	6.71110E-009	1.90000E-009	1.73280E-009	3.44940E+000	7.68717E+002	7.70413E+002	1.69570E+000	5.70914E-001	7.94800E-001	1.56190E-009	1.96700E-009	2.52900E-010
134	14	14	1	1.32000E-002	2.50000E-003	2.00000E-003	6.60100E-009	1.80000E-009	8.43000E-010	3.44780E+000	7.67422E+002	7.68851E+002	1.42960E+000	5.75084E-001	7.95100E-001	1.34410E-009	1.81940E-009	1.15210E-009
138	12	14	1	1.32000E-002	2.50000E-003	2.00000E-003	6.22870E-009	1.90000E-009	5.05800E-010	3.46660E+000	7.67355E+002	7.68810E+002	1.45500E+000	5.69727E-001	7.94700E-001	1.51970E-009	1.98570E-009	3.09100E-010
142	10	14	1	1.32000E-002	2.40000E-003	2.00000E-003	5.12110E-009	2.10000E-009	3.65300E-010	3.46490E+000	7.64235E+002	7.65697E+002	1.46220E+000	5.63967E-001	7.93900E-001	1.90840E-009	1.97870E-009	1.12400E-009
146	8	14	1	1.31000E-002	2.50000E-003	2.10000E-003	3.60610E-009	1.60000E-009	9.92800E-010	3.47470E+000	7.80259E+002	7.81840E+002	1.58060E+000	5.66276E-001	7.94800E-001	1.46120E-009	1.91780E-009	5.05800E-010
149	6	14	1	1.35000E-002	2.30000E-003	2.00000E-003	4.35540E-009	1.70000E-009	8.06450E-009	3.55140E+000	7.49077E+002	7.52813E+002	3.73520E+000	5.62000E-001	7.98800E-001	1.72340E-009	2.22920E-009	1.40500E-009
152	6	16	1	1.33000E-002	2.40000E-003	2.00000E-003	4.86120E-009	1.70000E-009	2.66010E-009	3.50910E+000	7.73303E+002	7.75515E+002	2.21120E+000	5.55775E-001	7.97200E-001	1.68600E-009	2.09570E-009	6.65000E-010
156	8	16	1	1.31000E-002	2.50000E-003	2.10000E-003	3.99710E-009	2.00000E-009	1.25510E-009	3.47020E+000	7.71082E+002	7.72818E+002	1.73590E+000	5.72968E-001	7.95700E-001	1.73280E-009	1.97870E-009	2.19170E-009
160	10	16	1	1.31000E-002	2.60000E-003	2.00000E-003	5.41150E-009	1.70000E-009	3.51240E-009	3.46930E+000	7.53703E+002	7.55291E+002	1.58770E+000	5.69630E-001	7.95800E-001	1.53140E-009	2.07000E-009	1.40500E-009
164	12	16	1	1.32000E-002	2.50000E-003	2.10000E-003	6.43480E-009	2.00000E-009	1.88270E-009	3.45690E+000	7.63576E+002	7.65069E+002	1.49280E+000	5.72513E-001	7.94500E-001	1.77260E-009	2.32520E-009	1.48930E-009
168	14	16	1	1.32000E-002	2.50000E-003	2.00000E-003	6.54480E-009	1.60000E-009	4.40200E-010	3.43780E+000	7.67396E+002	7.69236E+002	1.84010E+000	5.72702E-001	7.95200E-001	1.56420E-009	2.04890E-009	9.17900E-010
172	16	16	1	1.32000E-002	2.60000E-003	2.10000E-003	6.68760E-009	1.60000E-009	5.52600E-010	3.44150E+000	7.69417E+002	7.71248E+002	1.83150E+000	5.71172E-001	7.95100E-001	1.48220E-009	2.24330E-009	9.64700E-010
176	18	16	1	1.31000E-002	2.50000E-003	2.00000E-003	6.53080E-009	1.80000E-009	6.46300E-010	3.44880E+000	7.72459E+002	7.74701E+002	2.24200E+000	5.64975E-001	7.94900E-001	1.50570E-009	1.93650E-009	6.08800E-010
180	20	16	1	1.32000E-002	2.50000E-003	2.00000E-003	5.76040E-009	1.90000E-009	3.75000E-011	3.46120E+000	7.68989E+002	7.70771E+002	1.78200E+000	5.64695E-001	7.96300E-001	1.62510E-009	2.03490E-009	7.96100E-010
184	22	16	1	1.33000E-002	2.40000E-003	2.10000E-003	4.73240E-009	2.20000E-009	2.62300E-010	3.46700E+000	7.77076E+002	7.78637E+002	1.56140E+000	5.71238E-001	7.96300E-001	1.89670E-009	1.73980E-009	1.59230E-009
188	24	16	1	1.32000E-002	2.50000E-003	2.10000E-003	3.33680E-009	2.00000E-009	1.30190E-009	3.46100E+000	7.82234E+002	7.84080E+002	1.84650E+000	5.50640E-001	7.95500E-001	1.72110E-009	2.10750E-009	2.00440E-009
192	24	18	1	1.33000E-002	2.50000E-003	2.10000E-003	3.58740E-009	1.90000E-009	9.55400E-010	3.44340E+000	7.82466E+002	7.84301E+002	1.83500E+000	5.49461E-001	7.95100E-001	1.80540E-009	1.99510E-009	1.67660E-009
196	22	18	1	1.32000E-002	2.50000E-003	2.10000E-003	4.45140E-009	1.80000E-009	6.83800E-010	3.45820E+000	7.79691E+002	7.81053E+002	1.36190E+000	5.69595E-001	7.96300E-001	1.52910E-009	2.23620E-009	1.20830E-009
200	20	18	1	1.31000E-002	2.50000E-003	2.10000E-003	5.65500E-009	1.90000E-009	1.96700E-009	3.37900E+000	7.74355E+002	7.76349E+002	1.99420E+000	5.66010E-001	7.95300E-001	1.69300E-009	2.33460E-009	2.69750E-009
204	18	18	1	1.32000E-002	2.50000E-003	2.10000E-003	6.09290E-009	1.70000E-009	9.55400E-010	3.44630E+000	7.72899E+002	7.74540E+002	1.64010E+000	5.63641E-001	7.94800E-001	1.45650E-009	1.91310E-009	1.29260E-009
208	16	18	1	1.32000E-002	2.50000E-003	2.10000E-003	6.34580E-009	1.80000E-009	4.12100E-010	3.44160E+000	7.73037E+002	7.75636E+002	2.59870E+000	5.60037E-001	7.95200E-001	1.56650E-009	2.06760E-009	2.81000E-010
212	14	18	1	1.31000E-002	2.50000E-003	2.10000E-003	6.70170E-009	1.90000E-009	1.05840E-009	3.43610E+000	7.70367E+002	7.72825E+002	2.45750E+000	5.69650E-001	7.96300E-001	1.25510E-009	1.99040E-009	9.37000E-011
216	12	18	1	1.32000E-002	2.50000E-003	2.10000E-003	6.65490E-009	2.00000E-009	2.06100E-010	3.45630E+000	7.62574E+002	7.63959E+002	1.38530E+000	5.71616E-001	7.94500E-001	1.56890E-009	2.20580E-009	1.11460E-009
220	10	18	1	1.31000E-002	2.50000E-003	2.10000E-003	5.85170E-009	1.70000E-009	3.73720E-009	3.46330E+000	7.55169E+002	7.56712E+002	1.54390E+000	5.71044E-001	7.96000E-001	1.55480E-009	1.82650E-009	2.28540E-009
224	8	18	1	1.33000E-002	2.50000E-003	2.10000E-003	3.97140E-009	1.70000E-009	7.68000E-010	3.46130E+000	7.69052E+002	7.70731E+002	1.67910E+000	5.74651E-001	7.96200E-001	1.66020E-009	2.05830E-009	4.87100E-010
227	6	18	1	1.36000E-002	2.40000E-003	2.00000E-003	3.86370E-009	1.80000E-009	2.03250E-009	3.50630E+000	7.73693E+002	7.75904E+002	2.21020E+000	5.57655E-001	7.97200E-001	2.10280E-009	2.17770E-009	3.18500E-010
229	6	20	1	1.35000E-002	2.40000E-003	1.90000E-003	3.42810E-009	1.60000E-009	9.92800E-010	3.52640E+000	7.65998E+002	7.67840E+002	1.84220E+000	5.61235E-001	7.98000E-001	1.81010E-009	1.90370E-009	7.49300E-010
232	8	20	1	1.32000E-002	2.50000E-003	2.10000E-003	3.48900E-009	1.80000E-009	4.12120E-009	3.45600E+000	7.69138E+002	7.70812E+002	1.67380E+000	5.73423E-001	7.95700E-001	1.47990E-009	1.94350E-009	2.22920E-009
236	10	20	1	1.31000E-002	2.50000E-003	2.00000E-003	5.65030E-009	1.90000E-009	3.40940E-009	3.46660E+000	7.53161E+002	7.54714E+002	1.55310E+000	5.75000E-001	7.95400E-001	1.76320E-009	1.92250E-009	1.00220E-009
240	12	20	1	1.32000E-002	2.50000E-003	2.10000E-003	6.66660E-009	2.20000E-009	1.18020E-009	3.45050E+000	7.62920E+002	7.64544E+002	1.62400E+000	5.75360E-001	7.94900E-001	1.90610E-009	1.98800E-009	1.00220E-009
244	14	20	1	1.32000E-002	2.50000E-003	2.10000E-003	6.50030E-009	1.80000E-009	5.24500E-010	3.43940E+000	7.66994E+002	7.68389E+002	1.39490E+000	5.71925E-001	7.95300E-001	1.49630E-009	2.10980E-009	8.61700E-010
248	16	20	1	1.32000E-002	2.50000E-003	2.20000E-003	6.81410E-009	2.00000E-009	1.23640E-009	3.43440E+000	7.65879E+002	7.67405E+002	1.52580E+000	5.72492E-001	7.95600E-001	1.60630E-009	2.31350E-009	1.50800E-009
252	18	20	1	1.33000E-002	2.50000E-003	2.10000E-003	6.40670E-009	1.70000E-009	1.21760E-009	3.46010E+000	7.73878E+002	7.75469E+002	1.59100E+000	5.71239E-001	7.95100E-001	1.31360E-009	1.92250E-009	4.12100E-010
256	20	20	1	1.32000E-002	2.60000E-003	2.10000E-003	5.94070E-009	2.00000E-009	1.84520E-009	3.45200E+000	7.70393E+002	7.71919E+002	1.52700E+000	5.66640E-001	7.95400E-001	1.51030E-009	2.24090E-009	0.00000E+000
260	22	20	1	1.32000E-002	2.50000E-003	2.10000E-003	4.53340E-009	1.80000E-009	3.00660E-009	3.44610E+000	7.83020E+002	7.84776E+002	1.75660E+000	5.68639E-001	7.95200E-001	1.51270E-009	1.86860E-009	2.24790E-009
267	22	22	1	1.32000E-002	2.40000E-003	2.10000E-003	4.08610E-009	1.80000E-009	4.59000E-010	3.47380E+000	7.85496E+002	7.86847E+002	1.35100E+000	5.67093E-001	7.94200E-001	1.45180E-009	2.19170E-009	1.19890E-009
271	20	22	1	1.32000E-002	2.30000E-003	2.10000E-003	5.19840E-009	1.80000E-009	1.48930E-009	3.46270E+000	7.71153E+002	7.72668E+002	1.51560E+000	5.70057E-001	7.94600E-001	1.44950E-009	2.06300E-009	1.02090E-009
275	18	22	1	1.33000E-002	2.40000E-003	2.10000E-003	6.05310E-009	2.00000E-009	4.40200E-010	3.46840E+000	7.77890E+002	7.79476E+002	1.58680E+000	5.70718E-001	7.95100E-001	1.71640E-009	2.21750E-009	9.08500E-010
279	16	22	1	1.33000E-002	2.50000E-003	2.10000E-003	6.73680E-009	1.90000E-009	1.22700E-009	3.44260E+000	7.69024E+002	7.70502E+002	1.47790E+000	5.76101E-001	7.94900E-001	1.30430E-009	2.02320E-009	1.28320E-009
283	14	22	1	1.32000E-002	2.50000E-003	2.10000E-003	6.50730E-009	1.80000E-009	1.33940E-009	3.45210E+000	7.65479E+002	7.66863E+002	1.38410E+000	5.78686E-001	7.95400E-001	1.46120E-009	1.84520E-009	2.62300E-010
287	12	22	1	1.32000E-002	2.50000E-003	2.00000E-003	6.65020E-009	2.10000E-009	4.21500E-010	3.45780E+000	7.54337E+002	7.55957E+002	1.61990E+000	5.76225E-001	7.94500E-001	1.89900E-009	1.86160E-009	1.62980E-009
291	10	22	1	1.32000E-002	2.40000E-003	2.00000E-003	5.00640E-009	1.80000E-009	4.96420E-009	3.46440E+000	7.56145E+002	7.57608E+002	1.46330E+000	5.77649E-001	7.95200E-001	1.54550E-009	1.94350E-009	1.59200E-010
295	8	22	1	1.31000E-002	2.50000E-003	2.10000E-003	3.63650E-009	2.00000E-009	2.10750E-009	3.46220E+000	7.84027E+002	7.85784E+002	1.75620E+000	5.61639E-001	7.95200E-001	1.80300E-009	2.22920E-009	2.36970E-009
298	8	24	1	1.35000E-002	2.40000E-003	1.90000E-003	3.47030E-009	2.10000E-009	1.42370E-009	3.48440E+000	7.76095E+002	7.77900E+002	1.80500E+000	5.60324E-001	7.95100E-001	1.83110E-009	2.19170E-009	1.01160E-009
301	10	24	1	1.33000E-002	2.40000E-003	2.00000E-003	4.70200E-009	1.90000E-009	4.96400E-010	3.46770E+000	7.68941E+002	7.70677E+002	1.73560E+000	5.74052E-001	7.95000E-001	1.55950E-009	2.22450E-009	3.37200E-010
305	12	24	1	1.31000E-002	2.50000E-003	2.10000E-003	5.62920E-009	1.80000E-009	9.64700E-010	3.46080E+000	7.56880E+002	7.58404E+002	1.52360E+000	5.78703E-001	7.94700E-001	1.63440E-009	1.92710E-009	2.90400E-010
309	14	24	1	1.33000E-002	2.40000E-003	2.10000E-003	5.87280E-009	2.00000E-009	2.17300E-009	3.45830E+000	7.62385E+002	7.64181E+002	1.79530E+000	5.76153E-001	7.94800E-001	1.89200E-009	2.13560E-009	1.12400E-010
313	16	24	1	1.32000E-002	2.60000E-003	2.20000E-003	5.39510E-009	2.00000E-009	2.25730E-009	3.44960E+000	7.67567E+002	7.69036E+002	1.46850E+000	5.72035E-001	7.94700E-001	1.73050E-009	2.04190E-009	1.09590E-009
317	18	24	1	1.32000E-002	2.50000E-003	2.10000E-003	5.21240E-009	1.80000E-009	5.05800E-010	3.46590E+000	7.69039E+002	7.70612E+002	1.57290E+000	5.74199E-001	7.95300E-001	1.55480E-009	1.81010E-009	1.68600E-009
321	20	24	1	1.31000E-002	2.50000E-003	2.10000E-003	4.36480E-009	1.70000E-009	2.34160E-009	3.46490E+000	7.78118E+002	7.79510E+002	1.39240E+000	5.72250E-001	7.95100E-001	1.74450E-009	2.19880E-009	7.49000E-011
325	22	24	1	1.33000E-002	2.40000E-003	2.00000E-003	4.06270E-009	2.10000E-009	8.71100E-010	3.45700E+000	7.82386E+002	7.84343E+002	1.95630E+000	5.56431E-001	7.94600E-001	1.46350E-009	2.26200E-009	1.00220E-009
328	20	26	1	1.34000E-002	2.40000E-003	2.00000E-003	4.46080E-009	2.10000E-009	1.36750E-009	3.44960E+000	7.82051E+002	7.84346E+002	2.29580E+000	5.57731E-001	7.94000E-001	1.44950E-009	1.93180E-009	2.90400E-010
331	18	26	1	1.33000E-002	2.50000E-003	2.10000E-003	4.10480E-009	1.70000E-009	2.02320E-009	3.47170E+000	7.82292E+002	7.83897E+002	1.60420E+000	5.69008E-001	7.94700E-001	1.71170E-009	2.10280E-009	2.06100E-010
335	16	26	1	1.32000E-002	2.60000E-003	2.10000E-003	4.08610E-009	1.80000E-009	2.18240E-009	3.45470E+000	7.71834E+002	7.73982E+002	2.14790E+000	5.69626E-001	7.95200E-001	1.89440E-009	2.01380E-009	1.10520E-009
339	14	26	1	1.31000E-002	2.90000E-003	2.20000E-003	4.62940E-009	1.90000E-009	1.07710E-009	3.45260E+000	7.68409E+002	7.70000E+002	1.59090E+000	5.77963E-001	7.95700E-001	1.62510E-009	2.18470E-009	6.74400E-010
343	12	26	1	1.32000E-002	2.40000E-003	2.10000E-003	4.73940E-009	1.70000E-009	9.83500E-010	3.46050E+000	7.73115E+002	7.74780E+002	1.66500E+000	5.72901E-001	7.94100E-001	1.39330E-009	2.21280E-009	5.62000E-010
347	10	26	1	1.32000E-002	2.30000E-003	2.00000E-003	4.34140E-009	1.80000E-009	1.91080E-009	3.45850E+000	7.77344E+002	7.79932E+002	2.58770E+000	5.58973E-001	7.95100E-001	1.94820E-009	2.11680E-009	8.05500E-010
349	12	28	1	1.45000E-002	2.30000E-003	1.90000E-003	4.77450E-009	1.10000E-009	1.77030E-009	3.47420E+000	7.68631E+002	7.70891E+002	2.25950E+000	5.60548E-001	7.94800E-001	2.45870E-009	1.21060E-009	6.93100E-010
351	14	28	1	1.34000E-002	2.40000E-003	1.90000E-003	4.07910E-009	1.80000E-009	2.34200E-010	3.45560E+000	7.77725E+002	7.79945E+002	2.21970E+000	5.56300E-001	7.94800E-001	1.99740E-009	2.04190E-009	7.86800E-010
353	16	28	1	1.34000E-002	2.30000E-003	2.00000E-003	3.74420E-009	1.60000E-009	2.64130E-009	3.45790E+000	7.79836E+002	7.81544E+002	1.70850E+000	5.55326E-001	7.95600E-001	2.00910E-009	1.67660E-009	4.68000E-011

1	15	5	3	1.28000E-002	-6.00000E-004	-8.00000E-004	1.39320E-005
2	19	7	1	1.28000E-002	-5.00000E-004	-8.00000E-004	4.25860E-009	1.10000E-009	1.78030E-009	3.48330E+000	7.67106E+002	7.69054E+002	1.94750E+000	5.63027E-001	7.98500E-001	2.72190E-009	1.30010E-009	2.64230E-009
5	17	7	1	1.31000E-002	-3.00000E-004	-5.00000E-004	3.63080E-009	1.70000E-009	2.92340E-009	3.45570E+000	7.76723E+002	7.79214E+002	2.49140E+000	5.59993E-001	7.99800E-001	1.76850E-009	2.01220E-009	3.56100E-010
9	15	7	1	1.32000E-002	-2.00000E-004	-6.00000E-004	3.87440E-009	1.60000E-009	2.41740E-009	3.45770E+000	7.82392E+002	7.82255E+002	-1.37600E-001	5.58064E-001	8.00000E-001	1.73110E-009	2.01450E-009	8.99500E-010
13	13	7	1	1.32000E-002	-2.00000E-004	-5.00000E-004	3.35910E-009	1.60000E-009	4.43660E-008	3.47190E+000	7.78336E+002	7.80809E+002	2.47380E+000	5.57374E-001	7.99700E-001	1.41480E-009	1.98410E-009	6.65300E-010
16	11	7	1	1.37000E-002	-3.00000E-004	-6.00000E-004	3.68940E-009	1.50000E-009	5.45320E-009	3.52840E+000	7.65085E+002	7.67853E+002	2.76790E+000	5.58805E-001	7.99900E-001	2.00980E-009	1.99810E-009	6.27800E-010
22	9	9	1	1.32000E-002	-2.00000E-004	-5.00000E-004	3.38480E-009	1.70000E-009	4.68000E-011	3.50220E+000	7.71755E+002	7.73821E+002	2.06680E+000	5.60507E-001	7.97900E-001	1.68890E-009	2.02860E-009	2.06140E-009
26	11	9	1	1.32000E-002	-2.00000E-004	-6.00000E-004	3.76200E-009	1.70000E-009	7.88000E-009	3.47130E+000	7.87090E+002	7.89248E+002	2.15790E+000	5.54683E-001	7.97700E-001	1.48040E-009	1.86460E-009	5.43400E-010
30	13	9	1	1.32000E-002	-2.00000E-004	-5.00000E-004	4.05950E-009	1.80000E-009	5.26580E-009	3.46600E+000	7.76409E+002	7.78096E+002	1.68730E+000	5.75830E-001	7.97300E-001	1.61160E-009	1.84820E-009	1.32110E-009
34	15	9	1	1.33000E-002	-2.00000E-004	-6.00000E-004	4.75520E-009	1.90000E-009	5.29390E-009	3.45610E+000	7.64971E+002	7.66679E+002	1.70860E+000	5.82122E-001	7.98500E-001	1.74980E-009	1.82480E-009	1.40500E-010
38	17	9	1	1.32000E-002	-2.00000E-004	-6.00000E-004	4.49280E-009	1.70000E-009	6.46520E-009	3.44590E+000	7.65187E+002	7.66787E+002	1.60010E+000	5.79591E-001	7.99200E-001	1.47810E-009	2.11760E-009	5.62000E-011
42	19	9	1	1.31000E-002	-3.00000E-004	-6.00000E-004	4.42020E-009	1.60000E-009	1.40172E-008	3.45110E+000	7.77914E+002	7.79634E+002	1.72040E+000	5.69882E-001	7.99000E-001	1.27900E-009	2.00050E-009	1.10560E-009
44	21	9	1	1.28000E-002	-4.00000E-004	-7.00000E-004	4.85120E-009	1.10000E-009	1.33050E-009	3.46630E+000	7.77634E+002	7.79493E+002	1.85930E+000	5.55843E-001	7.97500E-001	2.69850E-009	1.46170E-009	1.87400E-010
47	21	11	1	1.32000E-002	-2.00000E-004	-6.00000E-004	3.71280E-009	1.70000E-009	5.20960E-009	3.45640E+000	7.80710E+002	7.82330E+002	1.62020E+000	5.65122E-001	7.98400E-001	1.54370E-009	1.83650E-009	5.06000E-010
51	19	11	1	1.32000E-002	-2.00000E-004	-5.00000E-004	4.71770E-009	1.70000E-009	3.86040E-009	3.44980E+000	7.65969E+002	7.67605E+002	1.63570E+000	5.75393E-001	7.98500E-001	1.48510E-009	2.00050E-009	1.93020E-009
55	17	11	1	1.33000E-002	-2.00000E-004	-5.00000E-004	5.60310E-009	1.70000E-009	2.65170E-009	3.45870E+000	7.59416E+002	7.61004E+002	1.58750E+000	5.77199E-001	7.97700E-001	1.53660E-009	1.98870E-009	1.33990E-009
59	15	11	1	1.32000E-002	-2.00000E-004	-5.00000E-004	5.42750E-009	1.50000E-009	2.15500E-010	3.45000E+000	7.61757E+002	7.63355E+002	1.59730E+000	5.77356E-001	7.96900E-001	1.39840E-009	1.78960E-009	1.91140E-009
63	13	11	1	1.33000E-002	-1.00000E-004	-5.00000E-004	5.08080E-009	2.00000E-009	2.25810E-009	3.46970E+000	7.67035E+002	7.68648E+002	1.61270E+000	5.73614E-001	7.98100E-001	1.83410E-009	2.10590E-009	9.65100E-010
67	11	11	1	1.32000E-002	-1.00000E-004	-5.00000E-004	3.93770E-009	1.60000E-009	3.25130E-009	3.46860E+000	7.73386E+002	7.75038E+002	1.65190E+000	5.74904E-001	7.97000E-001	1.53200E-009	1.88570E-009	1.77090E-009
71	9	11	1	1.31000E-002	0.00000E+000	-5.00000E-004	3.60270E-009	1.70000E-009	1.19930E-009	3.46950E+000	7.85526E+002	7.86787E+002	1.26120E+000	5.57462E-001	7.97700E-001	1.47570E-009	2.07070E-009	1.05880E-009
75	7	11	1	1.32000E-002	-2.00000E-004	-6.00000E-004	5.05970E-009	1.80000E-009	3.63550E-009	3.55320E+000	7.29464E+002	7.34309E+002	4.84480E+000	5.58798E-001	7.99600E-001	1.85290E-009	2.10120E-009	2.34200E-010
81	7	13	1	1.32000E-002	-3.00000E-004	-6.00000E-004	3.15060E-009	1.70000E-009	1.06820E-009	3.48760E+000	7.76425E+002	7.78609E+002	2.18330E+000	5.57034E-001	7.96900E-001	1.62570E-009	1.93490E-009	1.94890E-009
85	9	13	1	1.32000E-002	-2.00000E-004	-6.00000E-004	3.82760E-009	1.70000E-009	4.68000E-011	3.46800E+000	7.69396E+002	7.71247E+002	1.85030E+000	5.69103E-001	7.96300E-001	1.48980E-009	1.86460E-009	8.80800E-010
89	11	13	1	1.32000E-002	-2.00000E-004	-5.00000E-004	4.96130E-009	1.40000E-009	6.56000E-011	3.47590E+000	7.68267E+002	7.69838E+002	1.57140E+000	5.68408E-001	7.96800E-001	1.21100E-009	1.96060E-009	2.08010E-009
93	13	13	1	1.32000E-002	-2.00000E-004	-6.00000E-004	6.20510E-009	1.60000E-009	1.32110E-009	3.48120E+000	7.64568E+002	7.66067E+002	1.49870E+000	5.76422E-001	7.98000E-001	1.57650E-009	1.77790E-009	1.50850E-009
97	15	13	1	1.32000E-002	-2.00000E-004	-5.00000E-004	6.10210E-009	1.80000E-009	3.46700E-010	3.45430E+000	7.68132E+002	7.69541E+002	1.40840E+000	5.78348E-001	7.98100E-001	1.67950E-009	1.83650E-009	1.43360E-009
101	17	13	1	1.33000E-002	-2.00000E-004	-5.00000E-004	6.36440E-009	1.80000E-009	3.74800E-010	3.46300E+000	7.65560E+002	7.67000E+002	1.44040E+000	5.77107E-001	7.97600E-001	1.50390E-009	1.92550E-009	1.78960E-009
105	19	13	1	1.32000E-002	-2.00000E-004	-6.00000E-004	5.58670E-009	1.60000E-009	2.52050E-009	3.40710E+000	7.61522E+002	7.63054E+002	1.53160E+000	5.67022E-001	7.97900E-001	1.48750E-009	1.91850E-009	1.69590E-009
109	21	13	1	1.32000E-002	-2.00000E-004	-5.00000E-004	4.34990E-009	1.60000E-009	4.08520E-009	3.44020E+000	7.70757E+002	7.72278E+002	1.52160E+000	5.61008E-001	7.97600E-001	1.53430E-009	2.02860E-009	4.59100E-010
112	23	13	1	1.31000E-002	-4.00000E-004	-7.00000E-004	3.85800E-009	1.40000E-009	1.89270E-009	3.46880E+000	7.84673E+002	7.86703E+002	2.03010E+000	5.51369E-001	7.97600E-001	1.97230E-009	1.82950E-009	2.99800E-010
115	23	15	1	1.33000E-002	-2.00000E-004	-5.00000E-004	3.52540E-009	1.60000E-009	9.46300E-010	3.47380E+000	7.90483E+002	7.92314E+002	1.83130E+000	5.57737E-001	7.99100E-001	1.47340E-009	1.89270E-009	1.23680E-009
119	21	15	1	1.32000E-002	0.00000E+000	-6.00000E-004	4.83950E-009	1.50000E-009	2.60480E-009	3.41620E+000	7.74145E+002	7.75835E+002	1.69040E+000	5.65319E-001	7.97900E-001	1.41950E-009	2.08480E-009	1.56480E-009
123	19	15	1	1.31000E-002	-2.00000E-004	-5.00000E-004	6.04120E-009	1.70000E-009	2.64230E-009	3.46400E+000	7.72014E+002	7.73509E+002	1.49540E+000	5.68059E-001	7.97500E-001	1.41250E-009	1.93250E-009	1.20870E-009
127	17	15	1	1.32000E-002	-1.00000E-004	-5.00000E-004	6.37380E-009	1.70000E-009	5.24700E-010	3.44470E+000	7.62339E+002	7.63870E+002	1.53050E+000	5.71986E-001	7.97800E-001	1.42660E-009	1.89740E-009	7.68300E-010
