Program name	ME58Y81_G0GC2AD.jtf
Lot number	FA53-5465-305A-250303@203
Wafer number	3
Date	2025/03/03
Time	00:27:10

No.U	X	Y	Bin	CONT	IGSS0	IGSS1	IGSSR1	BVDSS1	BVDSS2	DELTABV	IDSS1	VTH	RDSON1	VFSDS	IGSS2	IGSSR2	IDSS2
125	11	47	1	0.000E+00	0.000E+00	4.770E-07	5.550E-07	7.826E+02	7.843E+02	1.700E+00	6.900E-09	3.422E+00	3.030E-01	7.630E-01	8.240E-08	7.110E-08	3.000E-09	
126	17	47	1	0.000E+00	0.000E+00	5.010E-07	6.180E-07	7.681E+02	7.740E+02	5.900E+00	6.800E-09	3.398E+00	3.045E-01	7.630E-01	8.570E-08	9.600E-08	3.000E-09	
127	23	47	1	0.000E+00	0.000E+00	5.040E-07	5.800E-07	7.546E+02	7.621E+02	7.500E+00	6.800E-09	3.364E+00	3.031E-01	7.620E-01	9.070E-08	7.590E-08	2.900E-09	
128	29	47	1	0.000E+00	0.000E+00	4.740E-07	5.450E-07	7.414E+02	7.513E+02	9.900E+00	6.900E-09	3.356E+00	3.042E-01	7.620E-01	8.150E-08	7.100E-08	2.900E-09	
129	35	47	1	0.000E+00	0.000E+00	4.620E-07	5.990E-07	7.411E+02	7.491E+02	8.000E+00	7.100E-09	3.323E+00	3.043E-01	7.620E-01	7.910E-08	7.440E-08	2.900E-09	
130	41	47	1	0.000E+00	0.000E+00	4.670E-07	8.380E-07	7.380E+02	7.472E+02	9.200E+00	7.100E-09	3.318E+00	3.049E-01	7.620E-01	7.990E-08	1.197E-07	2.700E-09	
131	47	47	1	0.000E+00	0.000E+00	4.430E-07	5.610E-07	7.389E+02	7.468E+02	7.900E+00	7.200E-09	3.287E+00	3.059E-01	7.620E-01	7.710E-08	6.640E-08	3.100E-09	
132	53	47	1	0.000E+00	0.000E+00	4.910E-07	4.920E-07	7.440E+02	7.519E+02	7.900E+00	6.900E-09	3.263E+00	3.059E-01	7.620E-01	8.190E-08	6.450E-08	2.900E-09	
133	59	47	1	0.000E+00	0.000E+00	4.650E-07	5.060E-07	7.386E+02	7.464E+02	7.800E+00	7.100E-09	3.250E+00	3.080E-01	7.620E-01	7.830E-08	6.750E-08	2.700E-09	
134	65	47	1	0.000E+00	0.000E+00	4.870E-07	5.370E-07	7.433E+02	7.518E+02	8.500E+00	6.900E-09	3.229E+00	3.086E-01	7.620E-01	8.390E-08	6.980E-08	2.900E-09	
135	71	47	1	0.000E+00	0.000E+00	4.810E-07	5.670E-07	7.432E+02	7.511E+02	7.900E+00	7.100E-09	3.236E+00	3.098E-01	7.620E-01	8.590E-08	7.510E-08	2.800E-09	
136	77	47	1	0.000E+00	0.000E+00	5.780E-07	6.060E-07	7.591E+02	7.661E+02	7.000E+00	7.000E-09	3.254E+00	3.103E-01	7.620E-01	9.480E-08	7.900E-08	2.900E-09	
137	83	47	1	0.000E+00	0.000E+00	5.140E-07	6.200E-07	7.755E+02	7.795E+02	4.000E+00	7.000E-09	3.320E+00	3.107E-01	7.630E-01	8.950E-08	8.440E-08	2.600E-09	
138	47	49	1	0.000E+00	0.000E+00	4.490E-07	4.970E-07	7.385E+02	7.463E+02	7.800E+00	6.900E-09	3.281E+00	3.073E-01	7.620E-01	7.820E-08	6.300E-08	2.800E-09	
139	47	51	1	0.000E+00	0.000E+00	4.650E-07	5.310E-07	7.445E+02	7.515E+02	7.000E+00	7.100E-09	3.308E+00	3.064E-01	7.620E-01	9.060E-08	6.450E-08	3.000E-09	
140	17	53	1	0.000E+00	0.000E+00	4.960E-07	6.010E-07	7.853E+02	7.886E+02	3.300E+00	6.800E-09	3.456E+00	3.084E-01	7.640E-01	8.630E-08	7.940E-08	2.600E-09	
141	23	53	1	0.000E+00	0.000E+00	4.870E-07	5.730E-07	7.684E+02	7.758E+02	7.400E+00	6.900E-09	3.397E+00	3.092E-01	7.620E-01	8.590E-08	7.490E-08	2.800E-09	
142	29	53	1	0.000E+00	0.000E+00	4.910E-07	6.060E-07	7.536E+02	7.621E+02	8.500E+00	6.900E-09	3.391E+00	3.079E-01	7.630E-01	8.340E-08	8.050E-08	2.800E-09	
143	35	53	1	0.000E+00	0.000E+00	4.550E-07	5.590E-07	7.483E+02	7.568E+02	8.500E+00	6.800E-09	3.348E+00	3.075E-01	7.630E-01	7.950E-08	7.490E-08	2.500E-09	
144	41	53	1	0.000E+00	1.000E-08	4.600E-07	5.620E-07	7.433E+02	7.522E+02	8.900E+00	6.900E-09	3.340E+00	3.078E-01	7.630E-01	8.020E-08	7.990E-08	2.500E-09	
145	47	53	1	0.000E+00	0.000E+00	4.500E-07	5.410E-07	7.424E+02	7.512E+02	8.800E+00	6.900E-09	3.308E+00	3.090E-01	7.620E-01	7.750E-08	6.620E-08	2.500E-09	
146	53	53	1	0.000E+00	0.000E+00	5.220E-07	6.670E-07	7.451E+02	7.546E+02	9.500E+00	6.800E-09	3.288E+00	3.102E-01	7.620E-01	8.190E-08	1.059E-07	2.500E-09	
147	59	53	1	0.000E+00	0.000E+00	6.120E-07	5.850E-07	7.487E+02	7.563E+02	7.600E+00	6.900E-09	3.267E+00	3.107E-01	7.620E-01	9.530E-08	7.480E-08	2.500E-09	
148	65	53	1	0.000E+00	0.000E+00	5.120E-07	8.970E-07	7.526E+02	7.606E+02	8.000E+00	6.800E-09	3.263E+00	3.130E-01	7.620E-01	8.900E-08	1.284E-07	2.900E-09	
149	71	53	1	0.000E+00	0.000E+00	5.320E-07	6.310E-07	7.618E+02	7.688E+02	7.000E+00	7.000E-09	3.259E+00	3.142E-01	7.620E-01	9.250E-08	7.820E-08	2.800E-09	
150	77	53	1	0.000E+00	0.000E+00	5.480E-07	5.920E-07	7.717E+02	7.789E+02	7.200E+00	6.900E-09	3.307E+00	3.167E-01	7.630E-01	9.120E-08	7.860E-08	2.600E-09	
151	83	53	1	0.000E+00	0.000E+00	5.070E-07	5.810E-07	7.577E+02	7.644E+02	6.700E+00	6.900E-09	3.430E+00	3.121E-01	7.670E-01	8.840E-08	7.940E-08	2.300E-09	
152	47	55	1	0.000E+00	1.000E-08	4.590E-07	6.330E-07	7.461E+02	7.555E+02	9.400E+00	6.800E-09	3.303E+00	3.117E-01	7.620E-01	7.700E-08	8.480E-08	2.500E-09	
153	47	57	1	0.000E+00	1.000E-08	5.860E-07	5.440E-07	7.458E+02	7.570E+02	1.120E+01	6.700E-09	3.296E+00	3.149E-01	7.620E-01	9.560E-08	6.790E-08	2.400E-09	
154	23	59	1	0.000E+00	0.000E+00	5.920E-07	5.810E-07	7.759E+02	7.852E+02	9.300E+00	6.700E-09	3.414E+00	3.187E-01	7.630E-01	1.036E-07	7.560E-08	2.700E-09	
155	29	59	1	0.000E+00	0.000E+00	4.980E-07	6.110E-07	7.747E+02	7.823E+02	7.600E+00	6.700E-09	3.379E+00	3.177E-01	7.630E-01	8.230E-08	7.210E-08	2.700E-09	
156	35	59	1	0.000E+00	0.000E+00	4.510E-07	5.370E-07	7.660E+02	7.735E+02	7.500E+00	6.700E-09	3.326E+00	3.165E-01	7.620E-01	7.820E-08	7.270E-08	2.600E-09	
157	41	59	1	0.000E+00	0.000E+00	4.830E-07	5.090E-07	7.585E+02	7.690E+02	1.050E+01	6.800E-09	3.314E+00	3.170E-01	7.630E-01	7.970E-08	6.390E-08	2.400E-09	
158	47	59	1	0.000E+00	0.000E+00	4.530E-07	6.260E-07	7.498E+02	7.624E+02	1.260E+01	6.800E-09	3.301E+00	3.195E-01	7.630E-01	7.950E-08	7.600E-08	2.400E-09	
159	53	59	1	0.000E+00	0.000E+00	4.840E-07	5.590E-07	7.677E+02	7.758E+02	8.100E+00	7.000E-09	3.253E+00	3.187E-01	7.620E-01	8.470E-08	7.030E-08	2.800E-09	
160	59	59	1	0.000E+00	0.000E+00	5.060E-07	5.700E-07	7.627E+02	7.700E+02	7.300E+00	6.900E-09	3.258E+00	3.207E-01	7.620E-01	8.550E-08	7.120E-08	2.600E-09	
161	65	59	1	0.000E+00	0.000E+00	4.830E-07	6.290E-07	7.767E+02	7.829E+02	6.200E+00	6.600E-09	3.234E+00	3.208E-01	7.620E-01	8.460E-08	7.930E-08	2.700E-09	
162	71	59	1	0.000E+00	0.000E+00	5.150E-07	6.330E-07	7.542E+02	7.659E+02	1.170E+01	6.700E-09	3.296E+00	3.243E-01	7.640E-01	9.000E-08	8.840E-08	2.400E-09	
163	47	61	1	0.000E+00	0.000E+00	4.610E-07	5.290E-07	7.664E+02	7.754E+02	9.000E+00	6.800E-09	3.332E+00	3.199E-01	7.620E-01	7.770E-08	6.640E-08	2.600E-09	
164	47	63	1	0.000E+00	0.000E+00	4.620E-07	5.610E-07	7.446E+02	7.750E+02	3.040E+01	6.500E-09	3.362E+00	3.242E-01	7.640E-01	7.990E-08	7.060E-08	2.400E-09	
165	35	65	1	0.000E+00	0.000E+00	5.740E-07	7.730E-07	7.723E+02	7.758E+02	3.500E+00	7.700E-09	3.488E+00	3.174E-01	7.670E-01	1.085E-07	1.136E-07	2.900E-09	
166	41	65	1	0.000E+00	0.000E+00	4.860E-07	6.400E-07	7.162E+02	7.512E+02	3.500E+01	6.800E-09	3.454E+00	3.251E-01	7.650E-01	8.520E-08	9.260E-08	2.700E-09	
167	47	65	8	0.000E+00	1.000E-08	4.890E-07	7.250E-07	6.714E+02	7.254E+02	5.400E+01	6.800E-09	3.395E+00	3.271E-01	7.640E-01	8.450E-08	1.028E-07	2.700E-09	
168	53	65	1	0.000E+00	0.000E+00	5.190E-07	8.980E-07	6.890E+02	7.128E+02	2.380E+01	6.800E-09	3.381E+00	3.305E-01	7.640E-01	9.010E-08	1.249E-07	2.500E-09	
169	59	65	1	0.000E+00	0.000E+00	7.840E-07	6.100E-07	6.934E+02	7.404E+02	4.700E+01	7.200E-09	3.375E+00	3.267E-01	7.650E-01	1.319E-07	8.180E-08	2.700E-09	
