Program name	ME58Y81_G0GC2AD.jtf
Lot number	FA53-5465-305A-250303@203
Wafer number	2
Date	2025/03/03
Time	00:19:09

No.U	X	Y	Bin	CONT	IGSS0	IGSS1	IGSSR1	BVDSS1	BVDSS2	DELTABV	IDSS1	VTH	RDSON1	VFSDS	IGSS2	IGSSR2	IDSS2
126	17	47	1	0.000E+00	0.000E+00	5.530E-07	4.770E-07	7.647E+02	7.664E+02	1.700E+00	6.800E-09	3.405E+00	3.006E-01	7.620E-01	9.780E-08	5.950E-08	2.800E-09	
127	23	47	1	0.000E+00	0.000E+00	4.220E-07	4.770E-07	7.527E+02	7.578E+02	5.100E+00	6.800E-09	3.379E+00	3.023E-01	7.620E-01	7.210E-08	6.090E-08	2.800E-09	
128	29	47	1	0.000E+00	0.000E+00	4.820E-07	7.570E-07	7.404E+02	7.482E+02	7.800E+00	6.800E-09	3.370E+00	3.018E-01	7.620E-01	7.890E-08	1.189E-07	2.600E-09	
129	35	47	1	0.000E+00	0.000E+00	7.450E-07	4.620E-07	7.370E+02	7.451E+02	8.100E+00	7.000E-09	3.333E+00	3.025E-01	7.610E-01	1.273E-07	5.920E-08	2.500E-09	
130	41	47	1	0.000E+00	0.000E+00	4.460E-07	4.810E-07	7.335E+02	7.428E+02	9.300E+00	7.000E-09	3.331E+00	3.026E-01	7.610E-01	7.470E-08	6.310E-08	2.500E-09	
131	47	47	1	0.000E+00	0.000E+00	5.850E-07	6.620E-07	7.340E+02	7.422E+02	8.200E+00	7.100E-09	3.298E+00	3.028E-01	7.610E-01	9.690E-08	9.940E-08	2.500E-09	
132	53	47	1	0.000E+00	0.000E+00	5.460E-07	4.940E-07	7.389E+02	7.462E+02	7.300E+00	7.200E-09	3.267E+00	3.021E-01	7.610E-01	8.840E-08	6.510E-08	2.500E-09	
133	59	47	1	0.000E+00	0.000E+00	4.420E-07	4.940E-07	7.374E+02	7.447E+02	7.300E+00	7.100E-09	3.249E+00	3.033E-01	7.620E-01	7.730E-08	6.380E-08	2.500E-09	
134	65	47	1	0.000E+00	0.000E+00	4.500E-07	5.010E-07	7.457E+02	7.522E+02	6.500E+00	7.000E-09	3.239E+00	3.019E-01	7.620E-01	8.270E-08	6.300E-08	2.800E-09	
135	71	47	1	0.000E+00	0.000E+00	4.110E-07	5.630E-07	7.527E+02	7.578E+02	5.100E+00	7.000E-09	3.244E+00	3.021E-01	7.620E-01	7.340E-08	8.340E-08	2.900E-09	
136	77	47	1	0.000E+00	1.000E-08	7.120E-07	5.230E-07	7.646E+02	7.662E+02	1.600E+00	7.000E-09	3.263E+00	3.009E-01	7.630E-01	1.123E-07	6.520E-08	3.000E-09	
137	83	47	1	0.000E+00	0.000E+00	3.740E-07	4.530E-07	7.693E+02	7.709E+02	1.600E+00	6.800E-09	3.321E+00	3.002E-01	7.630E-01	6.320E-08	5.310E-08	2.900E-09	
138	47	49	1	0.000E+00	0.000E+00	4.090E-07	5.010E-07	7.364E+02	7.443E+02	7.900E+00	6.900E-09	3.292E+00	3.034E-01	7.620E-01	7.160E-08	6.080E-08	2.700E-09	
139	47	51	1	0.000E+00	0.000E+00	4.150E-07	4.830E-07	7.455E+02	7.517E+02	6.200E+00	7.100E-09	3.320E+00	3.019E-01	7.620E-01	7.030E-08	6.010E-08	2.800E-09	
140	17	53	1	0.000E+00	0.000E+00	4.360E-07	5.700E-07	7.783E+02	7.800E+02	1.700E+00	6.900E-09	3.456E+00	3.041E-01	7.640E-01	7.280E-08	6.820E-08	2.800E-09	
141	23	53	1	0.000E+00	0.000E+00	4.760E-07	4.910E-07	7.713E+02	7.730E+02	1.700E+00	6.900E-09	3.405E+00	3.034E-01	7.620E-01	7.720E-08	6.050E-08	2.800E-09	
142	29	53	1	0.000E+00	0.000E+00	4.000E-07	4.710E-07	7.631E+02	7.660E+02	2.900E+00	6.800E-09	3.403E+00	3.031E-01	7.630E-01	6.920E-08	5.670E-08	2.700E-09	
143	35	53	1	0.000E+00	0.000E+00	4.870E-07	4.830E-07	7.547E+02	7.598E+02	5.100E+00	7.000E-09	3.361E+00	3.030E-01	7.630E-01	7.950E-08	5.790E-08	2.700E-09	
144	41	53	1	0.000E+00	0.000E+00	4.050E-07	4.620E-07	7.498E+02	7.563E+02	6.500E+00	7.000E-09	3.350E+00	3.034E-01	7.620E-01	6.950E-08	5.770E-08	2.800E-09	
145	47	53	1	0.000E+00	1.000E-08	7.790E-07	4.690E-07	7.474E+02	7.545E+02	7.100E+00	6.800E-09	3.319E+00	3.058E-01	7.620E-01	1.246E-07	6.060E-08	2.500E-09	
146	53	53	1	0.000E+00	0.000E+00	4.380E-07	8.000E-07	7.511E+02	7.577E+02	6.600E+00	7.000E-09	3.284E+00	3.048E-01	7.620E-01	7.440E-08	1.014E-07	2.700E-09	
147	59	53	1	0.000E+00	0.000E+00	4.400E-07	4.960E-07	7.567E+02	7.615E+02	4.800E+00	6.900E-09	3.264E+00	3.038E-01	7.620E-01	7.630E-08	5.930E-08	2.700E-09	
148	65	53	1	0.000E+00	0.000E+00	9.770E-07	5.010E-07	7.650E+02	7.671E+02	2.100E+00	7.100E-09	3.260E+00	3.048E-01	7.620E-01	1.993E-07	6.200E-08	2.800E-09	
149	71	53	1	0.000E+00	0.000E+00	4.840E-07	4.810E-07	7.708E+02	7.724E+02	1.600E+00	7.100E-09	3.263E+00	3.041E-01	7.620E-01	7.650E-08	5.780E-08	2.900E-09	
150	77	53	1	0.000E+00	0.000E+00	3.970E-07	4.590E-07	7.775E+02	7.791E+02	1.600E+00	6.800E-09	3.308E+00	3.059E-01	7.630E-01	6.840E-08	5.600E-08	2.600E-09	
151	83	53	6	0.000E+00	1.000E-08	4.040E-07	4.420E-07	6.484E+02										
152	47	55	1	0.000E+00	1.000E-08	4.130E-07	6.130E-07	7.559E+02	7.615E+02	5.600E+00	6.800E-09	3.314E+00	3.055E-01	7.620E-01	6.930E-08	8.360E-08	2.800E-09	
153	47	57	1	0.000E+00	0.000E+00	4.120E-07	4.790E-07	7.642E+02	7.686E+02	4.400E+00	6.700E-09	3.306E+00	3.076E-01	7.620E-01	7.090E-08	5.860E-08	2.600E-09	
154	23	59	1	0.000E+00	0.000E+00	4.360E-07	4.730E-07	7.861E+02	7.889E+02	2.800E+00	6.700E-09	3.401E+00	3.136E-01	7.620E-01	7.460E-08	6.100E-08	2.700E-09	
155	29	59	1	0.000E+00	0.000E+00	8.030E-07	4.660E-07	7.840E+02	7.858E+02	1.800E+00	6.800E-09	3.381E+00	3.108E-01	7.630E-01	1.203E-07	5.670E-08	2.700E-09	
156	35	59	1	0.000E+00	0.000E+00	4.000E-07	5.990E-07	7.776E+02	7.795E+02	1.900E+00	6.800E-09	3.335E+00	3.097E-01	7.620E-01	6.780E-08	6.480E-08	2.800E-09	
157	41	59	1	0.000E+00	0.000E+00	4.160E-07	4.950E-07	7.750E+02	7.770E+02	2.000E+00	6.800E-09	3.320E+00	3.105E-01	7.630E-01	7.230E-08	5.920E-08	2.600E-09	
158	47	59	1	0.000E+00	0.000E+00	6.270E-07	5.050E-07	7.735E+02	7.761E+02	2.600E+00	8.100E-09	3.306E+00	3.115E-01	7.620E-01	1.041E-07	6.170E-08	3.400E-09	
159	53	59	1	0.000E+00	1.000E-08	4.040E-07	4.960E-07	7.769E+02	7.786E+02	1.700E+00	6.900E-09	3.247E+00	3.101E-01	7.600E-01	6.890E-08	6.050E-08	2.700E-09	
160	59	59	1	0.000E+00	1.000E-08	4.500E-07	5.110E-07	7.778E+02	7.795E+02	1.700E+00	8.500E-09	3.257E+00	3.108E-01	7.620E-01	8.290E-08	6.220E-08	3.500E-09	
161	65	59	1	0.000E+00	0.000E+00	6.540E-07	5.490E-07	7.801E+02	7.819E+02	1.800E+00	6.900E-09	3.239E+00	3.097E-01	7.620E-01	9.790E-08	6.680E-08	2.800E-09	
162	71	59	1	0.000E+00	0.000E+00	4.320E-07	4.690E-07	7.813E+02	7.842E+02	2.900E+00	6.900E-09	3.297E+00	3.136E-01	7.620E-01	7.510E-08	5.740E-08	2.700E-09	
163	47	61	1	0.000E+00	1.000E-08	4.070E-07	5.080E-07	7.823E+02	7.842E+02	1.900E+00	6.700E-09	3.329E+00	3.129E-01	7.630E-01	6.990E-08	6.120E-08	2.800E-09	
164	47	63	1	0.000E+00	0.000E+00	4.290E-07	6.430E-07	7.885E+02	7.906E+02	2.100E+00	6.600E-09	3.353E+00	3.167E-01	7.630E-01	7.550E-08	1.087E-07	2.500E-09	
165	35	65	1	0.000E+00	0.000E+00	3.920E-07	7.510E-07	7.483E+02	7.586E+02	1.030E+01	1.250E-08	3.488E+00	3.093E-01	7.650E-01	6.710E-08	1.115E-07	5.400E-09	
166	41	65	1	0.000E+00	0.000E+00	3.910E-07	4.700E-07	7.617E+02	7.746E+02	1.290E+01	7.100E-09	3.442E+00	3.201E-01	7.650E-01	6.830E-08	5.940E-08	2.800E-09	
167	47	65	1	0.000E+00	0.000E+00	4.020E-07	4.690E-07	7.621E+02	7.758E+02	1.370E+01	6.800E-09	3.388E+00	3.214E-01	7.640E-01	7.180E-08	5.850E-08	2.800E-09	
168	53	65	1	0.000E+00	0.000E+00	4.080E-07	7.290E-07	7.567E+02	7.710E+02	1.430E+01	7.000E-09	3.376E+00	3.215E-01	7.640E-01	7.320E-08	7.900E-08	3.000E-09	
169	59	65	1	0.000E+00	1.000E-08	4.230E-07	6.040E-07	7.450E+02	7.537E+02	8.700E+00	1.430E-08	3.369E+00	3.107E-01	7.650E-01	7.250E-08	8.520E-08	5.900E-09	
